LLDurrDLdLdlluuuRRDrrrdLullulldddrrdrrUUruLuLLdDDuRluurrdLdldlluuuRRDDurrrdLLululldRRllddrUluurrdRdrruLuLrddddldllUdrruruuuulLdRdrddldlluUluuRRurrDDuulldRlllddrUdddrruLdlUUluuRDuRurrDLdLDDuuruulDllddRluuuRdlddrUluurRdrdLurrrdLullulldddrdrrrUULrruLuLLdRdrddllluluuRRllddrUddrrruulLDlluuuRldddrdRulluRluurDrDullddrUddrR
Moves: 317
Pushes: 78
States created total: 751,001
Unique visited total: 163,469
Reached duplicates total: 586,672
Created but not reached total: 860

Depth          Created        Unique         Duplicates     Unknown (not reached)
#  .$@##
# *$** #
#      #
#  .#$##
##$  .##
## . ###
########

########
#  *@ ##
# *$** #
#      #
#  .#$##
##$  .##
## . ###
########

########
# $+  ##
# *$** #
#      #
#  .#$##
##$  .##
## . ###
########

########
# $.  ##
# *@** #
#  $   #
#  .#$##
##$  .##
## . ###
########

########
# $.  ##
# * *+ #
#  $ $ #
#  .#$##
##$  .##
## . ###
########

########
# $.  ##
# *$+. #
#  $ $ #
#  .#$##
##$  .##
## . ###
########

########
# $.  ##
# *$.. #
# $@ $ #
#  .#$##
##$  .##
## . ###
########

########
# @*  ##
# *$.. #
# $  $ #
#  .#$##
##$  .##
## . ###
########

########
#  +$ ##
# *$.. #
# $  $ #
#  .#$##
##$  .##
## . ###
########

########
#  .$ ##
# *@.. #
# $$ $ #
#  .#$##
##$  .##
## . ###
########

########
#  .$ ##
# * .. #
# $$$@ #
#  .#$##
##$  .##
## . ###
########

########
#  .$ ##
# * .. #
# $$$$ #
#  .#@##
##$  .##
## . ###
########

########
#  .$ ##
# * .* #
# $$$@ #
#  .# ##
##$  .##
## . ###
########

########
#  .$ ##
# * *+ #
# $$$  #
#  .# ##
##$  .##
## . ###
########

########
#  *@ ##
# * *. #
# $$$  #
#  .# ##
##$  .##
## . ###
########

########
# $+  ##
# * *. #
# $$$  #
#  .# ##
##$  .##
## . ###
########

########
# $.  ##
# * *. #
# $@$  #
#  *# ##
##$  .##
## . ###
########

########
# $.  ##
# * *. #
# $ $  #
#  +# ##
##$$ .##
## . ###
########

########
# $.  ##
# * *. #
# $ @$ #
#  .# ##
##$$ .##
## . ###
########

########
# $.  ##
# *$+. #
# $  $ #
#  .# ##
##$$ .##
## . ###
########

########
# @*  ##
# *$.. #
# $  $ #
#  .# ##
##$$ .##
## . ###
########

########
#  +$ ##
# *$.. #
# $  $ #
#  .# ##
##$$ .##
## . ###
########

########
#  .$ ##
# *@.. #
# $$ $ #
#  .# ##
##$$ .##
## . ###
########

########
#  .$ ##
# * .. #
# $@ $ #
#  *# ##
##$$ .##
## . ###
########

########
#  .$ ##
# * .. #
# $ $@ #
#  *# ##
##$$ .##
## . ###
########

########
#  .$ ##
# * .. #
# $$@  #
#  *# ##
##$$ .##
## . ###
########

########
#  .$ ##
# +$.. #
# $$   #
#  *# ##
##$$ .##
## . ###
########

########
#  .$ ##
# .@*. #
# $$   #
#  *# ##
##$$ .##
## . ###
########

########
#  .$ ##
# * *. #
# @$   #
#  *# ##
##$$ .##
## . ###
########

########
#  .$ ##
# * +* #
#  $   #
#  *# ##
##$$ .##
## . ###
########

########
#  .$ ##
# * *+ #
#  $   #
#  *# ##
##$$ .##
## . ###
########

########
#  *@ ##
# * *. #
#  $   #
#  *# ##
##$$ .##
## . ###
########

########
#  *  ##
# * *. #
#  $   #
# $*# ##
##@$ .##
## . ###
########

########
# $+  ##
# * *. #
#  $   #
# $*# ##
## $ .##
## . ###
########

########
# $.  ##
# * +* #
#  $   #
# $*# ##
## $ .##
## . ###
########

########
# $.  ##
# * .* #
# $$   #
# @*# ##
## $ .##
## . ###
########

########
# $.  ##
# +$.* #
# $$   #
#  *# ##
## $ .##
## . ###
########

########
# $.  ##
# .@** #
# $$   #
#  *# ##
## $ .##
## . ###
########

########
# $.  ##
# . *+ #
# $$ $ #
#  *# ##
## $ .##
## . ###
########

########
# $.  ##
# . *. #
# $$ @ #
#  *#$##
## $ .##
## . ###
########

########
# $.  ##
# . +* #
# $$   #
#  *#$##
## $ .##
## . ###
########

########
# $.  ##
# * .* #
# @$   #
#  *#$##
## $ .##
## . ###
########

########
# $.  ##
# * .* #
#  $   #
#  *#$##
##$@ .##
## . ###
########

########
# $.  ##
# * .* #
#  $   #
# $*#$##
##@  .##
## . ###
########

########
# $.  ##
# * .* #
# $$   #
# @*#$##
##   .##
## . ###
########

########
# $.  ##
# +$.* #
# $$   #
#  *#$##
##   .##
## . ###
########

########
# $.  ##
# .$.* #
# @$   #
# $*#$##
##   .##
## . ###
########

########
# $.  ##
# .@** #
#  $   #
# $*#$##
##   .##
## . ###
########

########
# $.  ##
# . *+ #
#  $ $ #
# $*#$##
##   .##
## . ###
########

########
# $.  ##
# .$+. #
#  $ $ #
# $*#$##
##   .##
## . ###
########

########
# $.  ##
# .$.. #
# $@ $ #
# $*#$##
##   .##
## . ###
########

########
# $.  ##
# .$.. #
# $  $ #
# $+#$##
## $ .##
## . ###
########

########
# $.  ##
# .$.. #
# $  $ #
# $.#$##
## @ .##
## * ###
########

########
# $.  ##
# .@.. #
# $$ $ #
# $.#$##
##   .##
## * ###
########

########
# $.  ##
# . .. #
# $$ $ #
# @*#$##
##   .##
## * ###
########

########
# @*  ##
# . .. #
# $$ $ #
#  *#$##
##   .##
## * ###
########

########
#  *  ##
# * .. #
# @$ $ #
#  *#$##
##   .##
## * ###
########

########
#  +$ ##
# * .. #
#  $ $ #
#  *#$##
##   .##
## * ###
########

########
#  .$ ##
# * .. #
# $@ $ #
#  *#$##
##   .##
## * ###
########

########
#  .$ ##
# * .. #
# $ $@ #
#  *#$##
##   .##
## * ###
########

########
#  .$ ##
# * .. #
# $ $$ #
#  *#@##
##   .##
## * ###
########

########
#  .$ ##
# * .* #
# $ $@ #
#  *# ##
##   .##
## * ###
########

########
#  .$ ##
# * .* #
# $$@  #
#  *# ##
##   .##
## * ###
########

########
#  .$ ##
# * *+ #
# $$   #
#  *# ##
##   .##
## * ###
########

########
#  *@ ##
# * *. #
# $$   #
#  *# ##
##   .##
## * ###
########

########
# $+  ##
# * *. #
# $$   #
#  *# ##
##   .##
## * ###
########

########
# $.  ##
# * +* #
# $$   #
#  *# ##
##   .##
## * ###
########

########
# $.  ##
# +$.* #
# $$   #
#  *# ##
##   .##
## * ###
########

########
# $.  ##
# .@** #
# $$   #
#  *# ##
##   .##
## * ###
########

########
# $.  ##
# * ** #
# @$   #
#  *# ##
##   .##
## * ###
########

########
# $.  ##
# * ** #
# $@   #
#  *# ##
##   .##
## * ###
########

########
# $.  ##
# * ** #
# $    #
#  +# ##
## $ .##
## * ###
########

########
# @*  ##
# * ** #
# $    #
#  .# ##
## $ .##
## * ###
########

########
#  *  ##
# * ** #
# $    #
#  .# ##
## @$.##
## * ###
########

########
#  *  ##
# * ** #
# @$   #
#  .# ##
##  $.##
## * ###
########

########
#  *  ##
# + ** #
# $$   #
#  .# ##
##  $.##
## * ###
########

########
#  *  ##
# . ** #
# $@   #
#  *# ##
##  $.##
## * ###
########

########
#  *  ##
# * ** #
# @    #
#  *# ##
##  $.##
## * ###
########

########
#  *  ##
# * ** #
#      #
#  *# ##
##  @*##
## * ###
########

