dlUrdddLULLdRuluUddrrruulDuLrrddLLruuluurDDrddlldllluuRuuRRdrrdddLLurruullullddlddrURRdrruuullulldDlddrRRllluRuuurrdLulDDlddrUdrruLUUrrrddLrdLuruullldddlluuRurrrrdddlLruLrruulDrddlluRuuluurDDllluRdldlddrURUdRdrrULdlLuuUrrrDullldddrruUruLdddlluuulDrddrruuuLruulDrddddlluullddRluuruuRlddrdLuuurDlddrRdrrULuuLLDlddRRlluururruulDrdLullDurrrdrDulullldDuurrdLulD
Moves: 356
Pushes: 75
States created total: 1,800,420
Unique visited total: 417,990
Reached duplicates total: 1,378,587
Created but not reached total: 3,843

Depth          Created        Unique         Duplicates     Unknown (not reached)
##   $##
## $$@ #
# * #  #
#...*$.#
#    * #
########

########
####  ##
##   $##
## $$  #
# * #  #
#...*$.#
#   $+ #
########

########
####  ##
##   $##
## $$  #
# * #$ #
#...*@.#
#   $. #
########

########
####  ##
##   $##
## $$  #
# * #$ #
#..*+ .#
#   $. #
########

########
####  ##
##   $##
## $$  #
# * #$ #
#.*+. .#
#   $. #
########

########
####  ##
##   $##
## $$  #
# * #$ #
#.*.. .#
#   @* #
########

########
####  ##
## $ $##
## @$  #
# * #$ #
#.*.. .#
#    * #
########

########
####  ##
## $ $##
##  $  #
# * #@ #
#.*..$.#
#    * #
########

########
####  ##
## $ $##
## $@  #
# * #  #
#.*..$.#
#    * #
########

########
####  ##
## $ $##
## $   #
# * #  #
#.*.*@.#
#    * #
########

########
####  ##
## $ $##
## $   #
# * #  #
#.**+ .#
#    * #
########

########
####  ##
## $ @##
## $ $ #
# * #  #
#.**. .#
#    * #
########

########
####  ##
## $  ##
## $ @ #
# * #$ #
#.**. .#
#    * #
########

########
####  ##
## $  ##
## $   #
# +$#$ #
#.**. .#
#    * #
########

########
####  ##
## @$ ##
## $   #
# .$#$ #
#.**. .#
#    * #
########

########
####  ##
##  @$##
## $   #
# .$#$ #
#.**. .#
#    * #
########

########
####  ##
##   $##
## $   #
# .$#$ #
#.**. .#
#   $+ #
########

########
####  ##
##   $##
## $   #
# .$#$ #
#.**. .#
#  $@. #
########

########
####  ##
##   $##
## $   #
# *$#$ #
#.+*. .#
#  $ . #
########

########
####  ##
##   $##
## $   #
# *$#$ #
#..+* .#
#  $ . #
########

########
####  ##
##   $##
## $   #
# *$#$ #
#...+$.#
#  $ . #
########

########
####  ##
##   $##
## $   #
# +$#$ #
#.*..$.#
#  $ . #
########

########
####  ##
##   $##
## $   #
# .$#$ #
#.*..$.#
#  @$. #
########

########
####  ##
##   $##
## $   #
# .$#$ #
#.*..$.#
#   @* #
########

########
####  ##
##   $##
## $   #
# .$#$ #
#.+*.$.#
#    * #
########

########
####  ##
##   $##
##$@   #
# .$#$ #
#..*.$.#
#    * #
########

########
####  ##
##   $##
##@    #
# *$#$ #
#..*.$.#
#    * #
########

########
####  ##
##   $##
##     #
# +$#$ #
#.**.$.#
#    * #
########

########
####  ##
##   $##
##     #
# *$#$ #
#.+*.$.#
#    * #
########

########
####  ##
##   $##
##     #
# *$#$ #
#.*+.$.#
#    * #
########

########
####  ##
##   $##
## $   #
# *@#$ #
#.*..$.#
#    * #
########

########
####  ##
## $ $##
## @   #
# * #$ #
#.*..$.#
#    * #
########

########
####  ##
## $ $##
##     #
# * #$ #
#.*.*@.#
#    * #
########

########
####  ##
## $ $##
##     #
# * #$ #
#.*.* .#
#   $+ #
########

########
####  ##
## $ $##
##     #
# +$#$ #
#.*.* .#
#   $. #
########

########
####  ##
## $ $##
##     #
# .$#$ #
#.*.* .#
#  $@. #
########

########
####  ##
## $ $##
##     #
# .$#$ #
#.**+ .#
#  $ . #
########

########
####  ##
## $ $##
##     #
# .$#@ #
#.**.$.#
#  $ . #
########

########
####  ##
## $ $##
##     #
# .$#  #
#.**.@*#
#  $ . #
########

########
####  ##
## $ @##
##   $ #
# .$#  #
#.**. *#
#  $ . #
########

########
####  ##
## $  ##
##   @ #
# .$#$ #
#.**. *#
#  $ . #
########

########
####  ##
## @$ ##
##     #
# .$#$ #
#.**. *#
#  $ . #
########

########
####  ##
##  $ ##
##     #
# *$#$ #
#.+*. *#
#  $ . #
########

########
####  ##
##  $ ##
##     #
# *$#$ #
#..+* *#
#  $ . #
########

########
####  ##
##  $ ##
## $   #
# *@#$ #
#...* *#
#  $ . #
########

########
####  ##
##  $ ##
## $   #
# * #$ #
#...+$*#
#  $ . #
########

########
####  ##
##  $ ##
## $   #
# * #$$#
#....$+#
#  $ . #
########

########
####  ##
##  $ ##
## $   #
# * #$$#
#...*@.#
#  $ . #
########

########
####  ##
##  $ ##
## $   #
# * #$$#
#...* .#
# $@ . #
########

########
####  ##
## $$ ##
## @   #
# * #$$#
#...* .#
# $  . #
########

########
####  ##
## $$ ##
##     #
# * #$@#
#...* *#
# $  . #
########

########
####  ##
## $$ ##
##   $ #
# * #@ #
#...* *#
# $  . #
########

########
####  ##
## $$ ##
##  $@ #
# * #  #
#...* *#
# $  . #
########

########
####  ##
## $$ ##
##  $  #
# + #  #
#.*.* *#
# $  . #
########

########
####  ##
## $$ ##
## $@  #
# . #  #
#.*.* *#
# $  . #
########

########
####  ##
## $@ ##
## $$  #
# . #  #
#.*.* *#
# $  . #
########

########
####  ##
## $  ##
## $$  #
# . #  #
#.*.* *#
# @$ . #
########

########
####  ##
## @$ ##
## $$  #
# . #  #
#.*.* *#
#  $ . #
########

########
####  ##
##  $ ##
## $$  #
# . #  #
#*+.* *#
#  $ . #
########

########
####  ##
##  $ ##
## @$  #
# .$#  #
#*..* *#
#  $ . #
########

########
####  ##
##  $ ##
##  $  #
# .$#  #
#*..+$*#
#  $ . #
########

########
####  ##
##  $ ##
##  $  #
# .$# $#
#*...$+#
#  $ . #
########

########
####  ##
##  $ ##
##  $  #
# .$# $#
#*..*@.#
#  $ . #
########

########
####  ##
##  $ ##
## $@  #
# .$# $#
#*..* .#
#  $ . #
########

########
####  ##
##  $ ##
##$@   #
# .$# $#
#*..* .#
#  $ . #
########

########
####  ##
##  $ ##
##$    #
# .@# $#
#*.** .#
#  $ . #
########

########
####  ##
##  $ ##
##$    #
# . # $#
#*.** .#
#  @$. #
########

########
####  ##
##  $ ##
##$    #
# . # $#
#*.** .#
#   @* #
########

########
####  ##
##  @ ##
##$ $  #
# . # $#
#*.** .#
#    * #
########

########
####  ##
##    ##
##$$@  #
# . # $#
#*.** .#
#    * #
########

########
####  ##
##    ##
##@$   #
# * # $#
#*.** .#
#    * #
########

########
####  ##
##    ##
## $   #
# * # @#
#*.** *#
#    * #
########

########
####  ##
##    ##
## $   #
# + #  #
#**** *#
#    * #
########

########
####  ##
##    ##
##$@   #
# . #  #
#**** *#
#    * #
########

########
####  ##
##    ##
##@    #
# * #  #
#**** *#
#    * #
########

