ullluuuLUllDDulldddrRRRRRluuulullddDuuurrdrdddrRRRlllluuululldlldddrRRlddrrrruurrrRRlllllluuulLrrdddrddlllluurRllddrrrruurrrrrdrUluRdllllllddlllluurrRRRRRRRRllllllluuululuurDldlDDDuulldddrRRlllulldRuruurrdddrRlluuuururDldldddrrRRlllluuullddldRuuurrdddrrrrRRRRRlllllluuuLrdddrrrrrrurDlllllllllluuulldddRluuurrurrdLulDrrrdddrrrrrrrRluRdlllllllluuullllldddrRRllluuurruruulDrddllldddrrrRRuuulllDurrrdddRluuullldDuurrrdddrRlluuuluullDDrrrdddrrRRlllluuullllldddrRddrrrruurrrRllllluuulllDulldddrrRRllddrrrruurrrrRRllllllddlllluurrRRRRRRllllluuullldDuurrrdddrrrrrRlllllluuullllldddrRRRllddrrrruurrrrrdRRlluurrDullddrUllllllddlllluurrRRRRRRRRluR
Moves: 636
Pushes: 97
States created total: 22,395,396
Unique visited total: 4,601,750
Reached duplicates total: 15,624,553
Created but not reached total: 2,169,093

Depth          Created        Unique         Duplicates     Unknown (not reached)
86:            1,469          425            510            534
87:            849            303            241            305
88:            438            202            83             153
89:            193            147            15             31
90:            114            109            2              3
91:            78             78             0              0
92:            51             51             0              0
93:            38             38             0              0
94:            29             29             0              0
95:            43             17             18             8
96:            26             5              0              21
97:            9              1              0              8

    #####
    #   #
    #$  #
  ###  $##
  #  $ $ #
### # ## #   ######
#   # ## #####  ..#
# $  $          ..#
##### ### #@##  ..#
    #     #########
    #######

    #####
    #   #
    #$  #
  ###  $##
  #  $$@ #
### # ## #   ######
#   # ## #####  ..#
# $  $          ..#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###  @##
  #  $$  #
### # ## #   ######
#   # ## #####  ..#
# $  $          ..#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###   ##
  #  @$  #
### #$## #   ######
#   # ## #####  ..#
# $  $          ..#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###   ##
  #   $  #
### #@## #   ######
#   #$## #####  ..#
# $  $          ..#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###   ##
  #   $  #
### # ## #   ######
#   #$## #####  ..#
# $  @$         ..#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###   ##
  #   $  #
### # ## #   ######
#   #$## #####  ..#
# $   @$        ..#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###   ##
  #   $  #
### # ## #   ######
#   #$## #####  ..#
# $    @$       ..#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###   ##
  #   $  #
### # ## #   ######
#   #$## #####  ..#
# $     @$      ..#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###   ##
  #   $  #
### # ## #   ######
#   #$## #####  ..#
# $      @$     ..#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###   ##
  #   $  #
### # ## #   ######
#   #@## #####  ..#
# $  $    $     ..#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###   ##
  #   $  #
### # ## #   ######
#   # ## #####  ..#
# $  $    @$    ..#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###   ##
  #   $  #
### # ## #   ######
#   # ## #####  ..#
# $  $     @$   ..#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###   ##
  #   $  #
### # ## #   ######
#   # ## #####  ..#
# $  $      @$  ..#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###   ##
  #   $  #
### # ## #   ######
#   # ## #####  ..#
# $  @$      $  ..#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###   ##
  #   $  #
### # ## #   ######
#   # ## #####  ..#
# $   @$     $  ..#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###   ##
  #   $  #
### # ## #   ######
#   # ## #####  ..#
# $    $     @$ ..#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###   ##
  #   $  #
### # ## #   ######
#   # ## #####  ..#
# $    $      @$..#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###   ##
  #  $@  #
### # ## #   ######
#   # ## #####  ..#
# $    $       $..#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###   ##
  #  $   #
### # ## #   ######
#   # ## #####  ..#
# $    @$      $..#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###   ##
  #  $   #
### # ## #   ######
#   # ## ##### $..#
# $     $      @..#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###   ##
  #  $   #
### # ## #   ######
#   # ## ##### @*.#
# $     $       ..#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###   ##
  #  $   #
### # ## #   ######
#   # ## #####  *.#
# $     @$      ..#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###   ##
  #  $   #
### # ## #   ######
#   # ## #####  *.#
# $      @$     ..#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###   ##
  #  $   #
### # ## #   ######
#   # ## #####  *.#
# $       @$    ..#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###   ##
  #  $   #
### # ## #   ######
#   # ## #####  *.#
# $        @$   ..#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###   ##
  #  $   #
### # ## #   ######
#   # ## #####  *.#
# $         @$  ..#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###   ##
  #  $   #
### # ## #   ######
#   # ## #####  *.#
# $          @$ ..#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###   ##
  #  $   #
### # ## #   ######
#   # ## #####  *.#
# $           @$..#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###   ##
  #  $   #
### # ## #   ######
#   # ## #####  *.#
# $            @*.#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$ @#
  ###  $##
  #  $   #
### # ## #   ######
#   # ## #####  *.#
# $             *.#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$  #
  ###  $##
  #  @   #
### #$## #   ######
#   # ## #####  *.#
# $             *.#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$  #
  ###  $##
  #      #
### #@## #   ######
#   #$## #####  *.#
# $             *.#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$  #
  ###  $##
  #      #
### # ## #   ######
#   #@## #####  *.#
# $  $          *.#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$  #
  ###  $##
  #      #
### # ## #   ######
#   # ## #####  *.#
# $  @$         *.#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$  #
  ###  $##
  #      #
### # ## #   ######
#   # ## #####  *.#
# $   @$        *.#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$  #
  ###  $##
  #      #
### # ## #   ######
#   # ## #####  *.#
# @$   $        *.#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$  #
  ###  $##
  #      #
### # ## #   ######
#   # ## #####  *.#
#  $   @$       *.#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$  #
  ###  @##
  #    $ #
### # ## #   ######
#   # ## #####  *.#
#  $    $       *.#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$  #
  ###   ##
  #    $ #
### # ## #   ######
#   # ## #####  *.#
#  $    @$      *.#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$  #
  ###   ##
  #    $ #
### # ## #   ######
#   # ## #####  *.#
#  $     @$     *.#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$  #
  ###   ##
  #    $ #
### # ## #   ######
#   # ## #####  *.#
#  @$     $     *.#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$  #
  ###   ##
  #    $ #
### # ## #   ######
#   # ## #####  *.#
#   $     @$    *.#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$  #
  ###   ##
  #    $ #
### # ## #   ######
#   # ## #####  *.#
#   $      @$   *.#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$  #
  ###   ##
  #    $ #
### # ## #   ######
#   # ## #####  *.#
#   $       @$  *.#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$  #
  ###   ##
  #    $ #
### # ## #   ######
#   # ## #####  *.#
#   $        @$ *.#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$  #
  ###   ##
  #    $ #
### # ## #   ######
#   # ## #####  *.#
#   $         @$*.#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$  #
  ###   ##
  #   $@ #
### # ## #   ######
#   # ## #####  *.#
#   $          $*.#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$  #
  ###   ##
  #   $  #
### # ## #   ######
#   # ## #####  *.#
#   $          @*.#
##### ### # ## $..#
    #     #########
    #######

    #####
    #   #
    #$  #
  ###   ##
  #   $  #
### # ## #   ######
#   # ## #####  *.#
#   @$          *.#
##### ### # ## $..#
    #     #########
    #######

    #####
    #   #
    #$  #
  ###   ##
  #  $@  #
### # ## #   ######
#   # ## #####  *.#
#    $          *.#
##### ### # ## $..#
    #     #########
    #######

    #####
    #   #
    #$  #
  ###   ##
  #  @   #
### #$## #   ######
#   # ## #####  *.#
#    $          *.#
##### ### # ## $..#
    #     #########
    #######

    #####
    #   #
    #$  #
  ###   ##
  #      #
### #$## #   ######
#   # ## #####  *.#
#    $          +*#
##### ### # ## $..#
    #     #########
    #######

    #####
    #   #
    #$  #
  ###   ##
  #      #
### #$## #   ######
#   # ## #####  +*#
#    $          .*#
##### ### # ## $..#
    #     #########
    #######

    #####
    #   #
    #$  #
  ###   ##
  #      #
### #$## #   ######
#   # ## #####  .*#
#    @$         .*#
##### ### # ## $..#
    #     #########
    #######

    #####
    #   #
    #$  #
  ###   ##
  #      #
### #$## #   ######
#   # ## #####  .*#
#     @$        .*#
##### ### # ## $..#
    #     #########
    #######

    #####
    #   #
    #@  #
  ###$  ##
  #      #
### #$## #   ######
#   # ## #####  .*#
#      $        .*#
##### ### # ## $..#
    #     #########
    #######

    #####
    #   #
    #   #
  ###$  ##
  #      #
### #$## #   ######
#   # ## #####  .*#
#      @$       .*#
##### ### # ## $..#
    #     #########
    #######

    #####
    #   #
    #   #
  ###$  ##
  #      #
### #$## #   ######
#   # ## #####  .*#
#       @$      .*#
##### ### # ## $..#
    #     #########
    #######

    #####
    #   #
    #   #
  ###$  ##
  #      #
### #@## #   ######
#   #$## #####  .*#
#        $      .*#
##### ### # ## $..#
    #     #########
    #######

    #####
    #   #
    #   #
  ###$  ##
  #      #
### # ## #   ######
#   #$## #####  .*#
#        @$     .*#
##### ### # ## $..#
    #     #########
    #######

    #####
    #   #
    #   #
  ###$  ##
  #      #
### # ## #   ######
#   #@## #####  .*#
#    $    $     .*#
##### ### # ## $..#
    #     #########
    #######

    #####
    #   #
    #   #
  ###$  ##
  #      #
### # ## #   ######
#   # ## #####  .*#
#    $    @$    .*#
##### ### # ## $..#
    #     #########
    #######

    #####
    #   #
    #   #
  ###@  ##
  #  $   #
### # ## #   ######
#   # ## #####  .*#
#    $     $    .*#
##### ### # ## $..#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #  @   #
### #$## #   ######
#   # ## #####  .*#
#    $     $    .*#
##### ### # ## $..#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### #$## #   ######
#   # ## #####  .*#
#    $     @$   .*#
##### ### # ## $..#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### #$## #   ######
#   # ## #####  .*#
#    $      @$  .*#
##### ### # ## $..#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### #$## #   ######
#   # ## #####  .*#
#    @$      $  .*#
##### ### # ## $..#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### #$## #   ######
#   # ## #####  .*#
#     $      @$ .*#
##### ### # ## $..#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### #@## #   ######
#   #$## #####  .*#
#     $       $ .*#
##### ### # ## $..#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   #$## #####  .*#
#     @$      $ .*#
##### ### # ## $..#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   #$## #####  .*#
#      @$     $ .*#
##### ### # ## $..#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   #$## #####  .*#
#       $     @$.*#
##### ### # ## $..#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   #$## #####  .*#
#       $      @**#
##### ### # ## $..#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   #$## #####  .*#
#       @$      **#
##### ### # ## $..#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   #$## #####  .*#
#        @$     **#
##### ### # ## $..#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   #$## #####  .*#
#         @$    **#
##### ### # ## $..#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   #$## #####  .*#
#          @$   **#
##### ### # ## $..#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   #$## #####  .*#
#           @$  **#
##### ### # ## $..#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   #$## #####  .*#
#            @$ **#
##### ### # ## $..#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   #@## #####  .*#
#    $        $ **#
##### ### # ## $..#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####  .*#
#    $        @$**#
##### ### # ## $..#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####  .*#
#    @$        $**#
##### ### # ## $..#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####  .*#
#     @$       $**#
##### ### # ## $..#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####  .*#
#      @$      $**#
##### ### # ## $..#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####  .*#
#       $      $**#
##### ### # ## @*.#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####  .*#
#       $      $**#
##### ### # ##  +*#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####  .*#
#       $      $+*#
##### ### # ##  **#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## ##### $.*#
#       $      @.*#
##### ### # ##  **#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## ##### $.*#
#       @$      .*#
##### ### # ##  **#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## ##### $.*#
#        @$     .*#
##### ### # ##  **#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## ##### $.*#
#         @$    .*#
##### ### # ##  **#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## ##### $.*#
#          @$   .*#
##### ### # ##  **#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## ##### $.*#
#           @$  .*#
##### ### # ##  **#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## ##### $.*#
#            @$ .*#
##### ### # ##  **#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## ##### $.*#
#             @$.*#
##### ### # ##  **#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## ##### $.*#
#              @**#
##### ### # ##  **#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## ##### @**#
#               **#
##### ### # ##  **#
    #     #########
    #######

