lldDlddRluurDldddrruLdlUUUddrrrrruullLLLLrruLLrruurrdDrdLLLLddrrULdlUUruLruurrrDDldLLdlUrrddrrruuLLLL
Moves: 101
Pushes: 32
States created total: 4,199,709
Unique visited total: 681,613
Reached duplicates total: 2,769,924
Created but not reached total: 748,172

Depth          Created        Unique         Duplicates     Unknown (not reached)
87:            117,425        10,240         66,615         40,570
88:            111,160        8,206          56,881         46,073
89:            100,450        6,437          42,774         51,239
90:            91,743         4,831          33,508         53,404
91:            81,028         3,559          22,129         55,340
92:            71,779         2,449          15,975         53,355
93:            61,700         1,613          8,857          51,230
94:            52,858         998            5,443          46,417
95:            44,884         560            2,375          41,949
96:            37,168         297            1,130          35,741
97:            31,585         113            392            31,080
98:            25,171         52             121            24,998
99:            21,791         12             28             21,751
100:           16,806         5              4              16,797
101:           14,392         1              0              14,391
102:           10,807         0              0              10,807
103:           9,133          0              0              9,133
104:           6,594          0              0              6,594
105:           5,575          0              0              5,575
106:           3,719          0              0              3,719
107:           3,062          0              0              3,062
108:           1,905          0              0              1,905
109:           1,485          0              0              1,485
110:           916            0              0              916
111:           580            0              0              580
112:           326            0              0              326
113:           175            0              0              175
114:           85             0              0              85
115:           44             0              0              44
116:           11             0              0              11

   #######
   #  @  #
#### # $ #
#...$#$ ##
#... $   #
### $ ## #
  # $    #
  #    ###
  ######

   #######
   # @   #
#### # $ #
#...$#$ ##
#... $   #
### $ ## #
  # $    #
  #    ###
  ######

   #######
   #@    #
#### # $ #
#...$#$ ##
#... $   #
### $ ## #
  # $    #
  #    ###
  ######

   #######
   #     #
####@# $ #
#...$#$ ##
#... $   #
### $ ## #
  # $    #
  #    ###
  ######

   #######
   #     #
#### # $ #
#...@#$ ##
#...$$   #
### $ ## #
  # $    #
  #    ###
  ######

   #######
   #     #
#### # $ #
#..+ #$ ##
#...$$   #
### $ ## #
  # $    #
  #    ###
  ######

   #######
   #     #
#### # $ #
#... #$ ##
#..+$$   #
### $ ## #
  # $    #
  #    ###
  ######

   #######
   #     #
#### # $ #
#... #$ ##
#...$$   #
###@$ ## #
  # $    #
  #    ###
  ######

   #######
   #     #
#### # $ #
#... #$ ##
#...$$   #
### @$## #
  # $    #
  #    ###
  ######

   #######
   #     #
#### # $ #
#... #$ ##
#...$$   #
###@ $## #
  # $    #
  #    ###
  ######

   #######
   #     #
#### # $ #
#... #$ ##
#..+$$   #
###  $## #
  # $    #
  #    ###
  ######

   #######
   #     #
#### # $ #
#..+ #$ ##
#...$$   #
###  $## #
  # $    #
  #    ###
  ######

   #######
   #     #
#### # $ #
#...@#$ ##
#...$$   #
###  $## #
  # $    #
  #    ###
  ######

   #######
   #     #
#### # $ #
#... #$ ##
#...@$   #
### $$## #
  # $    #
  #    ###
  ######

   #######
   #     #
#### # $ #
#... #$ ##
#..+ $   #
### $$## #
  # $    #
  #    ###
  ######

   #######
   #     #
#### # $ #
#... #$ ##
#... $   #
###@$$## #
  # $    #
  #    ###
  ######

   #######
   #     #
#### # $ #
#... #$ ##
#... $   #
### $$## #
  #@$    #
  #    ###
  ######

   #######
   #     #
#### # $ #
#... #$ ##
#... $   #
### $$## #
  # $    #
  #@   ###
  ######

   #######
   #     #
#### # $ #
#... #$ ##
#... $   #
### $$## #
  # $    #
  # @  ###
  ######

   #######
   #     #
#### # $ #
#... #$ ##
#... $   #
### $$## #
  # $    #
  #  @ ###
  ######

   #######
   #     #
#### # $ #
#... #$ ##
#... $   #
### $$## #
  # $@   #
  #    ###
  ######

   #######
   #     #
#### # $ #
#... #$ ##
#... $   #
### $$## #
  #$@    #
  #    ###
  ######

   #######
   #     #
#### # $ #
#... #$ ##
#... $   #
### $$## #
  #$     #
  # @  ###
  ######

   #######
   #     #
#### # $ #
#... #$ ##
#... $   #
### $$## #
  #$     #
  #@   ###
  ######

   #######
   #     #
#### # $ #
#... #$ ##
#... $   #
###$$$## #
  #@     #
  #    ###
  ######

   #######
   #     #
#### # $ #
#... #$ ##
#..* $   #
###@$$## #
  #      #
  #    ###
  ######

   #######
   #     #
#### # $ #
#..* #$ ##
#..+ $   #
### $$## #
  #      #
  #    ###
  ######

   #######
   #     #
#### # $ #
#..* #$ ##
#... $   #
###@$$## #
  #      #
  #    ###
  ######

   #######
   #     #
#### # $ #
#..* #$ ##
#... $   #
### $$## #
  #@     #
  #    ###
  ######

   #######
   #     #
#### # $ #
#..* #$ ##
#... $   #
### $$## #
  # @    #
  #    ###
  ######

   #######
   #     #
#### # $ #
#..* #$ ##
#... $   #
### $$## #
  #  @   #
  #    ###
  ######

   #######
   #     #
#### # $ #
#..* #$ ##
#... $   #
### $$## #
  #   @  #
  #    ###
  ######

   #######
   #     #
#### # $ #
#..* #$ ##
#... $   #
### $$## #
  #    @ #
  #    ###
  ######

   #######
   #     #
#### # $ #
#..* #$ ##
#... $   #
### $$## #
  #     @#
  #    ###
  ######

   #######
   #     #
#### # $ #
#..* #$ ##
#... $   #
### $$##@#
  #      #
  #    ###
  ######

   #######
   #     #
#### # $ #
#..* #$ ##
#... $  @#
### $$## #
  #      #
  #    ###
  ######

   #######
   #     #
#### # $ #
#..* #$ ##
#... $ @ #
### $$## #
  #      #
  #    ###
  ######

   #######
   #     #
#### # $ #
#..* #$ ##
#... $@  #
### $$## #
  #      #
  #    ###
  ######

   #######
   #     #
#### # $ #
#..* #$ ##
#...$@   #
### $$## #
  #      #
  #    ###
  ######

   #######
   #     #
#### # $ #
#..* #$ ##
#..*@    #
### $$## #
  #      #
  #    ###
  ######

   #######
   #     #
#### # $ #
#..* #$ ##
#.*+     #
### $$## #
  #      #
  #    ###
  ######

   #######
   #     #
#### # $ #
#..* #$ ##
#*+.     #
### $$## #
  #      #
  #    ###
  ######

   #######
   #     #
#### # $ #
#..* #$ ##
#*.+     #
### $$## #
  #      #
  #    ###
  ######

   #######
   #     #
#### # $ #
#..* #$ ##
#*..@    #
### $$## #
  #      #
  #    ###
  ######

   #######
   #     #
#### # $ #
#..*@#$ ##
#*..     #
### $$## #
  #      #
  #    ###
  ######

   #######
   #     #
#### # $ #
#.*+ #$ ##
#*..     #
### $$## #
  #      #
  #    ###
  ######

   #######
   #     #
#### # $ #
#*+. #$ ##
#*..     #
### $$## #
  #      #
  #    ###
  ######

   #######
   #     #
#### # $ #
#*.+ #$ ##
#*..     #
### $$## #
  #      #
  #    ###
  ######

   #######
   #     #
#### # $ #
#*..@#$ ##
#*..     #
### $$## #
  #      #
  #    ###
  ######

   #######
   #     #
####@# $ #
#*.. #$ ##
#*..     #
### $$## #
  #      #
  #    ###
  ######

   #######
   #@    #
#### # $ #
#*.. #$ ##
#*..     #
### $$## #
  #      #
  #    ###
  ######

   #######
   # @   #
#### # $ #
#*.. #$ ##
#*..     #
### $$## #
  #      #
  #    ###
  ######

   #######
   #  @  #
#### # $ #
#*.. #$ ##
#*..     #
### $$## #
  #      #
  #    ###
  ######

   #######
   #     #
#### #@$ #
#*.. #$ ##
#*..     #
### $$## #
  #      #
  #    ###
  ######

   #######
   #     #
#### # $ #
#*.. #@ ##
#*..  $  #
### $$## #
  #      #
  #    ###
  ######

   #######
   #     #
#### # $ #
#*.. # @##
#*..  $  #
### $$## #
  #      #
  #    ###
  ######

   #######
   #     #
#### # $ #
#*.. #  ##
#*..  $@ #
### $$## #
  #      #
  #    ###
  ######

   #######
   #     #
#### # $ #
#*.. #  ##
#*.. $@  #
### $$## #
  #      #
  #    ###
  ######

   #######
   #     #
#### # $ #
#*.. #  ##
#*..$@   #
### $$## #
  #      #
  #    ###
  ######

   #######
   #     #
#### # $ #
#*.. #  ##
#*.*@    #
### $$## #
  #      #
  #    ###
  ######

   #######
   #     #
#### # $ #
#*.. #  ##
#**+     #
### $$## #
  #      #
  #    ###
  ######

   #######
   #     #
#### # $ #
#*.. #  ##
#**.     #
###@$$## #
  #      #
  #    ###
  ######

   #######
   #     #
#### # $ #
#*.. #  ##
#**.     #
### $$## #
  #@     #
  #    ###
  ######

   #######
   #     #
#### # $ #
#*.. #  ##
#**.     #
### $$## #
  # @    #
  #    ###
  ######

   #######
   #     #
#### # $ #
#*.. #  ##
#**.     #
### $$## #
  #  @   #
  #    ###
  ######

   #######
   #     #
#### # $ #
#*.. #  ##
#**. $   #
### $@## #
  #      #
  #    ###
  ######

   #######
   #     #
#### # $ #
#*.. #  ##
#**. $   #
###$@ ## #
  #      #
  #    ###
  ######

   #######
   #     #
#### # $ #
#*.. #  ##
#**. $   #
###$  ## #
  # @    #
  #    ###
  ######

   #######
   #     #
#### # $ #
#*.. #  ##
#**. $   #
###$  ## #
  #@     #
  #    ###
  ######

   #######
   #     #
#### # $ #
#*.. #  ##
#*** $   #
###@  ## #
  #      #
  #    ###
  ######

   #######
   #     #
#### # $ #
#*.* #  ##
#**+ $   #
###   ## #
  #      #
  #    ###
  ######

   #######
   #     #
#### # $ #
#*.* #  ##
#**.@$   #
###   ## #
  #      #
  #    ###
  ######

   #######
   #     #
#### # $ #
#*.*@#  ##
#**. $   #
###   ## #
  #      #
  #    ###
  ######

   #######
   #     #
#### # $ #
#**+ #  ##
#**. $   #
###   ## #
  #      #
  #    ###
  ######

   #######
   #     #
#### # $ #
#**.@#  ##
#**. $   #
###   ## #
  #      #
  #    ###
  ######

   #######
   #     #
####@# $ #
#**. #  ##
#**. $   #
###   ## #
  #      #
  #    ###
  ######

   #######
   #@    #
#### # $ #
#**. #  ##
#**. $   #
###   ## #
  #      #
  #    ###
  ######

   #######
   # @   #
#### # $ #
#**. #  ##
#**. $   #
###   ## #
  #      #
  #    ###
  ######

   #######
   #  @  #
#### # $ #
#**. #  ##
#**. $   #
###   ## #
  #      #
  #    ###
  ######

   #######
   #   @ #
#### # $ #
#**. #  ##
#**. $   #
###   ## #
  #      #
  #    ###
  ######

   #######
   #     #
#### # @ #
#**. # $##
#**. $   #
###   ## #
  #      #
  #    ###
  ######

   #######
   #     #
#### #   #
#**. # @##
#**. $ $ #
###   ## #
  #      #
  #    ###
  ######

   #######
   #     #
#### #   #
#**. #@ ##
#**. $ $ #
###   ## #
  #      #
  #    ###
  ######

   #######
   #     #
#### #   #
#**. #  ##
#**. $@$ #
###   ## #
  #      #
  #    ###
  ######

   #######
   #     #
#### #   #
#**. #  ##
#**.$@ $ #
###   ## #
  #      #
  #    ###
  ######

   #######
   #     #
#### #   #
#**. #  ##
#***@  $ #
###   ## #
  #      #
  #    ###
  ######

   #######
   #     #
#### #   #
#**. #  ##
#***   $ #
### @ ## #
  #      #
  #    ###
  ######

   #######
   #     #
#### #   #
#**. #  ##
#***   $ #
###@  ## #
  #      #
  #    ###
  ######

   #######
   #     #
#### #   #
#*** #  ##
#**+   $ #
###   ## #
  #      #
  #    ###
  ######

   #######
   #     #
#### #   #
#*** #  ##
#**.@  $ #
###   ## #
  #      #
  #    ###
  ######

   #######
   #     #
#### #   #
#*** #  ##
#**. @ $ #
###   ## #
  #      #
  #    ###
  ######

   #######
   #     #
#### #   #
#*** #  ##
#**.   $ #
###  @## #
  #      #
  #    ###
  ######

   #######
   #     #
#### #   #
#*** #  ##
#**.   $ #
###   ## #
  #  @   #
  #    ###
  ######

   #######
   #     #
#### #   #
#*** #  ##
#**.   $ #
###   ## #
  #   @  #
  #    ###
  ######

   #######
   #     #
#### #   #
#*** #  ##
#**.   $ #
###   ## #
  #    @ #
  #    ###
  ######

   #######
   #     #
#### #   #
#*** #  ##
#**.   $ #
###   ## #
  #     @#
  #    ###
  ######

   #######
   #     #
#### #   #
#*** #  ##
#**.   $ #
###   ##@#
  #      #
  #    ###
  ######

   #######
   #     #
#### #   #
#*** #  ##
#**.   $@#
###   ## #
  #      #
  #    ###
  ######

   #######
   #     #
#### #   #
#*** #  ##
#**.  $@ #
###   ## #
  #      #
  #    ###
  ######

   #######
   #     #
#### #   #
#*** #  ##
#**. $@  #
###   ## #
  #      #
  #    ###
  ######

   #######
   #     #
#### #   #
#*** #  ##
#**.$@   #
###   ## #
  #      #
  #    ###
  ######

   #######
   #     #
#### #   #
#*** #  ##
#***@    #
###   ## #
  #      #
  #    ###
  ######

