lDDDDDlddrRlluuruuRUdlddRUdllddrrdrUlUdrruLdllluururrDulldDuurrdDLUdddrUruLulllddRRlluuruuurrDDuulldddlddrrUrrdLdlUlluurDuuuurrddLUrdDDLddrUluUddrruLulllddRRUdlluurDrruuullDDuurrdddlddrUruLuuullddlddRluurRllddrRlluurrUdllddrrUddrUruLdllluururrDulldDuurrdDrdLuLUrdddlUruulllddRRdrUlUdrruLdllluuruuuuurrDDuulldddddDuuuuuurrddLUrdDDLUrdDDLrrdLulUrdddlUruulllddRRUdlluurDrrrdLuuuullDurrdddddlUruuuulldDRllddRluurrUdllddrRUddrUruLdllluururrDulldDuurrdDLrrdLulUrdddlUruulllddRRlluurrruuuullDDuurrddddlllddrrUdlluurDrruuuuullddDDuuuurrdddddlddrUruLuuuuullddddlddRRlluuruuRlddlddrrdrUllluuruurUdlddRUdllddrrUdrruLdllluururrDulldDuurrdDLUdddrUluuluuurrDulldddrddrruLulllddRRlluuruuurrdDuulldddlddrrUrrdLdlUlluuruuurrddDDrdLuuuuulldddDuuuurrddddLruuLUrdddlUrdddlUruulllddRRUdlluurDrrrdLuuuullDDuurrdddddlUruuuullddlddRluurRllddrRlluurrUdllddrrUrrdLdlUlluururrDulldDuurrdDLUdddrUruLulllddRUluR
Moves: 882
Pushes: 167
States created total: 1,880,503
Unique visited total: 373,835
Reached duplicates total: 1,506,421
Created but not reached total: 247

Depth          Created        Unique         Duplicates     Unknown (not reached)
51:            7,168          1,034          6,134          0
52:            5,425          839            4,586          0
53:            4,398          732            3,666          0
54:            3,761          675            3,086          0
55:            3,378          643            2,735          0
56:            3,140          589            2,551          0
57:            2,856          494            2,362          0
58:            2,403          377            2,026          0
59:            1,929          289            1,640          0
60:            1,625          239            1,386          0
61:            1,443          213            1,230          0
62:            1,338          204            1,134          0
63:            1,349          213            1,136          0
64:            1,496          242            1,254          0
65:            1,685          301            1,384          0
66:            1,955          378            1,577          0
67:            2,343          481            1,862          0
68:            2,867          615            2,252          0
69:            3,572          805            2,767          0
70:            4,614          1,067          3,547          0
71:            6,065          1,314          4,751          0
72:            7,396          1,381          6,015          0
73:            7,675          1,214          6,461          0
74:            6,675          939            5,736          0
75:            5,057          695            4,362          0
76:            3,582          511            3,071          0
77:            2,549          371            2,178          0
78:            1,868          286            1,582          0
79:            1,499          242            1,257          0
80:            1,361          237            1,124          0
81:            1,489          285            1,204          0
82:            1,881          367            1,514          0
83:            2,327          437            1,890          0
84:            2,542          438            2,104          0
85:            2,368          378            1,990          0
86:            1,935          301            1,634          0
87:            1,539          257            1,282          0
88:            1,405          229            1,176          0
89:            1,331          210            1,121          0
90:            1,249          204            1,045          0
91:            1,269          228            1,041          0
92:            1,471          273            1,198          0
93:            1,743          321            1,422          0
94:            1,998          367            1,631          0
95:            2,229          394            1,835          0
96:            2,357          406            1,951          0
97:            2,397          413            1,984          0
98:            2,417          414            2,003          0
99:            2,448          396            2,052          0
100:           2,428          378            2,050          0
101:           2,405          382            2,023          0
102:           2,423          385            2,038          0
103:           2,447          363            2,084          0
104:           2,451          328            2,123          0
105:           2,320          279            2,041          0
106:           1,965          214            1,751          0
107:           1,500          157            1,343          0
108:           1,097          117            980            0
109:           793            112            681            0
110:           717            118            599            0
111:           732            111            621            0
112:           688            93             595            0
113:           629            86             543            0
114:           619            86             533            0
115:           612            82             530            0
116:           598            98             500            0
117:           710            129            581            0
118:           874            140            734            0
119:           889            128            761            0
120:           783            104            679            0
121:           623            72             551            0
122:           429            47             382            0
123:           313            40             273            0
124:           286            40             246            0
125:           272            37             235            0
126:           251            35             216            0
127:           253            31             222            0
128:           240            29             211            0
129:           231            35             196            0
130:           282            47             235            0
131:           360            58             302            0
132:           401            71             330            0
133:           460            82             378            0
134:           501            93             408            0
135:           559            115            444            0
136:           705            133            572            0
137:           831            126            705            0
138:           796            103            693            0
139:           664            83             581            0
140:           549            58             491            0
141:           405            32             373            0
142:           254            21             233            0
143:           194            21             173            0
144:           186            22             164            0
145:           183            22             161            0
146:           186            35             151            0
147:           266            49             217            0
148:           341            49             292            0
149:           330            36             294            0
150:           222            21             201            0
151:           140            18             122            0
152:           149            16             133            0
153:           136            11             125            0
154:           95             13             82             0
155:           111            20             91             0
156:           172            29             141            2
157:           222            37             178            7
158:           257            33             187            37
159:           211            18             153            40
160:           108            5              80             23
161:           41             4              25             12
162:           36             4              15             17
163:           30             4              12             14
164:           44             5              10             29
165:           51             3              9              39
166:           27             1              2              24
167:           4              1              0              3

 #####
 # + #
 #$.$#
 # * #
 # * #
## * #
#  * ##
#  *  #
#  *  #
###  ##
  ####

 #####
 # . #
 #@.$#
 #$* #
 # * #
## * #
#  * ##
#  *  #
#  *  #
###  ##
  ####

 #####
 # . #
 # .$#
 #@* #
 #$* #
## * #
#  * ##
#  *  #
#  *  #
###  ##
  ####

 #####
 # . #
 # .$#
 # * #
 #@* #
##$* #
#  * ##
#  *  #
#  *  #
###  ##
  ####

 #####
 # . #
 # .$#
 # * #
 # * #
##@* #
# $* ##
#  *  #
#  *  #
###  ##
  ####

 #####
 # . #
 # .$#
 # * #
 # * #
## * #
# @* ##
# $*  #
#  *  #
###  ##
  ####

 #####
 # . #
 # .$#
 # * #
 # * #
## * #
#  * ##
# $*  #
#  +$ #
###  ##
  ####

 #####
 # . #
 # .$#
 # * #
 # +$#
## * #
#  * ##
# $*  #
#  .$ #
###  ##
  ####

 #####
 # . #
 # *$#
 # + #
 # .$#
## * #
#  * ##
# $*  #
#  .$ #
###  ##
  ####

 #####
 # . #
 # *$#
 # . #
 # .$#
## * #
#  +$##
# $*  #
#  .$ #
###  ##
  ####

 #####
 # . #
 # *$#
 # . #
 # *$#
## + #
#  .$##
# $*  #
#  .$ #
###  ##
  ####

 #####
 # . #
 # *$#
 # . #
 # *$#
## . #
#  .$##
# $*$ #
#  .@ #
###  ##
  ####

 #####
 # . #
 # *$#
 # . #
 # *$#
## . #
#  *$##
# $+$ #
#  .  #
###  ##
  ####

 #####
 # . #
 # *$#
 # . #
 # *$#
## . #
#  *$##
# $*@ #
#  .  #
###  ##
  ####

 #####
 # . #
 # *$#
 # . #
 # *$#
## . #
#  *@##
# $*$ #
#  .  #
###  ##
  ####

 #####
 # . #
 # *$#
 # . #
 # *$#
## . #
#  * ##
# @*$ #
# $.  #
###  ##
  ####

 #####
 # . #
 # *$#
 # . #
 # *$#
## . #
#  * ##
#  *@ #
# $.$ #
###  ##
  ####

 #####
 # . #
 # *$#
 # . #
 # *$#
## . #
#  * ##
# $+  #
# $.$ #
###  ##
  ####

 #####
 # . #
 # *$#
 # . #
 # *$#
## * #
#  + ##
# $.  #
# $.$ #
###  ##
  ####

 #####
 # . #
 # *$#
 # . #
 # *$#
## * #
#  . ##
# $.$ #
# $.@ #
###  ##
  ####

 #####
 # . #
 # *$#
 # . #
 # *$#
## * #
#  . ##
# $*@ #
# $.  #
###  ##
  ####

 #####
 # . #
 # *$#
 # . #
 # *$#
## * #
#  . ##
# $*  #
# @*  #
###  ##
  ####

 #####
 # . #
 # *$#
 # . #
 # *$#
## * #
#  . ##
# $*  #
#  +$ #
###  ##
  ####

 #####
 # . #
 # *$#
 # . #
 # *@#
## *$#
#  . ##
# $*  #
#  .$ #
###  ##
  ####

 #####
 # . #
 # *$#
 # . #
 # * #
## *@#
#  .$##
# $*  #
#  .$ #
###  ##
  ####

 #####
 # . #
 # *$#
 # . #
 # * #
## * #
#  *$##
# $+  #
#  .$ #
###  ##
  ####

 #####
 # . #
 # *$#
 # . #
 # * #
## * #
#  *$##
# $.  #
#  *@ #
###  ##
  ####

 #####
 # . #
 # *$#
 # . #
 # * #
## * #
#  *$##
# $*  #
#  +  #
###  ##
  ####

 #####
 # . #
 # *$#
 # . #
 # * #
## * #
#  *$##
# @*  #
# $.  #
###  ##
  ####

 #####
 # . #
 # *$#
 # . #
 # * #
##$+ #
#  *$##
#  *  #
# $.  #
###  ##
  ####

 #####
 # . #
 # *$#
 # * #
 # + #
##$. #
#  *$##
#  *  #
# $.  #
###  ##
  ####

 #####
 # . #
 # *$#
 # * #
 # . #
##$. #
#  *@##
#  *$ #
# $.  #
###  ##
  ####

 #####
 # . #
 # *$#
 # * #
 # . #
##$. #
#  * ##
#  *@ #
# $.$ #
###  ##
  ####

 #####
 # . #
 # *$#
 # * #
 # . #
##$. #
#  * ##
# $+  #
# $.$ #
###  ##
  ####

 #####
 # . #
 # *$#
 # * #
 # . #
##$. #
#  * ##
# $.$ #
# $.@ #
###  ##
  ####

 #####
 # . #
 # *$#
 # * #
 # . #
##$* #
#  + ##
# $.$ #
# $.  #
###  ##
  ####

 #####
 # . #
 # *$#
 # * #
 # . #
##$* #
#  . ##
# $*@ #
# $.  #
###  ##
  ####

 #####
 # . #
 # *$#
 # * #
 # . #
##$* #
#  . ##
# $*  #
# @*  #
###  ##
  ####

 #####
 # . #
 # *$#
 # * #
 # . #
##$* #
#  . ##
# $*  #
#  +$ #
###  ##
  ####

 #####
 # . #
 # *$#
 # * #
 # . #
##$* #
#  * ##
# $+  #
#  .$ #
###  ##
  ####

 #####
 # . #
 # *$#
 # * #
 # . #
##$* #
#  * ##
# @.  #
# $.$ #
###  ##
  ####

 #####
 # . #
 # *$#
 # * #
 # . #
##@* #
# $* ##
#  .  #
# $.$ #
###  ##
  ####

 #####
 # . #
 # *$#
 # * #
 # . #
## * #
# @* ##
# $.  #
# $.$ #
###  ##
  ####

 #####
 # . #
 # *$#
 # * #
 # . #
## * #
#  * ##
# $.$ #
# $.@ #
###  ##
  ####

 #####
 # . #
 # *$#
 # * #
 # . #
## * #
#  * ##
# $*@ #
# $.  #
###  ##
  ####

 #####
 # . #
 # *$#
 # * #
 # . #
## * #
#  * ##
# $*  #
# @*  #
###  ##
  ####

 #####
 # . #
 # *$#
 # * #
 # . #
## * #
#  +$##
# $*  #
#  *  #
###  ##
  ####

 #####
 # . #
 # *$#
 # * #
 # . #
## * #
#  .$##
# $*  #
#  +$ #
###  ##
  ####

 #####
 # . #
 # *$#
 # * #
 # * #
## + #
#  .$##
# $*  #
#  .$ #
###  ##
  ####

 #####
 # . #
 # *$#
 # * #
 # * #
## . #
#  *$##
# $+  #
#  .$ #
###  ##
  ####

 #####
 # . #
 # *$#
 # * #
 # * #
## . #
#  *$##
# $.$ #
#  .@ #
###  ##
  ####

 #####
 # . #
 # *$#
 # * #
 # * #
## . #
#  *$##
# $*@ #
#  .  #
###  ##
  ####

 #####
 # . #
 # *$#
 # * #
 # * #
## . #
#  *@##
# $*$ #
#  .  #
###  ##
  ####

 #####
 # . #
 # *$#
 # * #
 # * #
## . #
#  * ##
# @*$ #
# $.  #
###  ##
  ####

 #####
 # . #
 # *$#
 # * #
 # * #
## . #
#  * ##
#  *@ #
# $.$ #
###  ##
  ####

 #####
 # . #
 # *$#
 # * #
 # * #
## . #
#  * ##
#  *  #
# $*@ #
###  ##
  ####

 #####
 # . #
 # *$#
 # * #
 # * #
## . #
#  * ##
# $+  #
# $*  #
###  ##
  ####

 #####
 # . #
 # *$#
 # * #
 # * #
## * #
#  + ##
# $.  #
# $*  #
###  ##
  ####

 #####
 # . #
 # *$#
 # * #
 # * #
## * #
#  . ##
# $*  #
# $+  #
###  ##
  ####

 #####
 # . #
 # *$#
 # * #
 # * #
## * #
#  . ##
# $*  #
# @*  #
###  ##
  ####

 #####
 # . #
 # *$#
 # * #
 # * #
## * #
#  . ##
# $*  #
#  +$ #
###  ##
  ####

 #####
 # . #
 # *$#
 # * #
 # * #
## * #
#  . ##
# $*$ #
#  .@ #
###  ##
  ####

 #####
 # . #
 # *$#
 # * #
 # * #
## * #
#  * ##
# $+$ #
#  .  #
###  ##
  ####

 #####
 # . #
 # *$#
 # * #
 # * #
## * #
#  * ##
# $*@ #
#  .  #
###  ##
  ####

 #####
 # . #
 # *@#
 # *$#
 # * #
## * #
#  * ##
# $*  #
#  .  #
###  ##
  ####

 #####
 # . #
 # * #
 # *@#
 # *$#
## * #
#  * ##
# $*  #
#  .  #
###  ##
  ####

 #####
 # . #
 # * #
 # * #
 # *$#
## * #
#  * ##
# @*  #
# $.  #
###  ##
  ####

 #####
 # . #
 # * #
 #$+ #
 # *$#
## * #
#  * ##
#  *  #
# $.  #
###  ##
  ####

 #####
 # * #
 # + #
 #$. #
 # *$#
## * #
#  * ##
#  *  #
# $.  #
###  ##
  ####

 #####
 # * #
 # . #
 #$. #
 # *@#
## *$#
#  * ##
#  *  #
# $.  #
###  ##
  ####

 #####
 # * #
 # . #
 #$. #
 # * #
## *@#
#  *$##
#  *  #
# $.  #
###  ##
  ####

 #####
 # * #
 # . #
 #$. #
 # * #
##$+ #
#  *$##
#  *  #
# $.  #
###  ##
  ####

 #####
 # * #
 # . #
 #$* #
 # + #
##$. #
#  *$##
#  *  #
# $.  #
###  ##
  ####

 #####
 # * #
 # . #
 #$* #
 # . #
##$. #
#  *@##
#  *$ #
# $.  #
###  ##
  ####

 #####
 # * #
 # . #
 #$* #
 # . #
##$. #
#  * ##
#  *@ #
# $.$ #
###  ##
  ####

 #####
 # * #
 # . #
 #$* #
 # . #
##$. #
#  * ##
# $+  #
# $.$ #
###  ##
  ####

 #####
 # * #
 # . #
 #$* #
 # . #
##$. #
#  * ##
# $.  #
# $*@ #
###  ##
  ####

 #####
 # * #
 # . #
 #$* #
 # . #
##$* #
#  + ##
# $.  #
# $*  #
###  ##
  ####

 #####
 # * #
 # . #
 #$* #
 # . #
##$* #
#  . ##
# $*  #
# $+  #
###  ##
  ####

 #####
 # * #
 # . #
 #$* #
 # . #
##$* #
#  . ##
# $*  #
# @*  #
###  ##
  ####

 #####
 # * #
 # . #
 #$* #
 # . #
##$* #
#  . ##
# $*  #
#  +$ #
###  ##
  ####

 #####
 # * #
 # . #
 #$* #
 # . #
##$* #
#  * ##
# $+  #
#  .$ #
###  ##
  ####

 #####
 # * #
 # . #
 #$* #
 # . #
##$* #
#  * ##
# @.  #
# $.$ #
###  ##
  ####

 #####
 # * #
 # . #
 #$* #
 # . #
##$* #
#  * ##
#  .  #
# $*@ #
###  ##
  ####

 #####
 # * #
 # . #
 #$* #
 # . #
##@* #
# $* ##
#  .  #
# $*  #
###  ##
  ####

 #####
 # * #
 # . #
 #$* #
 # . #
## * #
# $* ##
#  *  #
# $+  #
###  ##
  ####

 #####
 # * #
 # . #
 #$* #
 # . #
## * #
# @* ##
# $*  #
# $.  #
###  ##
  ####

 #####
 # * #
 # . #
 #$* #
 # . #
## * #
#  +$##
# $*  #
# $.  #
###  ##
  ####

 #####
 # * #
 # . #
 #$* #
 # . #
## * #
#  .$##
# $*  #
# @*  #
###  ##
  ####

 #####
 # * #
 # . #
 #$* #
 # * #
## + #
#  .$##
# $*  #
#  *  #
###  ##
  ####

 #####
 # * #
 # . #
 #$* #
 # * #
## . #
#  .$##
# $*  #
#  +$ #
###  ##
  ####

 #####
 # * #
 # . #
 #$* #
 # * #
## . #
#  *$##
# $+  #
#  .$ #
###  ##
  ####

 #####
 # * #
 # . #
 #$* #
 # * #
## . #
#  *$##
# $.$ #
#  .@ #
###  ##
  ####

 #####
 # * #
 # . #
 #$* #
 # * #
## . #
#  *$##
# $*@ #
#  .  #
###  ##
  ####

 #####
 # * #
 # . #
 #$* #
 # * #
## . #
#  *@##
# $*$ #
#  .  #
###  ##
  ####

 #####
 # * #
 # . #
 #$* #
 # * #
## . #
#  * ##
# @*$ #
# $.  #
###  ##
  ####

 #####
 # * #
 # . #
 #$* #
 # * #
## . #
#  * ##
#  *@ #
# $.$ #
###  ##
  ####

 #####
 # * #
 # . #
 #$* #
 # * #
## . #
#  * ##
# $+  #
# $.$ #
###  ##
  ####

 #####
 # * #
 # . #
 #$* #
 # * #
## . #
#  * ##
# $.  #
# $*@ #
###  ##
  ####

 #####
 # * #
 # . #
 #$* #
 # * #
## * #
#  + ##
# $.  #
# $*  #
###  ##
  ####

 #####
 # * #
 # . #
 #$* #
 # * #
## * #
#  . ##
# $*  #
# $+  #
###  ##
  ####

 #####
 # * #
 # . #
 #$* #
 # * #
## * #
#  . ##
# $*  #
# @*  #
###  ##
  ####

 #####
 # * #
 # . #
 #$* #
 # * #
## * #
#  . ##
# $*  #
#  +$ #
###  ##
  ####

 #####
 # * #
 # . #
 #@* #
 #$* #
## * #
#  . ##
# $*  #
#  .$ #
###  ##
  ####

 #####
 # * #
 # . #
 # * #
 #@* #
##$* #
#  . ##
# $*  #
#  .$ #
###  ##
  ####

 #####
 # * #
 # . #
 # * #
 # * #
##$* #
#  * ##
# $+  #
#  .$ #
###  ##
  ####

 #####
 # * #
 # . #
 # * #
 # * #
##$* #
#  * ##
# @.  #
# $.$ #
###  ##
  ####

 #####
 # * #
 # . #
 # * #
 # * #
##@* #
# $* ##
#  .  #
# $.$ #
###  ##
  ####

 #####
 # * #
 # . #
 # * #
 # * #
## * #
# @* ##
# $.  #
# $.$ #
###  ##
  ####

 #####
 # * #
 # . #
 # * #
 # * #
## * #
#  * ##
# $.$ #
# $.@ #
###  ##
  ####

 #####
 # * #
 # . #
 # * #
 # * #
## * #
#  * ##
# $*@ #
# $.  #
###  ##
  ####

 #####
 # * #
 # . #
 # * #
 # * #
## * #
#  * ##
# $*  #
# @*  #
###  ##
  ####

 #####
 # * #
 # . #
 # * #
 # * #
## * #
#  * ##
# $*  #
#  +$ #
###  ##
  ####

 #####
 # * #
 # . #
 # * #
 # +$#
## * #
#  * ##
# $*  #
#  .$ #
###  ##
  ####

 #####
 # * #
 # . #
 # * #
 # .$#
## * #
#  * ##
# $*$ #
#  .@ #
###  ##
  ####

 #####
 # * #
 # * #
 # + #
 # .$#
## * #
#  * ##
# $*$ #
#  .  #
###  ##
  ####

 #####
 # * #
 # * #
 # . #
 # .$#
## * #
#  +$##
# $*$ #
#  .  #
###  ##
  ####

 #####
 # * #
 # * #
 # . #
 # *$#
## + #
#  .$##
# $*$ #
#  .  #
###  ##
  ####

 #####
 # * #
 # * #
 # . #
 # *$#
## . #
#  *$##
# $+$ #
#  .  #
###  ##
  ####

 #####
 # * #
 # * #
 # . #
 # *$#
## . #
#  *$##
# $*@ #
#  .  #
###  ##
  ####

 #####
 # * #
 # * #
 # . #
 # *$#
## . #
#  *@##
# $*$ #
#  .  #
###  ##
  ####

 #####
 # * #
 # * #
 # . #
 # *$#
## . #
#  * ##
# @*$ #
# $.  #
###  ##
  ####

 #####
 # * #
 # * #
 # . #
 # *$#
## . #
#  * ##
#  *@ #
# $.$ #
###  ##
  ####

 #####
 # * #
 # * #
 # . #
 # *$#
## . #
#  * ##
# $+  #
# $.$ #
###  ##
  ####

 #####
 # * #
 # * #
 # . #
 # *$#
## * #
#  + ##
# $.  #
# $.$ #
###  ##
  ####

 #####
 # * #
 # * #
 # . #
 # *$#
## * #
#  . ##
# $.$ #
# $.@ #
###  ##
  ####

 #####
 # * #
 # * #
 # . #
 # *@#
## *$#
#  . ##
# $.$ #
# $.  #
###  ##
  ####

 #####
 # * #
 # * #
 # . #
 # * #
## *$#
#  . ##
# $*@ #
# $.  #
###  ##
  ####

 #####
 # * #
 # * #
 # . #
 # * #
## *$#
#  . ##
# $*  #
# @*  #
###  ##
  ####

 #####
 # * #
 # * #
 # . #
 # * #
## *$#
#  . ##
# $*  #
#  +$ #
###  ##
  ####

 #####
 # * #
 # * #
 # . #
 # * #
## *@#
#  .$##
# $*  #
#  .$ #
###  ##
  ####

 #####
 # * #
 # * #
 # . #
 # * #
## * #
#  *$##
# $+  #
#  .$ #
###  ##
  ####

 #####
 # * #
 # * #
 # . #
 # * #
## * #
#  *$##
# $.  #
#  *@ #
###  ##
  ####

 #####
 # * #
 # * #
 # . #
 # * #
## * #
#  *$##
# $*  #
#  +  #
###  ##
  ####

 #####
 # * #
 # * #
 # . #
 # * #
## * #
#  *@##
# $*$ #
#  .  #
###  ##
  ####

 #####
 # * #
 # * #
 # . #
 # * #
## * #
#  * ##
# $*@ #
#  .$ #
###  ##
  ####

 #####
 # * #
 # * #
 # . #
 # * #
## * #
#  * ##
# $*  #
#  *@ #
###  ##
  ####

 #####
 # * #
 # * #
 # . #
 # * #
## * #
#  * ##
# @*  #
# $*  #
###  ##
  ####

 #####
 # * #
 # * #
 # . #
 # * #
## * #
#  * ##
# $+  #
# $*  #
###  ##
  ####

 #####
 # * #
 # * #
 # . #
 # * #
##$+ #
#  * ##
# $.  #
# $*  #
###  ##
  ####

 #####
 # * #
 # * #
 # * #
 # + #
##$. #
#  * ##
# $.  #
# $*  #
###  ##
  ####

 #####
 # * #
 # * #
 # * #
 # . #
##$* #
#  + ##
# $.  #
# $*  #
###  ##
  ####

 #####
 # * #
 # * #
 # * #
 # . #
##$* #
#  . ##
# $*  #
# $+  #
###  ##
  ####

 #####
 # * #
 # * #
 # * #
 # . #
##$* #
#  . ##
# $*  #
# @*  #
###  ##
  ####

 #####
 # * #
 # * #
 # * #
 # . #
##$* #
#  . ##
# $*  #
#  +$ #
###  ##
  ####

 #####
 # * #
 # * #
 # * #
 # . #
##$* #
#  * ##
# $+  #
#  .$ #
###  ##
  ####

 #####
 # * #
 # * #
 # * #
 # . #
##$* #
#  * ##
# @.  #
# $.$ #
###  ##
  ####

 #####
 # * #
 # * #
 # * #
 # . #
##$* #
#  * ##
#  .  #
# $*@ #
###  ##
  ####

 #####
 # * #
 # * #
 # * #
 # . #
##@* #
# $* ##
#  .  #
# $*  #
###  ##
  ####

 #####
 # * #
 # * #
 # * #
 # . #
## * #
# @* ##
# $.  #
# $*  #
###  ##
  ####

 #####
 # * #
 # * #
 # * #
 # . #
## * #
#  * ##
# $*  #
# $+  #
###  ##
  ####

 #####
 # * #
 # * #
 # * #
 # . #
## * #
#  * ##
# $*  #
# @*  #
###  ##
  ####

 #####
 # * #
 # * #
 # * #
 # . #
## * #
#  +$##
# $*  #
#  *  #
###  ##
  ####

 #####
 # * #
 # * #
 # * #
 # . #
## * #
#  .$##
# $*  #
#  +$ #
###  ##
  ####

 #####
 # * #
 # * #
 # * #
 # * #
## + #
#  .$##
# $*  #
#  .$ #
###  ##
  ####

 #####
 # * #
 # * #
 # * #
 # * #
## . #
#  *$##
# $+  #
#  .$ #
###  ##
  ####

 #####
 # * #
 # * #
 # * #
 # * #
## . #
#  *$##
# $.  #
#  *@ #
###  ##
  ####

 #####
 # * #
 # * #
 # * #
 # * #
## . #
#  *$##
# $*  #
#  +  #
###  ##
  ####

 #####
 # * #
 # * #
 # * #
 # * #
## . #
#  *@##
# $*$ #
#  .  #
###  ##
  ####

 #####
 # * #
 # * #
 # * #
 # * #
## . #
#  * ##
# @*$ #
# $.  #
###  ##
  ####

 #####
 # * #
 # * #
 # * #
 # * #
## . #
#  * ##
#  *@ #
# $.$ #
###  ##
  ####

 #####
 # * #
 # * #
 # * #
 # * #
## . #
#  * ##
# $+  #
# $.$ #
###  ##
  ####

 #####
 # * #
 # * #
 # * #
 # * #
## * #
#  + ##
# $.  #
# $.$ #
###  ##
  ####

 #####
 # * #
 # * #
 # * #
 # * #
## * #
#  . ##
# $.$ #
# $.@ #
###  ##
  ####

 #####
 # * #
 # * #
 # * #
 # * #
## * #
#  . ##
# $*@ #
# $.  #
###  ##
  ####

 #####
 # * #
 # * #
 # * #
 # * #
## * #
#  . ##
# $*  #
# @*  #
###  ##
  ####

 #####
 # * #
 # * #
 # * #
 # * #
## * #
# $. ##
# @*  #
#  *  #
###  ##
  ####

 #####
 # * #
 # * #
 # * #
 # * #
## * #
# @* ##
#  *  #
#  *  #
###  ##
  ####

