uUURRlldddlluUddrruuurrDrddLLrruulDuullddRddlUlluuURRdDrdLurRlluullddRluuruulDrdrdDrruuLrddlllluluRddrrrruuluLDrrddlllluuuRldddrrrruullLrrrddlllluUddrrrddlUrururrdLdLLuRuullllddrRlluurrrrdddrUluullllddrrRllluurrrrdDrruuLLddlllluurrDullddrRRluuluulDrdrddrRlllluluRddrrrruuLuLDrrddlllluuuRldddrrrruullLrrrddlllluUrrDullddrRuuluulDrdrruLdddlluluRRlddrruUrrddLLrddlUUrruulllldddRluuurrrrrrddLLuulllluurDldRRRRluLdlluurDrrdrddrruLruLL
Moves: 429
Pushes: 74
States created total: 2,303,447
Unique visited total: 562,775
Reached duplicates total: 1,734,882
Created but not reached total: 5,790

Depth          Created        Unique         Duplicates     Unknown (not reached)
44:            36,490         8,947          27,543         0
45:            38,542         9,795          28,747         0
46:            42,126         10,887         31,239         0
47:            46,457         11,960         34,497         0
48:            50,946         12,806         38,140         0
49:            54,865         13,251         41,614         0
50:            56,946         13,132         43,814         0
51:            56,915         12,520         44,395         0
52:            54,348         11,416         42,932         0
53:            49,190         10,015         39,175         0
54:            42,358         8,644          33,714         0
55:            35,895         7,593          28,302         0
56:            31,190         6,966          24,224         0
57:            28,427         6,583          21,844         0
58:            26,542         6,208          20,334         0
59:            24,455         5,672          18,783         0
60:            21,993         5,107          16,886         0
61:            19,567         4,445          15,113         9
62:            16,687         3,670          12,962         55
63:            13,385         2,863          10,364         158
64:            10,230         2,174          7,844          212
65:            7,677          1,661          5,695          321
66:            5,902          1,329          4,157          416
67:            4,705          1,121          3,152          432
68:            3,928          906            2,385          637
69:            3,159          617            1,522          1,020
70:            2,152          322            722            1,108
71:            1,224          118            243            863
72:            507            33             67             407
73:            143            5              7              131
74:            22             1              0              21

 ####
 #  ###
##    ####
#  * *   #
# $#*#*  #
## * *   #
 #  + * ##
 ###  ###
   ####

 ####
 #  ###
##    ####
#  *$*   #
# $#+#*  #
## * *   #
 #  . * ##
 ###  ###
   ####

 ####
 #  ###
##  $ ####
#  *@*   #
# $#.#*  #
## * *   #
 #  . * ##
 ###  ###
   ####

 ####
 #  ###
##  $ ####
#  * +$  #
# $#.#*  #
## * *   #
 #  . * ##
 ###  ###
   ####

 ####
 #  ###
##  $ ####
#  * .@$ #
# $#.#*  #
## * *   #
 #  . * ##
 ###  ###
   ####

 ####
 #  ###
##  $ ####
# $* . $ #
# @#.#*  #
## * *   #
 #  . * ##
 ###  ###
   ####

 ####
 #  ###
##  $ ####
# $* . $ #
#  #.#+  #
## * *$  #
 #  . * ##
 ###  ###
   ####

 ####
 #  ###
##  $ ####
# $* . $ #
#  #.#.  #
## * *$  #
 #  .$+ ##
 ###  ###
   ####

 ####
 #  ###
##  $ ####
# $* . $ #
#  #.#.  #
## * *$  #
 #  *@. ##
 ###  ###
   ####

 ####
 #  ###
##  $ ####
# $* . $ #
#  #.#.  #
## * *@  #
 #  * * ##
 ###  ###
   ####

 ####
 #  ###
##  $ ####
# $* . $ #
#  #.#.  #
## * +$  #
 #  * * ##
 ###  ###
   ####

 ####
 #  ###
##  $ ####
# $* . $ #
#  #.#.  #
## *$.$  #
 #  + * ##
 ###  ###
   ####

 ####
 #  ###
##$ $ ####
# @* . $ #
#  #.#.  #
## *$.$  #
 #  . * ##
 ###  ###
   ####

 ####
 #  ###
##$ $ ####
#  +$. $ #
#  #.#.  #
## *$.$  #
 #  . * ##
 ###  ###
   ####

 ####
 #  ###
##$ $ ####
#  .@* $ #
#  #.#.  #
## *$.$  #
 #  . * ##
 ###  ###
   ####

 ####
 #  ###
##$ $ ####
#  . * $ #
#  #.#.  #
## *@.$  #
 #  * * ##
 ###  ###
   ####

 ####
 #  ###
##$ $ ####
#  . * $ #
#  #.#.  #
## * .$  #
 # $+ * ##
 ###  ###
   ####

 ####
 #  ###
##$ $ ####
#  . * $ #
#  #.#.  #
## * .@$ #
 # $. * ##
 ###  ###
   ####

 ####
 #  ###
##$ $ ####
#  . * $ #
#  #.#.  #
## +$. $ #
 # $. * ##
 ###  ###
   ####

 ####
 #  ###
##@ $ ####
# $. * $ #
#  #.#.  #
## .$. $ #
 # $. * ##
 ###  ###
   ####

 ####
 #  ###
##  $ ####
# $. * $ #
#  #.#.  #
## .@. $ #
 # $* * ##
 ###  ###
   ####

 ####
 #  ###
##  $ ####
# $.$+ $ #
#  #.#.  #
## . . $ #
 # $* * ##
 ###  ###
   ####

 ####
 #  ###
##  $ ####
# @*$. $ #
#  #.#.  #
## . . $ #
 # $* * ##
 ###  ###
   ####

 ####
 #  ###
## $@ ####
#  *$. $ #
#  #.#.  #
## . . $ #
 # $* * ##
 ###  ###
   ####

 ####
 #  ###
## $  ####
#  *@. $ #
#  #*#.  #
## . . $ #
 # $* * ##
 ###  ###
   ####

 ####
 #  ###
## @$ ####
#  * . $ #
#  #*#.  #
## . . $ #
 # $* * ##
 ###  ###
   ####

 ####
 #  ###
##  $ ####
# $+ . $ #
#  #*#.  #
## . . $ #
 # $* * ##
 ###  ###
   ####

 ####
 #  ###
##$ $ ####
# @. . $ #
#  #*#.  #
## . . $ #
 # $* * ##
 ###  ###
   ####

 ####
 #  ###
##$ $ ####
#  . . $ #
#  #*#.  #
## .$. $ #
 # $+ * ##
 ###  ###
   ####

 ####
 #  ###
##$ $ ####
#  . . $ #
#  #*#.  #
## .$.$@ #
 # $. * ##
 ###  ###
   ####

 ####
 #  ###
##$ $ ####
#  . . $ #
#  #*#.  #
## .$.$  #
 # $.$+ ##
 ###  ###
   ####

 ####
 #  ###
##$ $ ####
#  . . $ #
#  #*#.  #
## .$.$  #
 # $*@. ##
 ###  ###
   ####

 ####
 #  ###
##$ $ ####
#  . . $ #
#  #*#.  #
## .$.@$ #
 # $* . ##
 ###  ###
   ####

 ####
 #  ###
##$ $ ####
#  . . $ #
#  #*#.  #
## .@* $ #
 # $* . ##
 ###  ###
   ####

 ####
 #  ###
##$ $ ####
#  . . $ #
#  #*#.$ #
## . * @ #
 # $* . ##
 ###  ###
   ####

 ####
 #  ###
##$ $ ####
#  . . $ #
#  #*#.$ #
## . +$  #
 # $* . ##
 ###  ###
   ####

 ####
 #  ###
##$ $ ####
#  . . $ #
#  #*#.$ #
## . .@  #
 # $* * ##
 ###  ###
   ####

 ####
 #  ###
##$ $ ####
#  . .$@ #
#  #*#.$ #
## . .   #
 # $* * ##
 ###  ###
   ####

 ####
 #  ###
##$ $ ####
#  . *@  #
#  #*#.$ #
## . .   #
 # $* * ##
 ###  ###
   ####

 ####
 #  ###
##$ $ ####
#  . *   #
#  #+#.$ #
## .$.   #
 # $* * ##
 ###  ###
   ####

 ####
 #  ###
##$ $ ####
#  . *   #
#  #.#.$ #
## .@*   #
 # $* * ##
 ###  ###
   ####

 ####
 #  ###
##$ $ ####
#  . *   #
#  #.#.$ #
## . +$  #
 # $* * ##
 ###  ###
   ####

 ####
 #  ###
##@ $ ####
# $. *   #
#  #.#.$ #
## . .$  #
 # $* * ##
 ###  ###
   ####

 ####
 #  ###
##  $ ####
# $. *   #
#  #.#.$ #
## . .@$ #
 # $* * ##
 ###  ###
   ####

 ####
 #  ###
##  $ ####
# @* *   #
#  #.#.$ #
## . . $ #
 # $* * ##
 ###  ###
   ####

 ####
 #  ###
##  $ ####
#  *$+   #
#  #.#.$ #
## . . $ #
 # $* * ##
 ###  ###
   ####

 ####
 #  ###
## $@ ####
#  *$.   #
#  #.#.$ #
## . . $ #
 # $* * ##
 ###  ###
   ####

 ####
 #  ###
## $  ####
#  *@.   #
#  #*#.$ #
## . . $ #
 # $* * ##
 ###  ###
   ####

 ####
 #  ###
## @$ ####
#  * .   #
#  #*#.$ #
## . . $ #
 # $* * ##
 ###  ###
   ####

 ####
 #  ###
##  $ ####
# $+ .   #
#  #*#.$ #
## . . $ #
 # $* * ##
 ###  ###
   ####

 ####
 #  ###
##$ $ ####
# @. .   #
#  #*#.$ #
## . . $ #
 # $* * ##
 ###  ###
   ####

 ####
 #  ###
##$ $ ####
#  . .   #
#  #+#.$ #
## .$. $ #
 # $* * ##
 ###  ###
   ####

 ####
 #  ###
##$ $ ####
#  . .   #
#  #.#.$ #
## .@* $ #
 # $* * ##
 ###  ###
   ####

 ####
 #  ###
##@ $ ####
# $. .   #
#  #.#.$ #
## . * $ #
 # $* * ##
 ###  ###
   ####

 ####
 #  ###
## $@ ####
# $. .   #
#  #.#.$ #
## . * $ #
 # $* * ##
 ###  ###
   ####

 ####
 #  ###
## $  ####
# @* .   #
#  #.#.$ #
## . * $ #
 # $* * ##
 ###  ###
   ####

 ####
 #  ###
## $  ####
#  +$.   #
#  #.#.$ #
## . * $ #
 # $* * ##
 ###  ###
   ####

 ####
 #  ###
## $$ ####
#  .@.   #
#  #.#.$ #
## . * $ #
 # $* * ##
 ###  ###
   ####

 ####
 #  ###
## $$ ####
#  . .   #
#  #.#.$ #
## .$+ $ #
 # $* * ##
 ###  ###
   ####

 ####
 #  ###
## $$ ####
#  . .   #
#  #.#.$ #
## *@. $ #
 # $* * ##
 ###  ###
   ####

 ####
 #  ###
## $$ ####
#  . .   #
#  #.#.$ #
## *$. $ #
 # $+ * ##
 ###  ###
   ####

 ####
 #  ###
## $$ ####
#  . .   #
#  #*#.$ #
## *@. $ #
 # $. * ##
 ###  ###
   ####

 ####
 #  ###
## $$ ####
#  . .   #
#  #*#.$ #
## * . $ #
 # @* * ##
 ###  ###
   ####

 ####
 #  ###
## $$ ####
#  . .   #
#  #*#.$ #
## * .$@ #
 #  * * ##
 ###  ###
   ####

 ####
 #  ###
## $$ ####
#  . .   #
#  #*#.$ #
## * *@  #
 #  * * ##
 ###  ###
   ####

 ####
 #  ###
## @$ ####
#  * .   #
#  #*#.$ #
## * *   #
 #  * * ##
 ###  ###
   ####

 ####
 #  ###
##  $ ####
#  +$.   #
#  #*#.$ #
## * *   #
 #  * * ##
 ###  ###
   ####

 ####
 #  ###
##  $ ####
#  .@*   #
#  #*#.$ #
## * *   #
 #  * * ##
 ###  ###
   ####

 ####
 #  ###
##  $ ####
#  . +$  #
#  #*#.$ #
## * *   #
 #  * * ##
 ###  ###
   ####

 ####
 #  ###
##  $ ####
#  . .@$ #
#  #*#.$ #
## * *   #
 #  * * ##
 ###  ###
   ####

 ####
 #  ###
## $@ ####
#  . . $ #
#  #*#.$ #
## * *   #
 #  * * ##
 ###  ###
   ####

 ####
 #  ###
## @  ####
#  * . $ #
#  #*#.$ #
## * *   #
 #  * * ##
 ###  ###
   ####

 ####
 #  ###
##    ####
#  * . $ #
#  #*#*@ #
## * *   #
 #  * * ##
 ###  ###
   ####

 ####
 #  ###
##    ####
#  * .$@ #
#  #*#*  #
## * *   #
 #  * * ##
 ###  ###
   ####

 ####
 #  ###
##    ####
#  * *@  #
#  #*#*  #
## * *   #
 #  * * ##
 ###  ###
   ####

