dRRUdlluRuRRuLulDrrrrdLddLLUlldRurURuLulldRDrruLulDrrrrdLddldlUUURurDulLulldRRRdlddlluRdrUUruLulldRurDrdrruLLLulldRDRRuLdlUrrrrdLLLddlluRdrUdrrU
Moves: 144
Pushes: 51
States created total: 16,652
Unique visited total: 4,850
Reached duplicates total: 11,629
Created but not reached total: 173

Depth          Created        Unique         Duplicates     Unknown (not reached)
119:           38             8              30             0
120:           28             9              19             0
121:           29             7              22             0
122:           29             10             19             0
123:           36             21             15             0
124:           34             11             23             0
125:           48             19             29             0
126:           39             12             27             0
127:           46             11             35             0
128:           50             6              44             0
129:           46             17             29             0
130:           36             8              28             0
131:           49             11             38             0
132:           35             12             23             0
133:           46             6              40             0
134:           37             7              30             0
135:           39             8              31             0
136:           28             9              19             0
137:           46             11             33             2
138:           31             10             20             1
139:           45             5              32             8
140:           33             5              18             10
141:           38             4              11             23
142:           27             1              3              23
143:           28             1              0              27
144:           18             1              0              17
145:           31             0              0              31
146:           8              0              0              8
147:           14             0              0              14
148:           3              0              0              3
149:           6              0              0              6

########
# . ####
#  $   #
##.. . #
#@$$# ##
# $   ##
###  ###
########

########
# . ####
#  $   #
##.. . #
# $$# ##
#@$   ##
###  ###
########

########
# . ####
#  $   #
##.. . #
# $$# ##
# @$  ##
###  ###
########

########
# . ####
#  $   #
##.. . #
# $$# ##
#  @$ ##
###  ###
########

########
# . ####
#  $   #
##.* . #
# $@# ##
#   $ ##
###  ###
########

########
# . ####
#  $   #
##.* . #
# $ # ##
#  @$ ##
###  ###
########

########
# . ####
#  $   #
##.* . #
# $ # ##
# @ $ ##
###  ###
########

########
# . ####
#  $   #
##.* . #
# $ # ##
#@  $ ##
###  ###
########

########
# . ####
#  $   #
##.* . #
#@$ # ##
#   $ ##
###  ###
########

########
# . ####
#  $   #
##.* . #
# @$# ##
#   $ ##
###  ###
########

########
# . ####
#  $   #
##+* . #
#  $# ##
#   $ ##
###  ###
########

########
# . ####
#  $   #
##.+$. #
#  $# ##
#   $ ##
###  ###
########

########
# . ####
#  $   #
##..@* #
#  $# ##
#   $ ##
###  ###
########

########
# . ####
#  $@  #
##.. * #
#  $# ##
#   $ ##
###  ###
########

########
# . ####
# $@   #
##.. * #
#  $# ##
#   $ ##
###  ###
########

########
# .@####
# $    #
##.. * #
#  $# ##
#   $ ##
###  ###
########

########
# + ####
# $    #
##.. * #
#  $# ##
#   $ ##
###  ###
########

########
# . ####
# @    #
##*. * #
#  $# ##
#   $ ##
###  ###
########

########
# . ####
#  @   #
##*. * #
#  $# ##
#   $ ##
###  ###
########

########
# . ####
#   @  #
##*. * #
#  $# ##
#   $ ##
###  ###
########

########
# . ####
#    @ #
##*. * #
#  $# ##
#   $ ##
###  ###
########

########
# . ####
#     @#
##*. * #
#  $# ##
#   $ ##
###  ###
########

########
# . ####
#      #
##*. *@#
#  $# ##
#   $ ##
###  ###
########

########
# . ####
#      #
##*.$+ #
#  $# ##
#   $ ##
###  ###
########

########
# . ####
#      #
##*.$. #
#  $#@##
#   $ ##
###  ###
########

########
# . ####
#      #
##*.$. #
#  $# ##
#   $@##
###  ###
########

########
# . ####
#      #
##*.$. #
#  $# ##
#  $@ ##
###  ###
########

########
# . ####
#      #
##*.$. #
#  $# ##
# $@  ##
###  ###
########

########
# . ####
#      #
##**$. #
#  @# ##
# $   ##
###  ###
########

########
# . ####
#      #
##**$. #
# @ # ##
# $   ##
###  ###
########

########
# . ####
#      #
##**$. #
#@  # ##
# $   ##
###  ###
########

########
# . ####
#      #
##**$. #
#   # ##
#@$   ##
###  ###
########

########
# . ####
#      #
##**$. #
#   # ##
# @$  ##
###  ###
########

########
# . ####
#      #
##**$. #
# @ # ##
#  $  ##
###  ###
########

########
# . ####
#      #
##**$. #
#  @# ##
#  $  ##
###  ###
########

########
# . ####
#  $   #
##*+$. #
#   # ##
#  $  ##
###  ###
########

########
# . ####
#  $   #
##*.@* #
#   # ##
#  $  ##
###  ###
########

########
# . ####
#  $@  #
##*. * #
#   # ##
#  $  ##
###  ###
########

########
# . ####
# $@   #
##*. * #
#   # ##
#  $  ##
###  ###
########

########
# .@####
# $    #
##*. * #
#   # ##
#  $  ##
###  ###
########

########
# + ####
# $    #
##*. * #
#   # ##
#  $  ##
###  ###
########

########
#@. ####
# $    #
##*. * #
#   # ##
#  $  ##
###  ###
########

########
# . ####
#@$    #
##*. * #
#   # ##
#  $  ##
###  ###
########

########
# . ####
# @$   #
##*. * #
#   # ##
#  $  ##
###  ###
########

########
# . ####
#  $   #
##+. * #
# $ # ##
#  $  ##
###  ###
########

########
# . ####
#  $   #
##.+ * #
# $ # ##
#  $  ##
###  ###
########

########
# . ####
#  $   #
##..@* #
# $ # ##
#  $  ##
###  ###
########

########
# . ####
#  $@  #
##.. * #
# $ # ##
#  $  ##
###  ###
########

########
# . ####
# $@   #
##.. * #
# $ # ##
#  $  ##
###  ###
########

########
# .@####
# $    #
##.. * #
# $ # ##
#  $  ##
###  ###
########

########
# + ####
# $    #
##.. * #
# $ # ##
#  $  ##
###  ###
########

########
# . ####
# @    #
##*. * #
# $ # ##
#  $  ##
###  ###
########

########
# . ####
#  @   #
##*. * #
# $ # ##
#  $  ##
###  ###
########

########
# . ####
#   @  #
##*. * #
# $ # ##
#  $  ##
###  ###
########

########
# . ####
#    @ #
##*. * #
# $ # ##
#  $  ##
###  ###
########

########
# . ####
#     @#
##*. * #
# $ # ##
#  $  ##
###  ###
########

########
# . ####
#      #
##*. *@#
# $ # ##
#  $  ##
###  ###
########

########
# . ####
#      #
##*.$+ #
# $ # ##
#  $  ##
###  ###
########

########
# . ####
#      #
##*.$. #
# $ #@##
#  $  ##
###  ###
########

########
# . ####
#      #
##*.$. #
# $ # ##
#  $ @##
###  ###
########

########
# . ####
#      #
##*.$. #
# $ # ##
#  $@ ##
###  ###
########

########
# . ####
#      #
##*.$. #
# $ # ##
#  $  ##
### @###
########

########
# . ####
#      #
##*.$. #
# $ # ##
#  $  ##
###@ ###
########

########
# . ####
#      #
##*.$. #
# $$# ##
#  @  ##
###  ###
########

########
# . ####
#      #
##**$. #
# $@# ##
#     ##
###  ###
########

########
# . ####
#  $   #
##*+$. #
# $ # ##
#     ##
###  ###
########

########
# . ####
#  $   #
##*.@* #
# $ # ##
#     ##
###  ###
########

########
# . ####
#  $@  #
##*. * #
# $ # ##
#     ##
###  ###
########

########
# . ####
#  $ @ #
##*. * #
# $ # ##
#     ##
###  ###
########

########
# . ####
#  $   #
##*. + #
# $ #$##
#     ##
###  ###
########

########
# . ####
#  $ @ #
##*. . #
# $ #$##
#     ##
###  ###
########

########
# . ####
#  $@  #
##*. . #
# $ #$##
#     ##
###  ###
########

########
# . ####
# $@   #
##*. . #
# $ #$##
#     ##
###  ###
########

########
# .@####
# $    #
##*. . #
# $ #$##
#     ##
###  ###
########

########
# + ####
# $    #
##*. . #
# $ #$##
#     ##
###  ###
########

########
#@. ####
# $    #
##*. . #
# $ #$##
#     ##
###  ###
########

########
# . ####
#@$    #
##*. . #
# $ #$##
#     ##
###  ###
########

########
# . ####
# @$   #
##*. . #
# $ #$##
#     ##
###  ###
########

########
# . ####
#  @$  #
##*. . #
# $ #$##
#     ##
###  ###
########

########
# . ####
#   @$ #
##*. . #
# $ #$##
#     ##
###  ###
########

########
# . ####
#    $ #
##*.@. #
# $ #$##
#     ##
###  ###
########

########
# . ####
#    $ #
##*+ . #
# $ #$##
#     ##
###  ###
########

########
# . ####
#    $ #
##*. . #
# $@#$##
#     ##
###  ###
########

########
# . ####
#    $ #
##*. . #
# $ #$##
#  @  ##
###  ###
########

########
# . ####
#    $ #
##*. . #
# $ #$##
# @   ##
###  ###
########

########
# . ####
#    $ #
##*. . #
# $ #$##
#@    ##
###  ###
########

########
# . ####
#    $ #
##*. . #
#@$ #$##
#     ##
###  ###
########

########
# . ####
#    $ #
##*. . #
# @$#$##
#     ##
###  ###
########

########
# . ####
#    $ #
##*. . #
#  $#$##
# @   ##
###  ###
########

########
# . ####
#    $ #
##*. . #
#  $#$##
#  @  ##
###  ###
########

########
# . ####
#    $ #
##** . #
#  @#$##
#     ##
###  ###
########

########
# . ####
#  $ $ #
##*+ . #
#   #$##
#     ##
###  ###
########

########
# . ####
#  $ $ #
##*.@. #
#   #$##
#     ##
###  ###
########

########
# . ####
#  $@$ #
##*. . #
#   #$##
#     ##
###  ###
########

########
# . ####
# $@ $ #
##*. . #
#   #$##
#     ##
###  ###
########

########
# .@####
# $  $ #
##*. . #
#   #$##
#     ##
###  ###
########

########
# + ####
# $  $ #
##*. . #
#   #$##
#     ##
###  ###
########

########
#@. ####
# $  $ #
##*. . #
#   #$##
#     ##
###  ###
########

########
# . ####
#@$  $ #
##*. . #
#   #$##
#     ##
###  ###
########

########
# . ####
# @$ $ #
##*. . #
#   #$##
#     ##
###  ###
########

########
# + ####
#  $ $ #
##*. . #
#   #$##
#     ##
###  ###
########

########
# .@####
#  $ $ #
##*. . #
#   #$##
#     ##
###  ###
########

########
# . ####
#  @ $ #
##** . #
#   #$##
#     ##
###  ###
########

########
# . ####
#   @$ #
##** . #
#   #$##
#     ##
###  ###
########

########
# . ####
#    $ #
##**@. #
#   #$##
#     ##
###  ###
########

########
# . ####
#    $ #
##** + #
#   #$##
#     ##
###  ###
########

########
# . ####
#    $ #
##** .@#
#   #$##
#     ##
###  ###
########

########
# . ####
#    $@#
##** . #
#   #$##
#     ##
###  ###
########

########
# . ####
#   $@ #
##** . #
#   #$##
#     ##
###  ###
########

########
# . ####
#  $@  #
##** . #
#   #$##
#     ##
###  ###
########

########
# . ####
# $@   #
##** . #
#   #$##
#     ##
###  ###
########

########
# .@####
# $    #
##** . #
#   #$##
#     ##
###  ###
########

########
# + ####
# $    #
##** . #
#   #$##
#     ##
###  ###
########

########
#@. ####
# $    #
##** . #
#   #$##
#     ##
###  ###
########

########
# . ####
#@$    #
##** . #
#   #$##
#     ##
###  ###
########

########
# . ####
# @$   #
##** . #
#   #$##
#     ##
###  ###
########

########
# . ####
#  $   #
##+* . #
# $ #$##
#     ##
###  ###
########

########
# . ####
#  $   #
##.+$. #
# $ #$##
#     ##
###  ###
########

########
# . ####
#  $   #
##..@* #
# $ #$##
#     ##
###  ###
########

########
# . ####
#  $@  #
##.. * #
# $ #$##
#     ##
###  ###
########

########
# . ####
# $@   #
##.. * #
# $ #$##
#     ##
###  ###
########

########
# . ####
# $    #
##.+ * #
# $ #$##
#     ##
###  ###
########

########
# . ####
# $    #
##+. * #
# $ #$##
#     ##
###  ###
########

########
# * ####
# @    #
##.. * #
# $ #$##
#     ##
###  ###
########

########
# * ####
#  @   #
##.. * #
# $ #$##
#     ##
###  ###
########

########
# * ####
#   @  #
##.. * #
# $ #$##
#     ##
###  ###
########

########
# * ####
#    @ #
##.. * #
# $ #$##
#     ##
###  ###
########

########
# * ####
#     @#
##.. * #
# $ #$##
#     ##
###  ###
########

########
# * ####
#      #
##.. *@#
# $ #$##
#     ##
###  ###
########

########
# * ####
#      #
##..$+ #
# $ #$##
#     ##
###  ###
########

########
# * ####
#      #
##.*@. #
# $ #$##
#     ##
###  ###
########

########
# * ####
#      #
##*+ . #
# $ #$##
#     ##
###  ###
########

########
# * ####
#      #
##*. . #
# $@#$##
#     ##
###  ###
########

########
# * ####
#      #
##*. . #
# $ #$##
#  @  ##
###  ###
########

########
# * ####
#      #
##*. . #
# $ #$##
# @   ##
###  ###
########

########
# * ####
#      #
##*. . #
# $ #$##
#@    ##
###  ###
########

########
# * ####
#      #
##*. . #
#@$ #$##
#     ##
###  ###
########

########
# * ####
#      #
##*. . #
# @$#$##
#     ##
###  ###
########

########
# * ####
#      #
##*. . #
#  $#$##
# @   ##
###  ###
########

########
# * ####
#      #
##*. . #
#  $#$##
#  @  ##
###  ###
########

########
# * ####
#      #
##** . #
#  @#$##
#     ##
###  ###
########

########
# * ####
#      #
##** . #
#   #$##
#  @  ##
###  ###
########

########
# * ####
#      #
##** . #
#   #$##
#   @ ##
###  ###
########

########
# * ####
#      #
##** . #
#   #$##
#    @##
###  ###
########

########
# * ####
#      #
##** * #
#   #@##
#     ##
###  ###
########

