lDDrDDuuluurDDrddlLUUrrddddllUUdlluRRddrruLLrruuullDDRluurrdDlddlUUlldRRurruullDuruulDrdrddlUUddLdlluRRddrrULLuurrDullddrUllldRRurruulUlDDurrddlUdLdlluRRddrrULLrrUUlDuluurDD
Moves: 173
Pushes: 52
States created total: 93,469
Unique visited total: 22,498
Reached duplicates total: 70,344
Created but not reached total: 627

Depth          Created        Unique         Duplicates     Unknown (not reached)
147:           151            10             141            0
148:           101            14             87             0
149:           86             9              77             0
150:           69             12             57             0
151:           60             6              54             0
152:           54             16             38             0
153:           51             15             36             0
154:           46             18             28             0
155:           57             19             38             0
156:           78             26             52             0
157:           70             24             46             0
158:           107            46             61             0
159:           102            29             73             0
160:           160            42             118            0
161:           146            33             113            0
162:           185            41             144            0
163:           162            26             136            0
164:           193            48             145            0
165:           184            23             158            3
166:           195            37             152            6
167:           167            17             132            18
168:           144            18             105            21
169:           150            15             68             67
170:           123            7              47             69
171:           109            8              21             80
172:           97             1              5              91
173:           73             1              0              72
174:           60             0              0              60
175:           53             0              0              53
176:           35             0              0              35
177:           26             0              0              26
178:           12             0              0              12
179:           11             0              0              11
180:           2              0              0              2
181:           0              0              0              0
182:           1              0              0              1

#########
##### +##
#####$$##
#####  .#
##### $ #
###  $. #
### .$. #
#####   #
#########

#########
#####@.##
#####$$##
#####  .#
##### $ #
###  $. #
### .$. #
#####   #
#########

#########
##### .##
#####@$##
#####$ .#
##### $ #
###  $. #
### .$. #
#####   #
#########

#########
##### .##
##### $##
#####@ .#
#####$$ #
###  $. #
### .$. #
#####   #
#########

#########
##### .##
##### $##
##### @.#
#####$$ #
###  $. #
### .$. #
#####   #
#########

#########
##### .##
##### $##
#####  .#
#####$@ #
###  $* #
### .$. #
#####   #
#########

#########
##### .##
##### $##
#####  .#
#####$  #
###  $+ #
### .$* #
#####   #
#########

#########
##### .##
##### $##
#####  .#
#####$@ #
###  $. #
### .$* #
#####   #
#########

#########
##### .##
##### $##
##### @.#
#####$  #
###  $. #
### .$* #
#####   #
#########

#########
##### .##
##### $##
#####@ .#
#####$  #
###  $. #
### .$* #
#####   #
#########

#########
##### .##
#####@$##
#####  .#
#####$  #
###  $. #
### .$* #
#####   #
#########

#########
#####@.##
##### $##
#####  .#
#####$  #
###  $. #
### .$* #
#####   #
#########

#########
##### +##
##### $##
#####  .#
#####$  #
###  $. #
### .$* #
#####   #
#########

#########
##### .##
##### @##
##### $.#
#####$  #
###  $. #
### .$* #
#####   #
#########

#########
##### .##
#####  ##
##### @.#
#####$$ #
###  $. #
### .$* #
#####   #
#########

#########
##### .##
#####  ##
#####  +#
#####$$ #
###  $. #
### .$* #
#####   #
#########

#########
##### .##
#####  ##
#####  .#
#####$$@#
###  $. #
### .$* #
#####   #
#########

#########
##### .##
#####  ##
#####  .#
#####$$ #
###  $.@#
### .$* #
#####   #
#########

#########
##### .##
#####  ##
#####  .#
#####$$ #
###  $+ #
### .$* #
#####   #
#########

#########
##### .##
#####  ##
#####  .#
#####$$ #
### $@. #
### .$* #
#####   #
#########

#########
##### .##
#####  ##
#####$ .#
#####@$ #
### $ . #
### .$* #
#####   #
#########

#########
##### .##
#####$ ##
#####@ .#
##### $ #
### $ . #
### .$* #
#####   #
#########

#########
##### .##
#####$ ##
##### @.#
##### $ #
### $ . #
### .$* #
#####   #
#########

#########
##### .##
#####$ ##
#####  +#
##### $ #
### $ . #
### .$* #
#####   #
#########

#########
##### .##
#####$ ##
#####  .#
##### $@#
### $ . #
### .$* #
#####   #
#########

#########
##### .##
#####$ ##
#####  .#
##### $ #
### $ .@#
### .$* #
#####   #
#########

#########
##### .##
#####$ ##
#####  .#
##### $ #
### $ . #
### .$*@#
#####   #
#########

#########
##### .##
#####$ ##
#####  .#
##### $ #
### $ . #
### .$* #
#####  @#
#########

#########
##### .##
#####$ ##
#####  .#
##### $ #
### $ . #
### .$* #
##### @ #
#########

#########
##### .##
#####$ ##
#####  .#
##### $ #
### $ . #
### .$* #
#####@  #
#########

#########
##### .##
#####$ ##
#####  .#
##### $ #
### $$. #
### .@* #
#####   #
#########

#########
##### .##
#####$ ##
#####  .#
#####$$ #
### $@. #
### . * #
#####   #
#########

#########
##### .##
#####$ ##
#####  .#
#####$$ #
### $ . #
### .@* #
#####   #
#########

#########
##### .##
#####$ ##
#####  .#
#####$$ #
### $ . #
### + * #
#####   #
#########

#########
##### .##
#####$ ##
#####  .#
#####$$ #
### $ . #
###@. * #
#####   #
#########

#########
##### .##
#####$ ##
#####  .#
#####$$ #
###@$ . #
### . * #
#####   #
#########

#########
##### .##
#####$ ##
#####  .#
#####$$ #
### @$. #
### . * #
#####   #
#########

#########
##### .##
#####$ ##
#####  .#
#####$$ #
###  @* #
### . * #
#####   #
#########

#########
##### .##
#####$ ##
#####  .#
#####$$ #
###   * #
### .@* #
#####   #
#########

#########
##### .##
#####$ ##
#####  .#
#####$$ #
###   * #
### . * #
#####@  #
#########

#########
##### .##
#####$ ##
#####  .#
#####$$ #
###   * #
### . * #
##### @ #
#########

#########
##### .##
#####$ ##
#####  .#
#####$$ #
###   * #
### . * #
#####  @#
#########

#########
##### .##
#####$ ##
#####  .#
#####$$ #
###   * #
### . *@#
#####   #
#########

#########
##### .##
#####$ ##
#####  .#
#####$$ #
###   * #
### .$+ #
#####   #
#########

#########
##### .##
#####$ ##
#####  .#
#####$$ #
###   * #
### *@. #
#####   #
#########

#########
##### .##
#####$ ##
#####  .#
#####$$ #
###   * #
### * + #
#####   #
#########

#########
##### .##
#####$ ##
#####  .#
#####$$ #
###   * #
### * .@#
#####   #
#########

#########
##### .##
#####$ ##
#####  .#
#####$$ #
###   *@#
### * . #
#####   #
#########

#########
##### .##
#####$ ##
#####  .#
#####$$@#
###   * #
### * . #
#####   #
#########

#########
##### .##
#####$ ##
#####  +#
#####$$ #
###   * #
### * . #
#####   #
#########

#########
##### .##
#####$ ##
##### @.#
#####$$ #
###   * #
### * . #
#####   #
#########

#########
##### .##
#####$ ##
#####@ .#
#####$$ #
###   * #
### * . #
#####   #
#########

#########
##### .##
#####$ ##
#####  .#
#####@$ #
###  $* #
### * . #
#####   #
#########

#########
##### .##
#####$ ##
#####  .#
##### $ #
###  @* #
### *$. #
#####   #
#########

#########
##### .##
#####$ ##
#####  .#
##### $ #
###   +$#
### *$. #
#####   #
#########

#########
##### .##
#####$ ##
#####  .#
##### $ #
###  @.$#
### *$. #
#####   #
#########

#########
##### .##
#####$ ##
#####  .#
#####@$ #
###   .$#
### *$. #
#####   #
#########

#########
##### .##
#####$ ##
#####@ .#
##### $ #
###   .$#
### *$. #
#####   #
#########

#########
##### .##
#####$ ##
##### @.#
##### $ #
###   .$#
### *$. #
#####   #
#########

#########
##### .##
#####$ ##
#####  +#
##### $ #
###   .$#
### *$. #
#####   #
#########

#########
##### .##
#####$ ##
#####  .#
##### $@#
###   .$#
### *$. #
#####   #
#########

#########
##### .##
#####$ ##
#####  .#
##### $ #
###   .@#
### *$.$#
#####   #
#########

#########
##### .##
#####$ ##
#####  .#
##### $ #
###   + #
### *$.$#
#####   #
#########

#########
##### .##
#####$ ##
#####  .#
##### $ #
###   . #
### *$+$#
#####   #
#########

#########
##### .##
#####$ ##
#####  .#
##### $ #
###   . #
### *$.$#
##### @ #
#########

#########
##### .##
#####$ ##
#####  .#
##### $ #
###   . #
### *$.$#
#####@  #
#########

#########
##### .##
#####$ ##
#####  .#
##### $ #
###  $. #
### *@.$#
#####   #
#########

#########
##### .##
#####$ ##
#####  .#
#####$$ #
###  @. #
### * .$#
#####   #
#########

#########
##### .##
#####$ ##
#####  .#
#####$$ #
### @ . #
### * .$#
#####   #
#########

#########
##### .##
#####$ ##
#####  .#
#####$$ #
###@  . #
### * .$#
#####   #
#########

#########
##### .##
#####$ ##
#####  .#
#####$$ #
###   . #
###@* .$#
#####   #
#########

#########
##### .##
#####$ ##
#####  .#
#####$$ #
###   . #
### +$.$#
#####   #
#########

#########
##### .##
#####$ ##
#####  .#
#####$$ #
###   . #
### .@*$#
#####   #
#########

#########
##### .##
#####$ ##
#####  .#
#####$$ #
###  @. #
### . *$#
#####   #
#########

#########
##### .##
#####$ ##
#####  .#
#####$$ #
###   + #
### . *$#
#####   #
#########

#########
##### .##
#####$ ##
#####  .#
#####$$ #
###   .@#
### . *$#
#####   #
#########

#########
##### .##
#####$ ##
#####  .#
#####$$@#
###   . #
### . *$#
#####   #
#########

#########
##### .##
#####$ ##
#####  +#
#####$$ #
###   . #
### . *$#
#####   #
#########

#########
##### .##
#####$ ##
##### @.#
#####$$ #
###   . #
### . *$#
#####   #
#########

#########
##### .##
#####$ ##
#####@ .#
#####$$ #
###   . #
### . *$#
#####   #
#########

#########
##### .##
#####$ ##
#####  .#
#####@$ #
###  $. #
### . *$#
#####   #
#########

#########
##### .##
#####$ ##
#####@ .#
##### $ #
###  $. #
### . *$#
#####   #
#########

#########
##### .##
#####$ ##
##### @.#
##### $ #
###  $. #
### . *$#
#####   #
#########

#########
##### .##
#####$@##
#####  .#
##### $ #
###  $. #
### . *$#
#####   #
#########

#########
##### +##
#####$ ##
#####  .#
##### $ #
###  $. #
### . *$#
#####   #
#########

#########
#####@.##
#####$ ##
#####  .#
##### $ #
###  $. #
### . *$#
#####   #
#########

#########
##### .##
#####@ ##
#####$ .#
##### $ #
###  $. #
### . *$#
#####   #
#########

#########
##### .##
##### @##
#####$ .#
##### $ #
###  $. #
### . *$#
#####   #
#########

#########
##### .##
#####  ##
#####$@.#
##### $ #
###  $. #
### . *$#
#####   #
#########

#########
##### .##
#####  ##
#####$ +#
##### $ #
###  $. #
### . *$#
#####   #
#########

#########
##### .##
#####  ##
#####$ .#
##### $@#
###  $. #
### . *$#
#####   #
#########

#########
##### .##
#####  ##
#####$ .#
##### $ #
###  $.@#
### . *$#
#####   #
#########

#########
##### .##
#####  ##
#####$ .#
##### $ #
###  $+ #
### . *$#
#####   #
#########

#########
##### .##
#####  ##
#####$$.#
##### @ #
###  $. #
### . *$#
#####   #
#########

#########
##### .##
##### $##
#####$@.#
#####   #
###  $. #
### . *$#
#####   #
#########

#########
##### .##
##### $##
#####$ .#
##### @ #
###  $. #
### . *$#
#####   #
#########

#########
##### .##
##### $##
#####$ .#
#####   #
###  $+ #
### . *$#
#####   #
#########

#########
##### .##
##### $##
#####$ .#
#####   #
### $@. #
### . *$#
#####   #
#########

#########
##### .##
##### $##
#####$ .#
#####   #
### $ . #
### .@*$#
#####   #
#########

#########
##### .##
##### $##
#####$ .#
#####   #
### $ . #
### + *$#
#####   #
#########

#########
##### .##
##### $##
#####$ .#
#####   #
### $ . #
###@. *$#
#####   #
#########

#########
##### .##
##### $##
#####$ .#
#####   #
###@$ . #
### . *$#
#####   #
#########

#########
##### .##
##### $##
#####$ .#
#####   #
### @$. #
### . *$#
#####   #
#########

#########
##### .##
##### $##
#####$ .#
#####   #
###  @* #
### . *$#
#####   #
#########

#########
##### .##
##### $##
#####$ .#
#####   #
###   * #
### .@*$#
#####   #
#########

#########
##### .##
##### $##
#####$ .#
#####   #
###   * #
### . *$#
#####@  #
#########

#########
##### .##
##### $##
#####$ .#
#####   #
###   * #
### . *$#
##### @ #
#########

#########
##### .##
##### $##
#####$ .#
#####   #
###   * #
### . *$#
#####  @#
#########

#########
##### .##
##### $##
#####$ .#
#####   #
###   *$#
### . *@#
#####   #
#########

#########
##### .##
##### $##
#####$ .#
#####   #
###   *$#
### .$+ #
#####   #
#########

#########
##### .##
##### $##
#####$ .#
#####   #
###   *$#
### *@. #
#####   #
#########

#########
##### .##
##### $##
#####$ .#
#####   #
###  @*$#
### * . #
#####   #
#########

#########
##### .##
##### $##
#####$ .#
#####@  #
###   *$#
### * . #
#####   #
#########

#########
##### .##
##### $##
#####$ .#
##### @ #
###   *$#
### * . #
#####   #
#########

#########
##### .##
##### $##
#####$ .#
#####  @#
###   *$#
### * . #
#####   #
#########

#########
##### .##
##### $##
#####$ .#
#####   #
###   *@#
### * .$#
#####   #
#########

#########
##### .##
##### $##
#####$ .#
#####  @#
###   * #
### * .$#
#####   #
#########

#########
##### .##
##### $##
#####$ .#
##### @ #
###   * #
### * .$#
#####   #
#########

#########
##### .##
##### $##
#####$ .#
#####@  #
###   * #
### * .$#
#####   #
#########

#########
##### .##
##### $##
#####$ .#
#####   #
###  @* #
### * .$#
#####   #
#########

#########
##### .##
##### $##
#####$ .#
#####   #
###   * #
### *@.$#
#####   #
#########

#########
##### .##
##### $##
#####$ .#
#####   #
###   * #
### * +$#
#####   #
#########

#########
##### .##
##### $##
#####$ .#
##### $ #
###   + #
### * .$#
#####   #
#########

#########
##### .##
##### $##
#####$ .#
##### $ #
###  @. #
### * .$#
#####   #
#########

#########
##### .##
##### $##
#####$ .#
##### $ #
### @ . #
### * .$#
#####   #
#########

#########
##### .##
##### $##
#####$ .#
##### $ #
###@  . #
### * .$#
#####   #
#########

#########
##### .##
##### $##
#####$ .#
##### $ #
###   . #
###@* .$#
#####   #
#########

#########
##### .##
##### $##
#####$ .#
##### $ #
###   . #
### +$.$#
#####   #
#########

#########
##### .##
##### $##
#####$ .#
##### $ #
###   . #
### .@*$#
#####   #
#########

#########
##### .##
##### $##
#####$ .#
##### $ #
###  @. #
### . *$#
#####   #
#########

#########
##### .##
##### $##
#####$ .#
##### $ #
###   + #
### . *$#
#####   #
#########

#########
##### .##
##### $##
#####$ .#
##### $ #
###   .@#
### . *$#
#####   #
#########

#########
##### .##
##### $##
#####$ .#
##### $@#
###   . #
### . *$#
#####   #
#########

#########
##### .##
##### $##
#####$ +#
##### $ #
###   . #
### . *$#
#####   #
#########

#########
##### .##
##### $##
#####$@.#
##### $ #
###   . #
### . *$#
#####   #
#########

#########
##### *##
##### @##
#####$ .#
##### $ #
###   . #
### . *$#
#####   #
#########

#########
##### *##
#####@ ##
#####$ .#
##### $ #
###   . #
### . *$#
#####   #
#########

#########
##### *##
#####  ##
#####@ .#
#####$$ #
###   . #
### . *$#
#####   #
#########

#########
##### *##
#####  ##
#####  .#
#####@$ #
###  $. #
### . *$#
#####   #
#########

#########
##### *##
#####  ##
#####@ .#
##### $ #
###  $. #
### . *$#
#####   #
#########

#########
##### *##
#####  ##
##### @.#
##### $ #
###  $. #
### . *$#
#####   #
#########

#########
##### *##
#####  ##
#####  +#
##### $ #
###  $. #
### . *$#
#####   #
#########

#########
##### *##
#####  ##
#####  .#
##### $@#
###  $. #
### . *$#
#####   #
#########

#########
##### *##
#####  ##
#####  .#
##### $ #
###  $.@#
### . *$#
#####   #
#########

#########
##### *##
#####  ##
#####  .#
##### $ #
###  $+ #
### . *$#
#####   #
#########

#########
##### *##
#####  ##
##### $.#
##### @ #
###  $. #
### . *$#
#####   #
#########

#########
##### *##
#####  ##
##### $.#
#####   #
###  $+ #
### . *$#
#####   #
#########

#########
##### *##
#####  ##
##### $.#
#####   #
### $@. #
### . *$#
#####   #
#########

#########
##### *##
#####  ##
##### $.#
#####   #
### $ . #
### .@*$#
#####   #
#########

#########
##### *##
#####  ##
##### $.#
#####   #
### $ . #
### + *$#
#####   #
#########

#########
##### *##
#####  ##
##### $.#
#####   #
### $ . #
###@. *$#
#####   #
#########

#########
##### *##
#####  ##
##### $.#
#####   #
###@$ . #
### . *$#
#####   #
#########

#########
##### *##
#####  ##
##### $.#
#####   #
### @$. #
### . *$#
#####   #
#########

#########
##### *##
#####  ##
##### $.#
#####   #
###  @* #
### . *$#
#####   #
#########

#########
##### *##
#####  ##
##### $.#
#####   #
###   * #
### .@*$#
#####   #
#########

#########
##### *##
#####  ##
##### $.#
#####   #
###   * #
### . *$#
#####@  #
#########

#########
##### *##
#####  ##
##### $.#
#####   #
###   * #
### . *$#
##### @ #
#########

#########
##### *##
#####  ##
##### $.#
#####   #
###   * #
### . *$#
#####  @#
#########

#########
##### *##
#####  ##
##### $.#
#####   #
###   *$#
### . *@#
#####   #
#########

#########
##### *##
#####  ##
##### $.#
#####   #
###   *$#
### .$+ #
#####   #
#########

#########
##### *##
#####  ##
##### $.#
#####   #
###   *$#
### *@. #
#####   #
#########

#########
##### *##
#####  ##
##### $.#
#####   #
###   *$#
### * + #
#####   #
#########

#########
##### *##
#####  ##
##### $.#
#####   #
###   *$#
### * .@#
#####   #
#########

#########
##### *##
#####  ##
##### $.#
#####  $#
###   *@#
### * . #
#####   #
#########

#########
##### *##
#####  ##
##### $*#
#####  @#
###   * #
### * . #
#####   #
#########

#########
##### *##
#####  ##
##### $*#
##### @ #
###   * #
### * . #
#####   #
#########

#########
##### *##
#####  ##
##### $*#
#####   #
###   + #
### * * #
#####   #
#########

#########
##### *##
#####  ##
##### $*#
##### @ #
###   . #
### * * #
#####   #
#########

#########
##### *##
#####  ##
##### $*#
#####@  #
###   . #
### * * #
#####   #
#########

#########
##### *##
#####  ##
#####@$*#
#####   #
###   . #
### * * #
#####   #
#########

#########
##### *##
#####@ ##
##### $*#
#####   #
###   . #
### * * #
#####   #
#########

#########
##### *##
##### @##
##### $*#
#####   #
###   . #
### * * #
#####   #
#########

#########
##### *##
#####  ##
##### @*#
##### $ #
###   . #
### * * #
#####   #
#########

#########
##### *##
#####  ##
#####  *#
##### @ #
###   * #
### * * #
#####   #
#########

