rDDDDDuuLrddLruulUrdddlDuUddlddrUrUruLullDDRddlUruUruuullDDuurrdddrdLdlUdlluRdrruuuuullddDuRUdldDuuurruuullDurrdddldlddRdrUlUdrruLdlluuurrDDrdLuLUrdddlUddlUruruuuuuulldDuurrdddddddllluRdrruuullDDRUddrUruLddldlUluRdrruuuuuuullddDDDDRluuuuRlddddrdrUlluuRluurUdlddrUdlddrUdrruLdlluuurrDDrdLdldlUrruuLUluuurrDulldddrrdddlUdlluRdrruuullDDRUrrdLdlUluuuuurrdDDuLrdDLdddlUruuruulUrdddlUdddrUruLddllluRdrruuullDDRUrrdLuuuullDurrdddddlUddlUluRdrruuuuulldDDuRldDRluurUdlddrUddrUruLdllldRuuuurrDDLUddlddrUrUruLullDDRlldRurUdlddrUrUruL
Moves: 522
Pushes: 121
States created total: 678,592
Unique visited total: 132,457
Reached duplicates total: 545,855
Created but not reached total: 280

Depth          Created        Unique         Duplicates     Unknown (not reached)
72:            1,068          183            885            0
73:            1,189          178            1,011          0
74:            1,103          151            952            0
75:            928            135            793            0
76:            871            124            747            0
77:            848            129            719            0
78:            901            159            742            0
79:            1,104          173            931            0
80:            1,193          153            1,040          0
81:            1,054          125            929            0
82:            869            108            761            0
83:            802            106            696            0
84:            825            112            713            0
85:            862            105            757            0
86:            785            79             706            0
87:            560            47             513            0
88:            304            27             277            0
89:            166            18             148            0
90:            128            18             110            0
91:            151            22             129            0
92:            191            27             164            0
93:            234            31             203            0
94:            267            31             236            0
95:            251            33             218            0
96:            247            42             205            0
97:            319            54             265            0
98:            388            55             333            0
99:            368            41             327            0
100:           266            33             233            0
101:           218            30             188            0
102:           198            30             168            0
103:           216            37             179            0
104:           284            43             241            0
105:           348            37             311            0
106:           314            27             287            0
107:           225            18             207            0
108:           137            10             127            0
109:           78             11             67             0
110:           100            18             80             2
111:           161            22             133            6
112:           195            14             160            21
113:           114            10             79             25
114:           71             8              44             19
115:           52             4              31             17
116:           28             3              14             11
117:           31             4              10             17
118:           40             7              11             22
119:           70             7              9              54
120:           73             2              1              70
121:           17             1              0              16

 #####
 # + #
 #$.$#
 # * #
 # * #
 # * ##
## *  #
#  *  #
#    ##
##  ##
 ####

 #####
 # . #
 #$.@#
 # *$#
 # * #
 # * ##
## *  #
#  *  #
#    ##
##  ##
 ####

 #####
 # . #
 #$. #
 # *@#
 # *$#
 # * ##
## *  #
#  *  #
#    ##
##  ##
 ####

 #####
 # . #
 #$. #
 # * #
 # *@#
 # *$##
## *  #
#  *  #
#    ##
##  ##
 ####

 #####
 # . #
 #$. #
 # * #
 # * #
 # *@##
## *$ #
#  *  #
#    ##
##  ##
 ####

 #####
 # . #
 #$. #
 # * #
 # * #
 # * ##
## *@ #
#  *$ #
#    ##
##  ##
 ####

 #####
 # . #
 #$. #
 # * #
 #$+ #
 # * ##
## *  #
#  *$ #
#    ##
##  ##
 ####

 #####
 # . #
 #$. #
 # * #
 #$. #
 # * ##
##$+  #
#  *$ #
#    ##
##  ##
 ####

 #####
 # . #
 #$* #
 # + #
 #$. #
 # * ##
##$.  #
#  *$ #
#    ##
##  ##
 ####

 #####
 # . #
 #$* #
 # . #
 #$. #
 # * ##
##$.  #
#  +$ #
#  $ ##
##  ##
 ####

 #####
 # . #
 #$* #
 # . #
 #$* #
 # + ##
##$.  #
#  .$ #
#  $ ##
##  ##
 ####

 #####
 # . #
 #$* #
 # . #
 #$* #
 # . ##
##$.  #
#  *$ #
#  @ ##
##  ##
 ####

 #####
 # . #
 #$* #
 # . #
 #$* #
 # . ##
##$.$ #
#  *@ #
#    ##
##  ##
 ####

 #####
 # . #
 #$* #
 # . #
 #$* #
 # . ##
##$*@ #
#  *  #
#    ##
##  ##
 ####

 #####
 # . #
 #$* #
 # . #
 #$* #
 # . ##
##@*  #
# $*  #
#    ##
##  ##
 ####

 #####
 # . #
 #$* #
 # . #
 #$* #
 # . ##
## *  #
# @*  #
# $  ##
##  ##
 ####

 #####
 # . #
 #$* #
 # . #
 #$* #
 # . ##
## *  #
#  +$ #
# $  ##
##  ##
 ####

 #####
 # . #
 #$* #
 # . #
 #$* #
 # . ##
## *  #
# $.$ #
# @  ##
##  ##
 ####

 #####
 # . #
 #$* #
 # . #
 #$* #
 # * ##
## +  #
# $.$ #
#    ##
##  ##
 ####

 #####
 # . #
 #$* #
 # . #
 #@* #
 #$* ##
## .  #
# $.$ #
#    ##
##  ##
 ####

 #####
 # . #
 #$* #
 # . #
 # * #
 #@* ##
##$.  #
# $.$ #
#    ##
##  ##
 ####

 #####
 # . #
 #$* #
 # . #
 # * #
 # * ##
##$.  #
# $*@ #
#    ##
##  ##
 ####

 #####
 # . #
 #$* #
 # . #
 # * #
 # * ##
##$*  #
# $+  #
#    ##
##  ##
 ####

 #####
 # . #
 #$* #
 # . #
 # * #
 # * ##
##$*  #
# @*  #
#    ##
##  ##
 ####

 #####
 # . #
 #$* #
 # . #
 # * #
 # * ##
##@*  #
# $*  #
#    ##
##  ##
 ####

 #####
 # . #
 #$* #
 # . #
 # * #
 # +$##
## *  #
# $*  #
#    ##
##  ##
 ####

 #####
 # . #
 #$* #
 # * #
 # + #
 # .$##
## *  #
# $*  #
#    ##
##  ##
 ####

 #####
 # . #
 #$* #
 # * #
 # . #
 # .$##
## *  #
# @*  #
# $  ##
##  ##
 ####

 #####
 # . #
 #@* #
 #$* #
 # . #
 # .$##
## *  #
#  *  #
# $  ##
##  ##
 ####

 #####
 # . #
 # * #
 #$* #
 # . #
 # .$##
## *  #
#  +$ #
# $  ##
##  ##
 ####

 #####
 # . #
 # * #
 #$* #
 # . #
 # .$##
## *$ #
#  .@ #
# $  ##
##  ##
 ####

 #####
 # . #
 # * #
 #$* #
 # . #
 # *$##
## +$ #
#  .  #
# $  ##
##  ##
 ####

 #####
 # . #
 # * #
 #$* #
 # . #
 # *$##
## *@ #
#  .  #
# $  ##
##  ##
 ####

 #####
 # . #
 # * #
 #$* #
 # . #
 # *@##
## *$ #
#  .  #
# $  ##
##  ##
 ####

 #####
 # . #
 # * #
 #$* #
 # . #
 # * ##
## *@ #
#  .$ #
# $  ##
##  ##
 ####

 #####
 # . #
 # * #
 #$* #
 # . #
 # * ##
## *  #
#  *@ #
# $  ##
##  ##
 ####

 #####
 # . #
 # * #
 #$* #
 # . #
 # * ##
##$+  #
#  *  #
# $  ##
##  ##
 ####

 #####
 # . #
 # * #
 #$* #
 # * #
 # + ##
##$.  #
#  *  #
# $  ##
##  ##
 ####

 #####
 # . #
 # * #
 #$* #
 # * #
 # . ##
##$*  #
#  +  #
# $  ##
##  ##
 ####

 #####
 # . #
 # * #
 #$* #
 # * #
 # . ##
##$*  #
# $.  #
# @  ##
##  ##
 ####

 #####
 # . #
 # * #
 #@* #
 #$* #
 # . ##
##$*  #
# $.  #
#    ##
##  ##
 ####

 #####
 # . #
 # * #
 # * #
 #$* #
 # . ##
##$*  #
# @*  #
#    ##
##  ##
 ####

 #####
 # . #
 # * #
 # * #
 #$* #
 # . ##
##@*  #
# $*  #
#    ##
##  ##
 ####

 #####
 # . #
 # * #
 # * #
 #$* #
 # . ##
## *  #
# @*  #
# $  ##
##  ##
 ####

 #####
 # . #
 # * #
 # * #
 #$* #
 # . ##
## *  #
#  +$ #
# $  ##
##  ##
 ####

 #####
 # . #
 # * #
 # * #
 #$* #
 # * ##
## +  #
#  .$ #
# $  ##
##  ##
 ####

 #####
 # . #
 # * #
 # * #
 #$* #
 # * ##
## .$ #
#  .@ #
# $  ##
##  ##
 ####

 #####
 # . #
 # * #
 # * #
 #$* #
 # * ##
## *@ #
#  .  #
# $  ##
##  ##
 ####

 #####
 # . #
 # * #
 # * #
 #$* #
 # * ##
## *  #
# $.  #
# @  ##
##  ##
 ####

 #####
 # . #
 # * #
 # * #
 #$* #
 # * ##
## *  #
# @*  #
#    ##
##  ##
 ####

 #####
 # . #
 # * #
 # * #
 #@* #
 #$* ##
## *  #
#  *  #
#    ##
##  ##
 ####

 #####
 # . #
 # * #
 # * #
 # * #
 #@* ##
##$*  #
#  *  #
#    ##
##  ##
 ####

 #####
 # . #
 # * #
 # * #
 # * #
 # * ##
##@*  #
# $*  #
#    ##
##  ##
 ####

 #####
 # . #
 # * #
 # * #
 # * #
 # * ##
## *  #
# @*  #
# $  ##
##  ##
 ####

 #####
 # . #
 # * #
 # * #
 # * #
 # * ##
## *  #
#  +$ #
# $  ##
##  ##
 ####

 #####
 # . #
 # * #
 # +$#
 # * #
 # * ##
## *  #
#  .$ #
# $  ##
##  ##
 ####

 #####
 # . #
 # * #
 # .$#
 # * #
 # * ##
## *$ #
#  .@ #
# $  ##
##  ##
 ####

 #####
 # . #
 # * #
 # .$#
 # * #
 # +$##
## *$ #
#  .  #
# $  ##
##  ##
 ####

 #####
 # * #
 # + #
 # .$#
 # * #
 # .$##
## *$ #
#  .  #
# $  ##
##  ##
 ####

 #####
 # * #
 # . #
 # *$#
 # + #
 # .$##
## *$ #
#  .  #
# $  ##
##  ##
 ####

 #####
 # * #
 # . #
 # *$#
 # . #
 # *$##
## +$ #
#  .  #
# $  ##
##  ##
 ####

 #####
 # * #
 # . #
 # *$#
 # . #
 # *$##
## *@ #
#  .  #
# $  ##
##  ##
 ####

 #####
 # * #
 # . #
 # *$#
 # . #
 # *@##
## *$ #
#  .  #
# $  ##
##  ##
 ####

 #####
 # * #
 # . #
 # *$#
 # . #
 # * ##
## *@ #
#  .$ #
# $  ##
##  ##
 ####

 #####
 # * #
 # . #
 # *$#
 # . #
 # * ##
## *  #
#  *@ #
# $  ##
##  ##
 ####

 #####
 # * #
 # . #
 # *$#
 # . #
 # * ##
## *  #
# $*  #
# @  ##
##  ##
 ####

 #####
 # * #
 # . #
 # *$#
 # . #
 # * ##
##$+  #
# $*  #
#    ##
##  ##
 ####

 #####
 # * #
 # . #
 # *$#
 # * #
 # + ##
##$.  #
# $*  #
#    ##
##  ##
 ####

 #####
 # * #
 # . #
 # *@#
 # *$#
 # . ##
##$.  #
# $*  #
#    ##
##  ##
 ####

 #####
 # * #
 # . #
 # * #
 # *$#
 # . ##
##$*  #
# $+  #
#    ##
##  ##
 ####

 #####
 # * #
 # . #
 # * #
 # *$#
 # . ##
##$*  #
# @*  #
#    ##
##  ##
 ####

 #####
 # * #
 # . #
 # * #
 # *$#
 # . ##
##@*  #
# $*  #
#    ##
##  ##
 ####

 #####
 # * #
 # . #
 # * #
 # *$#
 # . ##
## *  #
# @*  #
# $  ##
##  ##
 ####

 #####
 # * #
 # . #
 # * #
 # *$#
 # . ##
## *  #
#  +$ #
# $  ##
##  ##
 ####

 #####
 # * #
 # . #
 # * #
 # *$#
 # * ##
## +  #
#  .$ #
# $  ##
##  ##
 ####

 #####
 # * #
 # . #
 # * #
 # *$#
 # * ##
## .  #
#  *@ #
# $  ##
##  ##
 ####

 #####
 # * #
 # . #
 # * #
 # *$#
 # * ##
## *  #
#  +  #
# $  ##
##  ##
 ####

 #####
 # * #
 # . #
 # * #
 # *@#
 # *$##
## *  #
#  .  #
# $  ##
##  ##
 ####

 #####
 # * #
 # . #
 # * #
 # * #
 # *@##
## *$ #
#  .  #
# $  ##
##  ##
 ####

 #####
 # * #
 # . #
 # * #
 #$+ #
 # * ##
## *$ #
#  .  #
# $  ##
##  ##
 ####

 #####
 # * #
 # . #
 # * #
 #$. #
 # * ##
## *@ #
#  .$ #
# $  ##
##  ##
 ####

 #####
 # * #
 # . #
 # * #
 #$. #
 # * ##
##$+  #
#  .$ #
# $  ##
##  ##
 ####

 #####
 # * #
 # . #
 # * #
 #$. #
 # * ##
##$.  #
# $.$ #
# @  ##
##  ##
 ####

 #####
 # * #
 # * #
 # + #
 #$. #
 # * ##
##$.  #
# $.$ #
#    ##
##  ##
 ####

 #####
 # * #
 # * #
 # . #
 #$* #
 # + ##
##$.  #
# $.$ #
#    ##
##  ##
 ####

 #####
 # * #
 # * #
 # . #
 #$* #
 # . ##
##$.$ #
# $.@ #
#    ##
##  ##
 ####

 #####
 # * #
 # * #
 # . #
 #$* #
 # . ##
##$*@ #
# $.  #
#    ##
##  ##
 ####

 #####
 # * #
 # * #
 # . #
 #$* #
 # . ##
##$*  #
# @*  #
#    ##
##  ##
 ####

 #####
 # * #
 # * #
 # . #
 #$* #
 # . ##
##@*  #
# $*  #
#    ##
##  ##
 ####

 #####
 # * #
 # * #
 # . #
 #$* #
 # . ##
## *  #
# @*  #
# $  ##
##  ##
 ####

 #####
 # * #
 # * #
 # . #
 #$* #
 # . ##
## *  #
#  +$ #
# $  ##
##  ##
 ####

 #####
 # * #
 # * #
 # . #
 #$* #
 # * ##
## +  #
#  .$ #
# $  ##
##  ##
 ####

 #####
 # * #
 # * #
 # . #
 #$* #
 # * ##
## .  #
#  *@ #
# $  ##
##  ##
 ####

 #####
 # * #
 # * #
 # . #
 #@* #
 #$* ##
## .  #
#  *  #
# $  ##
##  ##
 ####

 #####
 # * #
 # * #
 # . #
 # * #
 #$* ##
## *  #
#  +  #
# $  ##
##  ##
 ####

 #####
 # * #
 # * #
 # . #
 # * #
 #$* ##
## *  #
# $.  #
# @  ##
##  ##
 ####

 #####
 # * #
 # * #
 # . #
 # * #
 #$* ##
## *  #
# @*  #
#    ##
##  ##
 ####

 #####
 # * #
 # * #
 # . #
 # * #
 #@* ##
##$*  #
#  *  #
#    ##
##  ##
 ####

 #####
 # * #
 # * #
 # . #
 # * #
 # * ##
##@*  #
# $*  #
#    ##
##  ##
 ####

 #####
 # * #
 # * #
 # . #
 # * #
 # +$##
## *  #
# $*  #
#    ##
##  ##
 ####

 #####
 # * #
 # * #
 # . #
 # * #
 # .$##
## *  #
# @*  #
# $  ##
##  ##
 ####

 #####
 # * #
 # * #
 # . #
 # * #
 # .$##
## *  #
#  +$ #
# $  ##
##  ##
 ####

 #####
 # * #
 # * #
 # * #
 # + #
 # .$##
## *  #
#  .$ #
# $  ##
##  ##
 ####

 #####
 # * #
 # * #
 # * #
 # . #
 # *$##
## +  #
#  .$ #
# $  ##
##  ##
 ####

 #####
 # * #
 # * #
 # * #
 # . #
 # *$##
## .$ #
#  .@ #
# $  ##
##  ##
 ####

 #####
 # * #
 # * #
 # * #
 # . #
 # *$##
## *@ #
#  .  #
# $  ##
##  ##
 ####

 #####
 # * #
 # * #
 # * #
 # . #
 # *$##
## *  #
#  .  #
# @$ ##
##  ##
 ####

 #####
 # * #
 # * #
 # * #
 # . #
 # *@##
## *$ #
#  .  #
#  $ ##
##  ##
 ####

 #####
 # * #
 # * #
 # * #
 # . #
 # * ##
## *@ #
#  .$ #
#  $ ##
##  ##
 ####

 #####
 # * #
 # * #
 # * #
 # . #
 # * ##
##$+  #
#  .$ #
#  $ ##
##  ##
 ####

 #####
 # * #
 # * #
 # * #
 # * #
 # + ##
##$.  #
#  .$ #
#  $ ##
##  ##
 ####

 #####
 # * #
 # * #
 # * #
 # * #
 # . ##
##$.  #
#  *$ #
#  @ ##
##  ##
 ####

 #####
 # * #
 # * #
 # * #
 # * #
 # . ##
##$.$ #
#  *@ #
#    ##
##  ##
 ####

 #####
 # * #
 # * #
 # * #
 # * #
 # . ##
##$*@ #
#  *  #
#    ##
##  ##
 ####

 #####
 # * #
 # * #
 # * #
 # * #
 # . ##
##@*  #
# $*  #
#    ##
##  ##
 ####

 #####
 # * #
 # * #
 # * #
 # * #
 # . ##
## *  #
# @*  #
# $  ##
##  ##
 ####

 #####
 # * #
 # * #
 # * #
 # * #
 # . ##
## *  #
#  +$ #
# $  ##
##  ##
 ####

 #####
 # * #
 # * #
 # * #
 # * #
 # . ##
## *  #
#  .$ #
# @$ ##
##  ##
 ####

 #####
 # * #
 # * #
 # * #
 # * #
 # * ##
## +  #
#  .$ #
#  $ ##
##  ##
 ####

 #####
 # * #
 # * #
 # * #
 # * #
 # * ##
## .  #
#  *$ #
#  @ ##
##  ##
 ####

 #####
 # * #
 # * #
 # * #
 # * #
 # * ##
## .$ #
#  *@ #
#    ##
##  ##
 ####

 #####
 # * #
 # * #
 # * #
 # * #
 # * ##
## *@ #
#  *  #
#    ##
##  ##
 ####

