ullURuUruulDDDDldRRddllllluuuuurRRlldddlddrrrrruuluuUdddrddllllUUddrrrrurruLddllllluuUdddrrrruruuLDrddllllluuuluurrrrdDrdDrdLLLLrrruuulldRuuullllddddddrUrrrruruulllUrdrrdddlllllUdrrrruruulluuruulDDDDrDrddllllluUluuurrRdrdrdDuulldRurDrddLLLLrrrruuullululllddddddrUrrrrruulDrdLLLLrrruuuluUddrdddlllLdlUrrrrruuuluuruulDDDDldRurrdddlllllUdrrrruruulDrddllllllUrdrrrrruulDrdLLLLLulldRurDrrrruuuluullllddDuuurrrrddrdddlllllluR
Moves: 419
Pushes: 69
States created total: 655,527
Unique visited total: 147,595
Reached duplicates total: 421,933
Created but not reached total: 85,999

Depth          Created        Unique         Duplicates     Unknown (not reached)
43:            20,142         3,785          13,240         3,117
44:            18,337         3,425          11,935         2,977
45:            16,330         3,037          10,671         2,622
46:            14,387         2,695          9,389          2,303
47:            12,855         2,402          8,342          2,111
48:            11,521         2,127          7,412          1,982
49:            10,247         1,846          6,500          1,901
50:            8,718          1,614          5,482          1,622
51:            7,561          1,401          4,719          1,441
52:            6,483          1,194          4,003          1,286
53:            5,538          1,013          3,402          1,123
54:            4,636          841            2,790          1,005
55:            3,801          684            2,253          864
56:            2,943          543            1,680          720
57:            2,263          415            1,222          626
58:            1,580          307            812            461
59:            1,081          230            539            312
60:            743            172            365            206
61:            515            125            248            142
62:            321            86             152            83
63:            212            58             99             55
64:            142            37             60             45
65:            101            20             43             38
66:            55             10             17             28
67:            27             2              5              20
68:            5              1              1              3
69:            3              1              0              2

     ####
     #  #
 #####  #
 #  $ $ #
 # .#  ###
 # .#$$  ##
## .#     #
#  *###@  #
#        ##
## .######
 ####

     ####
     #  #
 #####  #
 #  $ $ #
 # .#$ ###
 # .#@$  ##
## .#     #
#  *###   #
#        ##
## .######
 ####

     ####
     #  #
 #####  #
 #  $ $ #
 # .#$ ###
 # .# @$ ##
## .#     #
#  *###   #
#        ##
## .######
 ####

     ####
     #  #
 #####$ #
 #  $ @ #
 # .#$ ###
 # .#  $ ##
## .#     #
#  *###   #
#        ##
## .######
 ####

     ####
     #  #
 #####@ #
 #  $ $ #
 # .#$ ###
 # .#  $ ##
## .#     #
#  *###   #
#        ##
## .######
 ####

     ####
     #  #
 #####  #
 #  $ @ #
 # .#$$###
 # .#  $ ##
## .#     #
#  *###   #
#        ##
## .######
 ####

     ####
     #  #
 #####  #
 #  $   #
 # .#$@###
 # .# $$ ##
## .#     #
#  *###   #
#        ##
## .######
 ####

     ####
     #  #
 #####  #
 #  $   #
 # .#$ ###
 # .# @$ ##
## .# $   #
#  *###   #
#        ##
## .######
 ####

     ####
     #  #
 #####  #
 #  $   #
 # .#$ ###
 # .#  $ ##
## .# @$  #
#  *###   #
#        ##
## .######
 ####

     ####
     #  #
 #####  #
 #  $   #
 # .#$ ###
 # .#  $ ##
## .#  @$ #
#  *###   #
#        ##
## .######
 ####

     ####
     #  #
 #####  #
 #  @$  #
 # .#$ ###
 # .#  $ ##
## .#   $ #
#  *###   #
#        ##
## .######
 ####

     ####
     #  #
 #####  #
 #   @$ #
 # .#$ ###
 # .#  $ ##
## .#   $ #
#  *###   #
#        ##
## .######
 ####

     ####
     #  #
 #####$ #
 #    @ #
 # .#$ ###
 # .#  $ ##
## .#   $ #
#  *###   #
#        ##
## .######
 ####

     ####
     #  #
 #####$ #
 #      #
 # .#$ ###
 # .#  $ ##
## *#   $ #
#  +###   #
#        ##
## .######
 ####

     ####
     #  #
 #####$ #
 #      #
 # .#$ ###
 # *#  $ ##
## +#   $ #
#  .###   #
#        ##
## .######
 ####

     ####
     #  #
 #####$ #
 #      #
 # .#$ ###
 # *#  $ ##
## .#  $@ #
#  .###   #
#        ##
## .######
 ####

     ####
     #  #
 #####$ #
 #      #
 # *#$ ###
 # +#  $ ##
## .#  $  #
#  .###   #
#        ##
## .######
 ####

     ####
     #  #
 #####$ #
 #      #
 # *#$ ###
 # .# $@ ##
## .#  $  #
#  .###   #
#        ##
## .######
 ####

     ####
     #  #
 #####$ #
 #      #
 # *#$ ###
 # .# $  ##
## .#  @  #
#  .###$  #
#        ##
## .######
 ####

     ####
     #  #
 #####$ #
 #      #
 # *#$ ###
 # .# @  ##
## .# $   #
#  .###$  #
#        ##
## .######
 ####

     ####
     #  #
 #####$ #
 #      #
 # *#$ ###
 # .#    ##
## .# $   #
#  .###@  #
#      $ ##
## .######
 ####

     ####
     #  #
 #####$ #
 #      #
 # *#$ ###
 # .#    ##
## .# $   #
#  .###   #
#     $@ ##
## .######
 ####

     ####
     #  #
 #####$ #
 #      #
 # *#$ ###
 # .#    ##
## .# $   #
#  .###   #
#    $@  ##
## .######
 ####

     ####
     #  #
 #####$ #
 #      #
 # *#$ ###
 # .#    ##
## .# $   #
#  .###   #
#   $@   ##
## .######
 ####

     ####
     #  #
 #####$ #
 #      #
 # *#$ ###
 # .#    ##
## .# $   #
#  .###   #
#  $@    ##
## .######
 ####

     ####
     #  #
 #####$ #
 #      #
 # *#$ ###
 # .#    ##
## .# @$  #
#  .###   #
#  $     ##
## .######
 ####

     ####
     #  #
 #####$ #
 #      #
 # *#$ ###
 # .#    ##
## .#  $  #
#  *###   #
#  @     ##
## .######
 ####

     ####
     #  #
 #####$ #
 #   $  #
 # *#@ ###
 # .#    ##
## .#  $  #
#  *###   #
#        ##
## .######
 ####

     ####
     #  #
 #####$ #
 #   $  #
 # *#  ###
 # .#    ##
## *#  $  #
#  +###   #
#        ##
## .######
 ####

     ####
     #  #
 #####@ #
 #   $$ #
 # *#  ###
 # .#    ##
## *#  $  #
#  .###   #
#        ##
## .######
 ####

     ####
     #  #
 #####  #
 #   $@ #
 # *# $###
 # .#    ##
## *#  $  #
#  .###   #
#        ##
## .######
 ####

     ####
     #  #
 #####  #
 #   $  #
 # *# @###
 # .# $  ##
## *#  $  #
#  .###   #
#        ##
## .######
 ####

     ####
     #  #
 #####  #
 #   $  #
 # *#  ###
 # .# @  ##
## *# $$  #
#  .###   #
#        ##
## .######
 ####

     ####
     #  #
 #####  #
 #   $  #
 # *#  ###
 # .#    ##
## *# $@  #
#  .###$  #
#        ##
## .######
 ####

     ####
     #  #
 #####  #
 #   $  #
 # *#  ###
 # *#    ##
## +# $   #
#  .###$  #
#        ##
## .######
 ####

     ####
     #  #
 #####  #
 #   @$ #
 # *#  ###
 # *#    ##
## .# $   #
#  .###$  #
#        ##
## .######
 ####

     ####
     #  #
 #####  #
 #    $ #
 # *#  ###
 # *#    ##
## .# $   #
#  .###@  #
#      $ ##
## .######
 ####

     ####
     #  #
 #####  #
 #    $ #
 # *#  ###
 # *#    ##
## .# @$  #
#  .###   #
#      $ ##
## .######
 ####

     ####
     #  #
 #####  #
 #    $ #
 # *#  ###
 # *#    ##
## .#  @  #
#  .###$  #
#      $ ##
## .######
 ####

     ####
     #  #
 #####  #
 #    $ #
 # *#  ###
 # *#    ##
## .#     #
#  .###$  #
#     $@ ##
## .######
 ####

     ####
     #  #
 #####  #
 #    $ #
 # *#  ###
 # *#    ##
## .#     #
#  .###$  #
#    $@  ##
## .######
 ####

     ####
     #  #
 #####  #
 #    $ #
 # *#  ###
 # *#    ##
## .#     #
#  .###$  #
#   $@   ##
## .######
 ####

     ####
     #  #
 #####  #
 #    $ #
 # *#  ###
 # *#    ##
## .#     #
#  .###$  #
#  $@    ##
## .######
 ####

     ####
     #  #
 #####  #
 #    $ #
 # *#  ###
 # *#    ##
## .#     #
#  *###$  #
#  @     ##
## .######
 ####

     ####
     #  #
 #####  #
 #    $ #
 # *#  ###
 # *#    ##
## .#     #
#  *###@  #
#      $ ##
## .######
 ####

     ####
     #  #
 #####  #
 #    $ #
 # *#  ###
 # *#    ##
## .#     #
#  *###   #
#     $@ ##
## .######
 ####

     ####
     #  #
 #####  #
 #    $ #
 # *#  ###
 # *#    ##
## .#     #
#  *###   #
#    $@  ##
## .######
 ####

     ####
     #  #
 #####  #
 #    $ #
 # *#  ###
 # *#    ##
## .#     #
#  *###   #
#   $@   ##
## .######
 ####

     ####
     #  #
 #####  #
 #    $ #
 # *#  ###
 # *#    ##
## .#     #
#  *###   #
#  $@    ##
## .######
 ####

     ####
     #  #
 #####$ #
 #    @ #
 # *#  ###
 # *#    ##
## .#     #
#  *###   #
#  $     ##
## .######
 ####

     ####
     #  #
 #####$ #
 #      #
 # *#  ###
 # *#    ##
## .#     #
#  *###   #
# $@     ##
## .######
 ####

     ####
     #  #
 #####$ #
 #      #
 # *#  ###
 # *#    ##
## .#     #
# $*###   #
# @      ##
## .######
 ####

     ####
     #  #
 #####@ #
 #    $ #
 # *#  ###
 # *#    ##
## .#     #
# $*###   #
#        ##
## .######
 ####

     ####
     #  #
 #####  #
 #    @ #
 # *# $###
 # *#    ##
## .#     #
# $*###   #
#        ##
## .######
 ####

     ####
     #  #
 #####  #
 #      #
 # *# @###
 # *# $  ##
## .#     #
# $*###   #
#        ##
## .######
 ####

     ####
     #  #
 #####  #
 #      #
 # *#  ###
 # *# @  ##
## .# $   #
# $*###   #
#        ##
## .######
 ####

     ####
     #  #
 #####  #
 #      #
 # *#  ###
 # *#    ##
## .# @$  #
# $*###   #
#        ##
## .######
 ####

     ####
     #  #
 #####  #
 #      #
 # *#  ###
 # *#    ##
## *#  $  #
# $+###   #
#        ##
## .######
 ####

     ####
     #  #
 #####  #
 #      #
 # *#  ###
 # *#    ##
## *#  @  #
# $.###$  #
#        ##
## .######
 ####

     ####
     #  #
 #####  #
 #      #
 # *#  ###
 # *#    ##
##$*#     #
# @.###$  #
#        ##
## .######
 ####

     ####
     #  #
 #####  #
 #      #
 # *#  ###
 # *#    ##
##$*#     #
#  .###@  #
#      $ ##
## .######
 ####

     ####
     #  #
 #####  #
 #      #
 # *#  ###
 # *#    ##
##$*#     #
#  .###   #
#     $@ ##
## .######
 ####

     ####
     #  #
 #####  #
 #      #
 # *#  ###
 # *#    ##
##$*#     #
#  .###   #
#    $@  ##
## .######
 ####

     ####
     #  #
 #####  #
 #      #
 # *#  ###
 # *#    ##
##$*#     #
#  .###   #
#   $@   ##
## .######
 ####

     ####
     #  #
 #####  #
 #      #
 # *#  ###
 # *#    ##
##$*#     #
#  .###   #
#  $@    ##
## .######
 ####

     ####
     #  #
 #####  #
 #      #
 # *#  ###
 # *#    ##
##$*#     #
#  .###   #
# $@     ##
## .######
 ####

     ####
     #  #
 #####  #
 #      #
 # *#  ###
 # *#    ##
##$*#     #
#  .###   #
# @$     ##
## .######
 ####

     ####
     #  #
 #####  #
 #      #
 # *#  ###
 # *#    ##
##$*#     #
#  .###   #
#  @     ##
## *######
 ####

     ####
     #  #
 #####  #
 #      #
 # *#  ###
 # *#    ##
##@*#     #
# $.###   #
#        ##
## *######
 ####

     ####
     #  #
 #####  #
 #      #
 # *#  ###
 # *#    ##
## *#     #
# @*###   #
#        ##
## *######
 ####

