uuuullluLuUruLddlDDurrUrruuululllldddlddddrRuuuruuLrddrrruuululllldDrrrDRdrUUdlllddrdrrruruuuulLdddlDldRRluuuruurrddddlDDDrddlUUUU
Moves: 130
Pushes: 24
States created total: 6,589,995
Unique visited total: 1,149,195
Reached duplicates total: 4,570,763
Created but not reached total: 870,037

Depth          Created        Unique         Duplicates     Unknown (not reached)
88:            98,426         21,643         76,783         0
89:            113,946        21,850         92,096         0
90:            101,856        21,678         80,178         0
91:            118,331        22,106         96,225         0
92:            105,420        21,777         83,643         0
93:            122,019        22,413         99,606         0
94:            109,264        21,979         87,285         0
95:            124,771        22,232         102,539        0
96:            111,557        21,796         89,761         0
97:            127,771        22,201         105,570        0
98:            113,930        21,631         92,299         0
99:            130,302        21,860         108,442        0
100:           114,746        21,160         93,586         0
101:           130,981        21,363         109,618        0
102:           115,055        20,466         94,589         0
103:           131,179        20,776         110,403        0
104:           113,469        19,521         93,948         0
105:           129,225        20,135         109,090        0
106:           110,846        18,787         92,059         0
107:           126,888        19,422         107,461        5
108:           108,386        17,921         90,453         12
109:           124,250        18,800         105,406        44
110:           105,377        17,311         87,957         109
111:           121,398        18,372         102,631        395
112:           102,841        16,644         85,040         1,157
113:           118,467        16,941         97,582         3,944
114:           99,719         14,446         77,791         7,482
115:           114,862        13,543         84,510         16,809
116:           94,997         10,243         61,715         23,039
117:           107,305        8,633          61,800         36,872
118:           86,646         5,852          40,285         40,509
119:           96,490         4,998          38,904         52,588
120:           76,598         2,797          22,107         51,694
121:           83,340         2,306          19,377         61,657
122:           64,845         1,183          9,148          54,514
123:           70,748         766            6,344          63,638
124:           54,364         307            2,644          51,413
125:           58,602         147            1,233          57,222
126:           45,076         66             489            44,521
127:           47,515         8              162            47,345
128:           36,779         14             54             36,711
129:           37,336         1              2              37,333
130:           28,658         1              0              28,657
131:           27,998         0              0              27,998
132:           20,935         0              0              20,935
133:           20,265         0              0              20,265
134:           15,265         0              0              15,265
135:           14,052         0              0              14,052
136:           10,574         0              0              10,574
137:           9,553          0              0              9,553
138:           7,126          0              0              7,126
139:           6,474          0              0              6,474
140:           4,587          0              0              4,587
141:           4,079          0              0              4,079
142:           2,966          0              0              2,966
143:           2,539          0              0              2,539
144:           1,838          0              0              1,838
145:           1,284          0              0              1,284
146:           1,048          0              0              1,048
147:           624            0              0              624
148:           522            0              0              522
149:           271            0              0              271
150:           172            0              0              172
151:           105            0              0              105
152:           55             0              0              55
153:           23             0              0              23
154:           11             0              0              11
155:           1              0              0              1

 #######
 #     ####
 # ###.   #
##    # # #
# .#$ $ # #
# #  *  # #
# # $ $#. #
# # #    ##
#   .### ##
####      #
   #####  #
       #@ #
       ####

 #######
 #     ####
 # ###.   #
##    # # #
# .#$ $ # #
# #  *  # #
# #$@ $#. #
# # #    ##
#   .### ##
####      #
   #####  #
       #  #
       ####

 #######
 #     ####
 # ###.   #
##  $ # # #
# .#@ $ # #
# #  *  # #
# #$  $#. #
# # #    ##
#   .### ##
####      #
   #####  #
       #  #
       ####

 #######
 #     ####
 # ###.   #
## $@ # # #
# .#  $ # #
# #  *  # #
# #$  $#. #
# # #    ##
#   .### ##
####      #
   #####  #
       #  #
       ####

 #######
 #     ####
 # ###.   #
## $  # # #
# .#  $ # #
# #  *  # #
# #@  $#. #
# #$#    ##
#   .### ##
####      #
   #####  #
       #  #
       ####

 #######
 #     ####
 # ###.   #
## $  # # #
# .#  $ # #
# #  *  # #
# #   $#. #
# #@#    ##
#  $.### ##
####      #
   #####  #
       #  #
       ####

 #######
 #     ####
 # ###.   #
## $  # # #
# .# $$ # #
# #  +  # #
# #   $#. #
# # #    ##
#  $.### ##
####      #
   #####  #
       #  #
       ####

 #######
 #     ####
 # ###.   #
## $  # # #
# .# $$ # #
# #  .  # #
# #   $#. #
# # #    ##
#  @*### ##
####      #
   #####  #
       #  #
       ####

 #######
 #     ####
 # ###.   #
##$@  # # #
# .# $$ # #
# #  .  # #
# #   $#. #
# # #    ##
#   *### ##
####      #
   #####  #
       #  #
       ####

 #######
 #     ####
 # ###.   #
##@   # # #
# *# $$ # #
# #  .  # #
# #   $#. #
# # #    ##
#   *### ##
####      #
   #####  #
       #  #
       ####

 #######
 #     ####
 # ###.   #
##    # # #
# *# @$ # #
# #  *  # #
# #   $#. #
# # #    ##
#   *### ##
####      #
   #####  #
       #  #
       ####

 #######
 #     ####
 # ###.   #
##    # # #
# *#  @$# #
# #  *  # #
# #   $#. #
# # #    ##
#   *### ##
####      #
   #####  #
       #  #
       ####

 #######
 #     ####
 # ###.   #
##    #$# #
# *#   @# #
# #  *  # #
# #   $#. #
# # #    ##
#   *### ##
####      #
   #####  #
       #  #
       ####

 #######
 #     ####
 # ###.$  #
##    #@# #
# *#    # #
# #  *  # #
# #   $#. #
# # #    ##
#   *### ##
####      #
   #####  #
       #  #
       ####

 #######
 #     ####
 # ###*@  #
##    # # #
# *#    # #
# #  *  # #
# #   $#. #
# # #    ##
#   *### ##
####      #
   #####  #
       #  #
       ####

 #######
 #     ####
 # ###*   #
##    # # #
# *#    # #
# #  *  # #
# #   @#. #
# # # $  ##
#   *### ##
####      #
   #####  #
       #  #
       ####

 #######
 #     ####
 # ###*   #
##    # # #
# *#    # #
# #  *  # #
# #    #. #
# # # @$ ##
#   *### ##
####      #
   #####  #
       #  #
       ####

 #######
 #     ####
 # ###*   #
##    # # #
# *#    # #
# #  *  # #
# #    #. #
# # #  @$##
#   *### ##
####      #
   #####  #
       #  #
       ####

 #######
 #     ####
 # ###*   #
##    # # #
# *#    # #
# #  *  # #
# #    #. #
# # #   @##
#   *###$##
####      #
   #####  #
       #  #
       ####

 #######
 #     ####
 # ###*   #
##    # # #
# *#    # #
# #  *  # #
# #    #. #
# # #    ##
#   *###@##
####    $ #
   #####  #
       #  #
       ####

 #######
 #     ####
 # ###*   #
##    # # #
# *#    # #
# #  *  # #
# #    #. #
# # #    ##
#   *### ##
####    @ #
   #####$ #
       #  #
       ####

 #######
 #     ####
 # ###*   #
##    # # #
# *#    # #
# #  *  # #
# #    #. #
# # #    ##
#   *### ##
####    $ #
   #####@ #
       #  #
       ####

 #######
 #     ####
 # ###*   #
##    # # #
# *#    # #
# #  *  # #
# #    #. #
# # #    ##
#   *###$##
####    @ #
   #####  #
       #  #
       ####

 #######
 #     ####
 # ###*   #
##    # # #
# *#    # #
# #  *  # #
# #    #. #
# # #   $##
#   *###@##
####      #
   #####  #
       #  #
       ####

 #######
 #     ####
 # ###*   #
##    # # #
# *#    # #
# #  *  # #
# #    #* #
# # #   @##
#   *### ##
####      #
   #####  #
       #  #
       ####

