ullluuuLUllDlldddrRRRRRRRRRRRRlllllllluuululldDDuulldddrRRRRRRRRRRRRlllllllluuulLuuurDDllDDDuulldddrRRRRRRRRRRRRlllllllluuuLLulDDDuulldddrRRRRRRRRRRRRlllllllluuuluuullDDDDDuulldddrRRRRRRRRRRRRlllllllllllllulldRRRRRRRRRRRRRRR
Moves: 224
Pushes: 96
States created total: 5,969,308
Unique visited total: 1,393,141
Reached duplicates total: 4,539,842
Created but not reached total: 36,325

Depth          Created        Unique         Duplicates     Unknown (not reached)
89:            58,533         16,287         42,246         0
90:            58,870         16,262         42,608         0
91:            61,925         16,996         44,929         0
92:            62,414         16,978         45,436         0
93:            65,642         17,789         47,853         0
94:            65,502         17,582         47,920         0
95:            69,070         18,436         50,634         0
96:            68,668         18,171         50,497         0
97:            72,390         18,986         53,404         0
98:            71,580         18,610         52,970         0
99:            75,450         19,452         55,998         0
100:           73,818         18,959         54,859         0
101:           78,106         19,845         58,261         0
102:           76,268         19,307         56,961         0
103:           80,792         20,303         60,489         0
104:           78,403         19,533         58,870         0
105:           83,075         20,544         62,531         0
106:           80,150         19,652         60,498         0
107:           84,843         20,684         64,159         0
108:           81,842         19,703         62,139         0
109:           86,401         20,741         65,660         0
110:           82,871         19,703         63,168         0
111:           87,618         20,702         66,916         0
112:           83,617         19,502         64,115         0
113:           88,088         20,488         67,600         0
114:           84,061         19,206         64,855         0
115:           88,273         20,106         68,167         0
116:           83,598         18,807         64,791         0
117:           88,104         19,688         68,416         0
118:           83,252         18,406         64,846         0
119:           87,466         19,168         68,298         0
120:           82,443         17,957         64,486         0
121:           86,262         18,589         67,673         0
122:           81,171         17,462         63,709         0
123:           84,875         17,944         66,931         0
124:           79,400         16,804         62,596         0
125:           83,159         17,207         65,951         1
126:           77,422         16,146         61,272         4
127:           80,885         16,341         64,535         9
128:           75,215         15,399         59,802         14
129:           78,363         15,454         62,873         36
130:           72,463         14,559         57,857         47
131:           75,515         14,488         60,923         104
132:           69,787         13,713         55,937         137
133:           72,361         13,605         58,569         187
134:           66,635         12,894         53,518         223
135:           69,113         12,600         56,286         227
136:           63,459         11,977         51,173         309
137:           65,518         11,667         53,599         252
138:           60,185         10,990         48,860         335
139:           61,483         10,633         50,535         315
140:           56,465         9,983          46,067         415
141:           57,386         9,609          47,410         367
142:           52,330         8,977          42,839         514
143:           53,108         8,616          44,015         477
144:           48,446         8,093          39,728         625
145:           48,763         7,689          40,512         562
146:           44,612         7,241          36,617         754
147:           44,613         6,830          37,162         621
148:           40,810         6,496          33,543         771
149:           40,431         6,046          33,731         654
150:           37,028         5,755          30,524         749
151:           36,460         5,283          30,530         647
152:           33,169         5,027          27,424         718
153:           32,740         4,597          27,543         600
154:           29,853         4,471          24,709         673
155:           29,339         4,052          24,755         532
156:           26,600         3,966          22,006         628
157:           25,962         3,526          21,924         512
158:           23,647         3,499          19,594         554
159:           22,790         3,083          19,273         434
160:           20,875         3,068          17,319         488
161:           20,016         2,665          16,999         352
162:           18,247         2,677          15,165         405
163:           17,571         2,310          14,956         305
164:           16,043         2,368          13,394         281
165:           15,430         2,005          13,176         249
166:           14,126         2,071          11,822         233
167:           13,508         1,737          11,520         251
168:           12,320         1,798          10,263         259
169:           11,698         1,476          9,952          270
170:           10,652         1,509          8,869          274
171:           9,971          1,238          8,447          286
172:           9,222          1,284          7,636          302
173:           8,627          1,066          7,301          260
174:           7,965          1,111          6,547          307
175:           7,427          891            6,197          339
176:           6,976          926            5,659          391
177:           6,372          754            5,211          407
178:           5,962          786            4,722          454
179:           5,481          635            4,375          471
180:           5,048          663            3,918          467
181:           4,618          534            3,582          502
182:           4,256          561            3,184          511
183:           3,879          447            2,878          554
184:           3,549          464            2,573          512
185:           3,268          370            2,362          536
186:           2,954          375            2,063          516
187:           2,722          305            1,866          551
188:           2,472          316            1,645          511
189:           2,284          257            1,415          612
190:           2,041          254            1,300          487
191:           1,904          207            1,058          639
192:           1,684          199            966            519
193:           1,550          166            751            633
194:           1,390          151            685            554
195:           1,273          136            478            659
196:           1,133          123            459            551
197:           1,051          108            292            651
198:           917            113            259            545
199:           870            92             188            590
200:           723            71             133            519
201:           674            54             97             523
202:           552            48             76             428
203:           502            40             48             414
204:           415            34             37             344
205:           393            30             35             328
206:           308            22             19             267
207:           307            21             10             276
208:           242            18             7              217
209:           242            12             3              227
210:           174            9              0              165
211:           170            7              1              162
212:           123            6              0              117
213:           124            5              1              118
214:           98             5              0              93
215:           95             4              0              91
216:           60             3              0              57
217:           51             3              0              48
218:           55             2              0              53
219:           42             2              0              40
220:           28             2              0              26
221:           28             1              0              27
222:           19             1              0              18
223:           14             1              0              13
224:           12             1              0              11
225:           13             0              0              13
226:           4              0              0              4
227:           10             0              0              10
228:           6              0              0              6
229:           6              0              0              6
230:           3              0              0              3
231:           4              0              0              4
232:           3              0              0              3
233:           1              0              0              1
234:           2              0              0              2

    #####
    #   #
    #$  #
  ###  $##
  #  $ $ #
### # ## #   ######
#   # ## #####    #
# $  $           r#
##### ### #@##    #
    #     #########
    #######

    #####
    #   #
    #$  #
  ###  $##
  #  $$@ #
### # ## #   ######
#   # ## #####    #
# $  $           r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###  @##
  #  $$  #
### # ## #   ######
#   # ## #####    #
# $  $           r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###   ##
  #  @$  #
### #$## #   ######
#   # ## #####    #
# $  $           r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###   ##
  #   $  #
### #$## #   ######
#   # ## #####    #
# $  @$          r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###   ##
  #   $  #
### #$## #   ######
#   # ## #####    #
# $   @$         r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###   ##
  #   $  #
### #$## #   ######
#   # ## #####    #
# $    @$        r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###   ##
  #   $  #
### #$## #   ######
#   # ## #####    #
# $     @$       r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###   ##
  #   $  #
### #$## #   ######
#   # ## #####    #
# $      @$      r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###   ##
  #   $  #
### #$## #   ######
#   # ## #####    #
# $       @$     r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###   ##
  #   $  #
### #$## #   ######
#   # ## #####    #
# $        @$    r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###   ##
  #   $  #
### #$## #   ######
#   # ## #####    #
# $         @$   r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###   ##
  #   $  #
### #$## #   ######
#   # ## #####    #
# $          @$  r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###   ##
  #   $  #
### #$## #   ######
#   # ## #####    #
# $           @$ r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###   ##
  #   $  #
### #$## #   ######
#   # ## #####    #
# $            @$r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###   ##
  #   $  #
### #$## #   ######
#   # ## #####    #
# $             @r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###   ##
  #   $  #
### #@## #   ######
#   #$## #####    #
# $              r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###   ##
  #   $  #
### # ## #   ######
#   #@## #####    #
# $  $           r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###   ##
  #   $  #
### # ## #   ######
#   # ## #####    #
# $  @$          r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###   ##
  #   $  #
### # ## #   ######
#   # ## #####    #
# $   @$         r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###   ##
  #   $  #
### # ## #   ######
#   # ## #####    #
# $    @$        r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###   ##
  #   $  #
### # ## #   ######
#   # ## #####    #
# $     @$       r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###   ##
  #   $  #
### # ## #   ######
#   # ## #####    #
# $      @$      r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###   ##
  #   $  #
### # ## #   ######
#   # ## #####    #
# $       @$     r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###   ##
  #   $  #
### # ## #   ######
#   # ## #####    #
# $        @$    r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###   ##
  #   $  #
### # ## #   ######
#   # ## #####    #
# $         @$   r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###   ##
  #   $  #
### # ## #   ######
#   # ## #####    #
# $          @$  r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###   ##
  #   $  #
### # ## #   ######
#   # ## #####    #
# $           @$ r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###   ##
  #   $  #
### # ## #   ######
#   # ## #####    #
# $            @$r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###   ##
  #   $  #
### # ## #   ######
#   # ## #####    #
# $             @r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###   ##
  #  $@  #
### # ## #   ######
#   # ## #####    #
# $              r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #$ @#
  ###  $##
  #  $   #
### # ## #   ######
#   # ## #####    #
# $              r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #$  #
  ###  @##
  #  $ $ #
### # ## #   ######
#   # ## #####    #
# $              r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #$  #
  ###   ##
  #  @ $ #
### #$## #   ######
#   # ## #####    #
# $              r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #$  #
  ###   ##
  #    $ #
### #@## #   ######
#   #$## #####    #
# $              r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #$  #
  ###   ##
  #    $ #
### # ## #   ######
#   #@## #####    #
# $  $           r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #$  #
  ###   ##
  #    $ #
### # ## #   ######
#   # ## #####    #
# $  @$          r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #$  #
  ###   ##
  #    $ #
### # ## #   ######
#   # ## #####    #
# $   @$         r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #$  #
  ###   ##
  #    $ #
### # ## #   ######
#   # ## #####    #
# $    @$        r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #$  #
  ###   ##
  #    $ #
### # ## #   ######
#   # ## #####    #
# $     @$       r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #$  #
  ###   ##
  #    $ #
### # ## #   ######
#   # ## #####    #
# $      @$      r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #$  #
  ###   ##
  #    $ #
### # ## #   ######
#   # ## #####    #
# $       @$     r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #$  #
  ###   ##
  #    $ #
### # ## #   ######
#   # ## #####    #
# $        @$    r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #$  #
  ###   ##
  #    $ #
### # ## #   ######
#   # ## #####    #
# $         @$   r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #$  #
  ###   ##
  #    $ #
### # ## #   ######
#   # ## #####    #
# $          @$  r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #$  #
  ###   ##
  #    $ #
### # ## #   ######
#   # ## #####    #
# $           @$ r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #$  #
  ###   ##
  #    $ #
### # ## #   ######
#   # ## #####    #
# $            @$r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #$  #
  ###   ##
  #    $ #
### # ## #   ######
#   # ## #####    #
# $             @r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #$  #
  ###   ##
  #   $@ #
### # ## #   ######
#   # ## #####    #
# $              r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #$  #
  ###   ##
  #  $@  #
### # ## #   ######
#   # ## #####    #
# $              r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #$  #
  ###   ##
  #  @   #
### #$## #   ######
#   # ## #####    #
# $              r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #$  #
  ###   ##
  #      #
### #@## #   ######
#   #$## #####    #
# $              r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #$  #
  ###   ##
  #      #
### # ## #   ######
#   #@## #####    #
# $  $           r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #$  #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####    #
# $  @$          r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #$  #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####    #
# $   @$         r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #$  #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####    #
# $    @$        r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #$  #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####    #
# $     @$       r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #$  #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####    #
# $      @$      r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #$  #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####    #
# $       @$     r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #$  #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####    #
# $        @$    r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #$  #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####    #
# $         @$   r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #$  #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####    #
# $          @$  r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #$  #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####    #
# $           @$ r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #$  #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####    #
# $            @$r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #$  #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####    #
# $             @r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #@  #
  ###$  ##
  #      #
### # ## #   ######
#   # ## #####    #
# $              r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #   #
  ###@  ##
  #  $   #
### # ## #   ######
#   # ## #####    #
# $              r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #  @   #
### #$## #   ######
#   # ## #####    #
# $              r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### #@## #   ######
#   #$## #####    #
# $              r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   #@## #####    #
# $  $           r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####    #
# $  @$          r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####    #
# $   @$         r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####    #
# $    @$        r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####    #
# $     @$       r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####    #
# $      @$      r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####    #
# $       @$     r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####    #
# $        @$    r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####    #
# $         @$   r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####    #
# $          @$  r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####    #
# $           @$ r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####    #
# $            @$r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####    #
# $             @r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####    #
# @$             r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####    #
#  @$            r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####    #
#   @$           r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####    #
#    @$          r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####    #
#     @$         r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####    #
#      @$        r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####    #
#       @$       r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####    #
#        @$      r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####    #
#         @$     r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####    #
#          @$    r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####    #
#           @$   r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####    #
#            @$  r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####    #
#             @$ r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####    #
#              @$r#
##### ### # ##    #
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####    #
#               @r#
##### ### # ##    #
    #     #########
    #######

