ullluuuLUllDlldddrRRRlllluuurrDulldddrrrrRuuulullddDuuurrdrdddRRRllluuululldlldddrRRlddrrrruurrRRllllddlllluurRlluuuurrdLuuurDDllDlldddrrddrrrruurrrrRRllllllddlllluurrRRRllllllluuurrDulldddrrrrruuuLullddDuuurrdrdddrrRllluuulLrrdddrrrRlllluuulullDlldddrRRRlllluuurruruulDrddllldddrrddrrrruurrrRRurDllllllddlllluurrRuuulllDDuulldddrRuuurrrdddRRlddlllluuRlddrrrruurRRRRdRUdRluluRdRlllllllddlllluurRlluuuruulDDlldddrrrrRuuulllDurrrdddRluuullldDuurrrdddrRlluuullllldddrRddrrrruurRllddlllluuRlddrrrruurrRRllllddlllluurRllddrrrruurrrrRurDuRdlllllllddlllluurrRRllllllulldRuruurrrrrdddrRlluuulllllddldRRRRlddrrrruurRRRRdRluRllllllddlllluurRRRRRRRRdrUluR
Moves: 644
Pushes: 97
States created total: 4,973,248
Unique visited total: 1,215,416
Reached duplicates total: 3,452,920
Created but not reached total: 304,912

Depth          Created        Unique         Duplicates     Unknown (not reached)
89:            150            138            0              12
90:            103            102            0              1
91:            73             73             0              0
92:            46             45             0              1
93:            34             32             2              0
94:            25             15             10             0
95:            21             8              10             3
96:            10             3              1              6
97:            1              1              0              0

    #####
    #   #
    #$  #
  ###  $##
  #  $ $ #
### # ## #   ######
#   # ## #####  ..#
# $  $          ..#
##### ### #@##  ..#
    #     #########
    #######

    #####
    #   #
    #$  #
  ###  $##
  #  $$@ #
### # ## #   ######
#   # ## #####  ..#
# $  $          ..#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###  @##
  #  $$  #
### # ## #   ######
#   # ## #####  ..#
# $  $          ..#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###   ##
  #  @$  #
### #$## #   ######
#   # ## #####  ..#
# $  $          ..#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###   ##
  #   $  #
### #$## #   ######
#   # ## #####  ..#
# $  @$         ..#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###   ##
  #   $  #
### #$## #   ######
#   # ## #####  ..#
# $   @$        ..#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###   ##
  #   $  #
### #$## #   ######
#   # ## #####  ..#
# $    @$       ..#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###   ##
  #   $  #
### #@## #   ######
#   #$## #####  ..#
# $     $       ..#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###   ##
  #   $  #
### # ## #   ######
#   #$## #####  ..#
# $     @$      ..#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###   ##
  #   $  #
### # ## #   ######
#   #@## #####  ..#
# $  $   $      ..#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###   ##
  #   $  #
### # ## #   ######
#   # ## #####  ..#
# $  $   @$     ..#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###   ##
  #   $  #
### # ## #   ######
#   # ## #####  ..#
# $  $    @$    ..#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###   ##
  #   $  #
### # ## #   ######
#   # ## #####  ..#
# $  $     @$   ..#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###   ##
  #   $  #
### # ## #   ######
#   # ## #####  ..#
# $  @$     $   ..#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###   ##
  #   $  #
### # ## #   ######
#   # ## #####  ..#
# $   @$    $   ..#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###   ##
  #   $  #
### # ## #   ######
#   # ## #####  ..#
# $    $    @$  ..#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###   ##
  #   $  #
### # ## #   ######
#   # ## #####  ..#
# $    $     @$ ..#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###   ##
  #   $  #
### # ## #   ######
#   # ## #####  ..#
# $    @$     $ ..#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$ $#
  ###   ##
  #  $@  #
### # ## #   ######
#   # ## #####  ..#
# $     $     $ ..#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$ @#
  ###  $##
  #  $   #
### # ## #   ######
#   # ## #####  ..#
# $     $     $ ..#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$  #
  ###  @##
  #  $ $ #
### # ## #   ######
#   # ## #####  ..#
# $     $     $ ..#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$  #
  ###   ##
  #  @ $ #
### #$## #   ######
#   # ## #####  ..#
# $     $     $ ..#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$  #
  ###   ##
  #    $ #
### #$## #   ######
#   # ## #####  ..#
# $     $     @$..#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$  #
  ###   ##
  #    $ #
### #$## #   ######
#   # ## #####  ..#
# $     $      @*.#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$  #
  ###   ##
  #    $ #
### #$## #   ######
#   # ## #####  ..#
# $     @$      *.#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$  #
  ###   ##
  #    $ #
### #$## #   ######
#   # ## #####  ..#
# $      @$     *.#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$  #
  ###   ##
  #    $ #
### #$## #   ######
#   # ## #####  ..#
# $       @$    *.#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$  #
  ###   ##
  #    $ #
### #@## #   ######
#   #$## #####  ..#
# $        $    *.#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$  #
  ###   ##
  #   $@ #
### # ## #   ######
#   #$## #####  ..#
# $        $    *.#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$  #
  ###   ##
  #   $  #
### # ## #   ######
#   #@## #####  ..#
# $  $     $    *.#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$  #
  ###   ##
  #   $  #
### # ## #   ######
#   # ## #####  ..#
# $  $     @$   *.#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$  #
  ###   ##
  #  $@  #
### # ## #   ######
#   # ## #####  ..#
# $  $      $   *.#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$  #
  ###   ##
  #  $   #
### # ## #   ######
#   # ## #####  ..#
# $  $      @$  *.#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$  #
  ###   ##
  #  @   #
### #$## #   ######
#   # ## #####  ..#
# $  $       $  *.#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$  #
  ###   ##
  #      #
### #$## #   ######
#   # ## #####  ..#
# $  @$      $  *.#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$  #
  ###   ##
  #      #
### #$## #   ######
#   # ## #####  ..#
# $   @$     $  *.#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #$  #
  ###   ##
  #      #
### #$## #   ######
#   # ## #####  ..#
# $    @$    $  *.#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #@  #
  ###$  ##
  #      #
### #$## #   ######
#   # ## #####  ..#
# $     $    $  *.#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #   #
  ###$  ##
  #      #
### #$## #   ######
#   # ## #####  ..#
# $     $    @$ *.#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #   #
  ###$  ##
  #      #
### #$## #   ######
#   # ## #####  ..#
# $     $     @$*.#
##### ### # ##  ..#
    #     #########
    #######

    #####
    #   #
    #   #
  ###$  ##
  #      #
### #$## #   ######
#   # ## #####  ..#
# $     $      @*.#
##### ### # ## $..#
    #     #########
    #######

    #####
    #   #
    #   #
  ###$  ##
  #      #
### #$## #   ######
#   # ## #####  ..#
# $     @$      *.#
##### ### # ## $..#
    #     #########
    #######

    #####
    #   #
    #   #
  ###$  ##
  #      #
### #@## #   ######
#   #$## #####  ..#
# $      $      *.#
##### ### # ## $..#
    #     #########
    #######

    #####
    #   #
    #   #
  ###$  ##
  #      #
### # ## #   ######
#   #@## #####  ..#
# $  $   $      *.#
##### ### # ## $..#
    #     #########
    #######

    #####
    #   #
    #   #
  ###$  ##
  #      #
### # ## #   ######
#   # ## #####  ..#
# $  @$  $      *.#
##### ### # ## $..#
    #     #########
    #######

    #####
    #   #
    #   #
  ###$  ##
  #      #
### # ## #   ######
#   # ## #####  ..#
# $   $  @$     *.#
##### ### # ## $..#
    #     #########
    #######

    #####
    #   #
    #   #
  ###$  ##
  #      #
### # ## #   ######
#   # ## #####  ..#
# $   $   @$    *.#
##### ### # ## $..#
    #     #########
    #######

    #####
    #   #
    #   #
  ###$  ##
  #      #
### # ## #   ######
#   # ## #####  ..#
# $   @$   $    *.#
##### ### # ## $..#
    #     #########
    #######

    #####
    #   #
    #   #
  ###$  ##
  #      #
### # ## #   ######
#   # ## #####  ..#
# $    $   @$   *.#
##### ### # ## $..#
    #     #########
    #######

    #####
    #   #
    #   #
  ###$  ##
  #      #
### # ## #   ######
#   # ## #####  ..#
# $    $    @$  *.#
##### ### # ## $..#
    #     #########
    #######

    #####
    #   #
    #   #
  ###$  ##
  #      #
### # ## #   ######
#   # ## #####  ..#
# $    $     @$ *.#
##### ### # ## $..#
    #     #########
    #######

    #####
    #   #
    #   #
  ###$  ##
  #      #
### # ## #   ######
#   # ## #####  ..#
# $    $      @$*.#
##### ### # ## $..#
    #     #########
    #######

    #####
    #   #
    #   #
  ###$  ##
  #      #
### # ## #   ######
#   # ## #####  ..#
# $    $       $*.#
##### ### # ## @*.#
    #     #########
    #######

    #####
    #   #
    #   #
  ###$  ##
  #      #
### # ## #   ######
#   # ## ##### $..#
# $    $       @*.#
##### ### # ##  *.#
    #     #########
    #######

    #####
    #   #
    #   #
  ###$  ##
  #      #
### # ## #   ######
#   # ## ##### $..#
# $    $        *.#
##### ### # ##  +*#
    #     #########
    #######

    #####
    #   #
    #   #
  ###$  ##
  #      #
### # ## #   ######
#   # ## ##### @*.#
# $    $        *.#
##### ### # ##  .*#
    #     #########
    #######

    #####
    #   #
    #   #
  ###$  ##
  #      #
### # ## #   ######
#   # ## #####  *.#
# $    $        +*#
##### ### # ##  .*#
    #     #########
    #######

    #####
    #   #
    #   #
  ###$  ##
  #      #
### # ## #   ######
#   # ## #####  *.#
# $    @$       .*#
##### ### # ##  .*#
    #     #########
    #######

    #####
    #   #
    #   #
  ###@  ##
  #  $   #
### # ## #   ######
#   # ## #####  *.#
# $     $       .*#
##### ### # ##  .*#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #  @   #
### #$## #   ######
#   # ## #####  *.#
# $     $       .*#
##### ### # ##  .*#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### #$## #   ######
#   # ## #####  *.#
# $     @$      .*#
##### ### # ##  .*#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### #@## #   ######
#   #$## #####  *.#
# $      $      .*#
##### ### # ##  .*#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   #$## #####  *.#
# $      @$     .*#
##### ### # ##  .*#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   #@## #####  *.#
# $  $    $     .*#
##### ### # ##  .*#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####  *.#
# $  $    @$    .*#
##### ### # ##  .*#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####  *.#
# $  @$    $    .*#
##### ### # ##  .*#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####  *.#
# $   $    @$   .*#
##### ### # ##  .*#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####  *.#
# $   @$    $   .*#
##### ### # ##  .*#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####  *.#
# $    $    @$  .*#
##### ### # ##  .*#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####  *.#
# $    $     @$ .*#
##### ### # ##  .*#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####  *.#
# $    @$     $ .*#
##### ### # ##  .*#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####  *.#
# $     $     @$.*#
##### ### # ##  .*#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####  *.#
# $     $      @.*#
##### ### # ## $.*#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####  +*#
# $     $       .*#
##### ### # ## $.*#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####  .*#
# $     @$      .*#
##### ### # ## $.*#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####  .*#
# $      @$     .*#
##### ### # ## $.*#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####  .*#
# @$      $     .*#
##### ### # ## $.*#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####  .*#
#  $      @$    .*#
##### ### # ## $.*#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####  .*#
#  @$      $    .*#
##### ### # ## $.*#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####  .*#
#   @$     $    .*#
##### ### # ## $.*#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####  .*#
#    @$    $    .*#
##### ### # ## $.*#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####  .*#
#     @$   $    .*#
##### ### # ## $.*#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####  .*#
#      $   @$   .*#
##### ### # ## $.*#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####  .*#
#      $    @$  .*#
##### ### # ## $.*#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####  .*#
#      $     @$ .*#
##### ### # ## $.*#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####  .*#
#      $      @$.*#
##### ### # ## $.*#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####  .*#
#      $       $.*#
##### ### # ## @**#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####  .*#
#      $       @**#
##### ### # ##  **#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####  .*#
#      @$       **#
##### ### # ##  **#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####  .*#
#       @$      **#
##### ### # ##  **#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####  .*#
#        @$     **#
##### ### # ##  **#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####  .*#
#         @$    **#
##### ### # ##  **#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####  .*#
#          @$   **#
##### ### # ##  **#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####  .*#
#           @$  **#
##### ### # ##  **#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####  .*#
#            @$ **#
##### ### # ##  **#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## #####  .*#
#             @$**#
##### ### # ##  **#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## ##### $.*#
#              @**#
##### ### # ##  **#
    #     #########
    #######

    #####
    #   #
    #   #
  ###   ##
  #      #
### # ## #   ######
#   # ## ##### @**#
#               **#
##### ### # ##  **#
    #     #########
    #######

