uurrDDRdrdLLdlluRRRuulDuuullddRluurrdDrddLUUdddlluRdrUruullDurrdrruLLddldlluRuRRllddrUruurrddLLLdlluRuuRRdLulluurrDDrddrruuLLddLdlluRRRuurrddLruulldRulLuullddRDRddlUruUrrddLLuRdldlluRdrUruullDRddlUruulluurrDDDD
Moves: 210
Pushes: 58
States created total: 64,735
Unique visited total: 16,777
Reached duplicates total: 47,382
Created but not reached total: 576

Depth          Created        Unique         Duplicates     Unknown (not reached)
147:           185            39             146            0
148:           172            41             131            0
149:           147            24             123            0
150:           161            27             134            0
151:           150            19             131            0
152:           130            19             111            0
153:           128            16             112            0
154:           106            17             89             0
155:           100            12             88             0
156:           94             16             78             0
157:           90             13             77             0
158:           72             17             55             0
159:           85             13             72             0
160:           74             13             61             0
161:           57             14             43             0
162:           62             18             44             0
163:           72             22             50             0
164:           77             21             56             0
165:           73             20             53             0
166:           80             26             54             0
167:           93             32             61             0
168:           94             30             64             0
169:           108            33             75             0
170:           115            33             82             0
171:           114            26             88             0
172:           124            38             86             0
173:           126            28             98             0
174:           110            21             89             0
175:           149            35             114            0
176:           111            30             81             0
177:           147            29             118            0
178:           112            32             80             0
179:           161            32             129            0
180:           105            24             81             0
181:           144            34             110            0
182:           116            25             91             0
183:           129            27             102            0
184:           118            26             92             0
185:           138            38             100            0
186:           122            25             97             0
187:           145            25             120            0
188:           128            28             100            0
189:           157            34             123            0
190:           104            31             73             0
191:           158            32             126            0
192:           130            27             103            0
193:           173            30             143            0
194:           113            19             94             0
195:           162            25             137            0
196:           98             15             83             0
197:           158            27             131            0
198:           116            23             93             0
199:           130            20             108            2
200:           103            22             76             5
201:           117            17             87             13
202:           117            22             72             23
203:           112            18             50             44
204:           94             6              32             56
205:           96             13             17             66
206:           75             1              7              67
207:           64             8              6              50
208:           49             5              0              44
209:           49             1              0              48
210:           42             1              0              41
211:           34             0              0              34
212:           20             0              0              20
213:           24             0              0              24
214:           17             0              0              17
215:           5              0              0              5
216:           6              0              0              6
217:           3              0              0              3
218:           6              0              0              6
219:           2              0              0              2

########
#   ####
# #$####
#@$ $  #
##* ...#
#   $  #
#  .####
########

########
#   ####
# #@####
# $$$  #
##* ...#
#   $  #
#  .####
########

########
#   ####
# # ####
# $@$  #
##*$...#
#   $  #
#  .####
########

########
#   ####
# # ####
# $ @$ #
##*$...#
#   $  #
#  .####
########

########
#   ####
# # ####
# $  $ #
##*$...#
#  $@  #
#  .####
########

########
#   ####
# # ####
# $  $ #
##*$...#
# $@   #
#  .####
########

########
#   ####
# # ####
# $  $ #
##*$...#
# @$   #
#  .####
########

########
#   ####
# # ####
# $  $ #
##*$...#
#  @$  #
#  .####
########

########
#   ####
# # ####
# $  $ #
##*$...#
#   @$ #
#  .####
########

########
#   ####
# # ####
# $  $ #
##*@...#
#  $ $ #
#  .####
########

########
#   ####
# # ####
# @$ $ #
##* ...#
#  $ $ #
#  .####
########

########
#   ####
# # ####
#  @ $ #
##*$...#
#  $ $ #
#  .####
########

########
#   ####
# # ####
#    $ #
##*$...#
# $@ $ #
#  .####
########

########
#   ####
# # ####
#  $ $ #
##*@...#
# $  $ #
#  .####
########

########
#   ####
# #$####
#  @ $ #
##* ...#
# $  $ #
#  .####
########

########
#   ####
# #$####
#    $ #
##* ...#
# @$ $ #
#  .####
########

########
#   ####
# #$####
#    $ #
##*$...#
#  @ $ #
#  .####
########

########
#   ####
# #$####
#    $ #
##+$...#
# $  $ #
#  .####
########

########
#   ####
# #$####
#   $@ #
##.$...#
# $  $ #
#  .####
########

########
#   ####
# #$####
#  $@  #
##.$...#
# $  $ #
#  .####
########

########
#   ####
# #$####
#  $   #
##.$...#
# @$ $ #
#  .####
########

########
#   ####
# #$####
#  $   #
##.@*..#
#  $ $ #
#  .####
########

########
#   ####
# #$####
#  $   #
##. +*.#
#  $ $ #
#  .####
########

########
#   ####
# #$####
#  $   #
##.$.*.#
#  @ $ #
#  .####
########

########
#   ####
# #$####
#  $   #
##.$.*.#
#   $@ #
#  .####
########

########
#   ####
# #$####
#  $   #
##.$.*.#
#  $@  #
#  .####
########

########
#   ####
# #$####
#  $   #
##.$.*.#
# $@   #
#  .####
########

########
#   ####
# #$####
#  $   #
##.$.*.#
# @$   #
#  .####
########

########
#   ####
# #$####
#  @$  #
##.$.*.#
#  $   #
#  .####
########

########
#   ####
# #$####
#   @$ #
##.$.*.#
#  $   #
#  .####
########

########
#   ####
# #$####
#    $ #
##*@.*.#
#  $   #
#  .####
########

########
#   ####
# #@####
#  $ $ #
##* .*.#
#  $   #
#  .####
########

########
#   ####
# # ####
#  @ $ #
##*$.*.#
#  $   #
#  .####
########

########
#   ####
# # ####
#   $@ #
##*$.*.#
#  $   #
#  .####
########

########
#   ####
# # ####
#  $@  #
##*$.*.#
#  $   #
#  .####
########

########
#   ####
# # ####
#  $   #
##*$.*.#
# $@   #
#  .####
########

########
#   ####
# # ####
#  $   #
##*$.*.#
# @$   #
#  .####
########

########
#   ####
# # ####
#  $   #
##*$.*.#
#  @$  #
#  .####
########

########
#   ####
# # ####
#  $   #
##*$.*.#
#   @$ #
#  .####
########

########
#   ####
# # ####
#  $   #
##*$.*.#
#   $@ #
#  .####
########

########
#   ####
# # ####
#  $   #
##*$.+*#
#   $  #
#  .####
########

########
#   ####
# # ####
# $@   #
##*$..*#
#   $  #
#  .####
########

########
#   ####
# # ####
# @$   #
##*$..*#
#   $  #
#  .####
########

########
#   ####
# # ####
#  $   #
##+$..*#
# $ $  #
#  .####
########

########
#   ####
# # ####
#  $   #
##.@*.*#
# $ $  #
#  .####
########

########
#   ####
# # ####
#  $   #
##* *.*#
# @ $  #
#  .####
########

########
#   ####
# #$####
#  @   #
##* *.*#
#   $  #
#  .####
########

########
#   ####
# #$####
#      #
##* *.*#
#  $@  #
#  .####
########

########
#   ####
# #$####
#      #
##* *.*#
# $@   #
#  .####
########

########
#   ####
# #$####
#      #
##* +**#
# $    #
#  .####
########

########
#   ####
# #$####
#      #
##* .**#
# @$   #
#  .####
########

########
#   ####
# #$####
#      #
##*$.**#
#  @   #
#  .####
########

########
#   ####
# #$####
#      #
##+$.**#
# $    #
#  .####
########

########
#   ####
# #$####
#      #
##.@***#
# $    #
#  .####
########

########
#   ####
# #$####
#      #
##* ***#
# @    #
#  .####
########

########
#   ####
# #@####
#  $   #
##* ***#
#      #
#  .####
########

########
#   ####
# # ####
#  @   #
##*$***#
#      #
#  .####
########

########
#   ####
# # ####
#      #
##*@***#
#  $   #
#  .####
########

########
#   ####
# # ####
#      #
##* ***#
#  @   #
#  *####
########

