dlllluuuullLLLuLulldRDRRRRRRurDDDuullllllDurrrrrrddDuuulllllldDrddlUUUddlluRUURRRRRRurDDDlddRluuruulllllldlddrUluurrrrrrrddlddrRRRlllluurDuuulllllllddrUluRRRRRRurDDDlddRRRllluurDldRRluuuulllllllluurrDrdrrrrrddddrdrrUdlluluuuulllllulullddrRRRRRRurDDulllllllluRdrrrrrrrdDuullllllluurDrdrrrrrddlddrrRllluurDldRuuuulllllulldRRRRRRurDDDlddrUUUddddrruLdlUluuruUddlddrUdrrdrrULLrrruulDrdLdlluuRlddlluuUUddddrruLrdrruLdlllUrdrruLdlluUUdddrrurrruulDldlLrurrrdLdllllUUdrrurrdLLLdlU
Moves: 471
Pushes: 110
States created total: 350,458
Unique visited total: 106,313
Reached duplicates total: 243,966
Created but not reached total: 179

Depth          Created        Unique         Duplicates     Unknown (not reached)
108:           6              2              0              4
109:           2              1              0              1
110:           1              1              0              0

#####
#   ## ####
#  $ ### .#
# $   $  .#
## $#####.# ####
# $  # # .###  #
#    # # .#  @ #
###  # #       #
  #### ##     ##
        #######

#####
#   ## ####
#  $ ### .#
# $  $@  .#
## $#####.# ####
# $  # # .###  #
#    # # .#    #
###  # #       #
  #### ##     ##
        #######

#####
#   ## ####
#  $ ### .#
# $ $@   .#
## $#####.# ####
# $  # # .###  #
#    # # .#    #
###  # #       #
  #### ##     ##
        #######

#####
#   ## ####
#  $ ### .#
# $$@    .#
## $#####.# ####
# $  # # .###  #
#    # # .#    #
###  # #       #
  #### ##     ##
        #######

#####
#   ## ####
# $@ ### .#
# $$     .#
## $#####.# ####
# $  # # .###  #
#    # # .#    #
###  # #       #
  #### ##     ##
        #######

#####
#   ## ####
# @$ ### .#
# $$     .#
## $#####.# ####
# $  # # .###  #
#    # # .#    #
###  # #       #
  #### ##     ##
        #######

#####
#   ## ####
#  $ ### .#
# @$     .#
##$$#####.# ####
# $  # # .###  #
#    # # .#    #
###  # #       #
  #### ##     ##
        #######

#####
#   ## ####
#  $ ### .#
#  @$    .#
##$$#####.# ####
# $  # # .###  #
#    # # .#    #
###  # #       #
  #### ##     ##
        #######

#####
#   ## ####
#  $ ### .#
#   @$   .#
##$$#####.# ####
# $  # # .###  #
#    # # .#    #
###  # #       #
  #### ##     ##
        #######

#####
#   ## ####
#  $ ### .#
#    @$  .#
##$$#####.# ####
# $  # # .###  #
#    # # .#    #
###  # #       #
  #### ##     ##
        #######

#####
#   ## ####
#  $ ### .#
#     @$ .#
##$$#####.# ####
# $  # # .###  #
#    # # .#    #
###  # #       #
  #### ##     ##
        #######

#####
#   ## ####
#  $ ### .#
#      @$.#
##$$#####.# ####
# $  # # .###  #
#    # # .#    #
###  # #       #
  #### ##     ##
        #######

#####
#   ## ####
#  $ ### .#
#       @*#
##$$#####.# ####
# $  # # .###  #
#    # # .#    #
###  # #       #
  #### ##     ##
        #######

#####
#   ## ####
#  $ ### .#
#        +#
##$$#####*# ####
# $  # # .###  #
#    # # .#    #
###  # #       #
  #### ##     ##
        #######

#####
#   ## ####
#  $ ### .#
#        .#
##$$#####+# ####
# $  # # *###  #
#    # # .#    #
###  # #       #
  #### ##     ##
        #######

#####
#   ## ####
#  $ ### .#
#        .#
##$$#####.# ####
# $  # # +###  #
#    # # *#    #
###  # #       #
  #### ##     ##
        #######

#####
#   ## ####
#  $ ### .#
#        .#
##$@#####.# ####
# $$ # # .###  #
#    # # *#    #
###  # #       #
  #### ##     ##
        #######

#####
#   ## ####
#  $ ### .#
#        .#
##$ #####.# ####
# $$ # # .###  #
#    # # +#    #
###  # # $     #
  #### ##     ##
        #######

#####
#   ## ####
#  $ ### .#
#        .#
##$ #####.# ####
# $@ # # .###  #
#  $ # # .#    #
###  # # $     #
  #### ##     ##
        #######

#####
#   ## ####
#  $ ### .#
#        .#
##$ #####.# ####
# $$ # # .###  #
#  @ # # .#    #
###  # # $     #
  #### ##     ##
        #######

#####
#   ## ####
#  $ ### .#
#        .#
##$$#####.# ####
# $@ # # .###  #
#    # # .#    #
###  # # $     #
  #### ##     ##
        #######

#####
#   ## ####
#  $ ### .#
#  $     .#
##$@#####.# ####
# $  # # .###  #
#    # # .#    #
###  # # $     #
  #### ##     ##
        #######

#####
#   ## ####
#  $ ### .#
#  $     .#
##$ #####.# ####
# @$ # # .###  #
#    # # .#    #
###  # # $     #
  #### ##     ##
        #######

#####
#   ## ####
#  $ ### .#
# $$     .#
##@ #####.# ####
#  $ # # .###  #
#    # # .#    #
###  # # $     #
  #### ##     ##
        #######

#####
#   ## ####
# $$ ### .#
# @$     .#
##  #####.# ####
#  $ # # .###  #
#    # # .#    #
###  # # $     #
  #### ##     ##
        #######

#####
#   ## ####
# $$ ### .#
#  @$    .#
##  #####.# ####
#  $ # # .###  #
#    # # .#    #
###  # # $     #
  #### ##     ##
        #######

#####
#   ## ####
# $$ ### .#
#   @$   .#
##  #####.# ####
#  $ # # .###  #
#    # # .#    #
###  # # $     #
  #### ##     ##
        #######

#####
#   ## ####
# $$ ### .#
#    @$  .#
##  #####.# ####
#  $ # # .###  #
#    # # .#    #
###  # # $     #
  #### ##     ##
        #######

#####
#   ## ####
# $$ ### .#
#     @$ .#
##  #####.# ####
#  $ # # .###  #
#    # # .#    #
###  # # $     #
  #### ##     ##
        #######

#####
#   ## ####
# $$ ### .#
#      @$.#
##  #####.# ####
#  $ # # .###  #
#    # # .#    #
###  # # $     #
  #### ##     ##
        #######

#####
#   ## ####
# $$ ### .#
#       @*#
##  #####.# ####
#  $ # # .###  #
#    # # .#    #
###  # # $     #
  #### ##     ##
        #######

#####
#   ## ####
# $$ ### .#
#        +#
##  #####*# ####
#  $ # # .###  #
#    # # .#    #
###  # # $     #
  #### ##     ##
        #######

#####
#   ## ####
# $$ ### .#
#        .#
##  #####+# ####
#  $ # # *###  #
#    # # .#    #
###  # # $     #
  #### ##     ##
        #######

#####
#   ## ####
# $$ ### .#
#        .#
##  #####.# ####
#  $ # # +###  #
#    # # *#    #
###  # # $     #
  #### ##     ##
        #######

#####
#   ## ####
# $$ ### .#
#        .#
##  #####.# ####
#  $ # # .###  #
#    # # *#    #
###  # # @$    #
  #### ##     ##
        #######

#####
#   ## ####
# $$ ### .#
#        .#
## $#####.# ####
#  @ # # .###  #
#    # # *#    #
###  # #  $    #
  #### ##     ##
        #######

#####
#   ## ####
# $$ ### .#
#        .#
## $#####.# ####
#    # # .###  #
#    # # *#    #
###  # #  @$   #
  #### ##     ##
        #######

#####
#   ## ####
# $$ ### .#
#        .#
## $#####.# ####
#    # # .###  #
#    # # *#    #
###  # #   @$  #
  #### ##     ##
        #######

#####
#   ## ####
# $$ ### .#
#        .#
## $#####.# ####
#    # # .###  #
#    # # *#    #
###  # #    @$ #
  #### ##     ##
        #######

#####
#   ## ####
# $$ ### .#
#        .#
## $#####.# ####
#    # # .###  #
#    # # +#    #
###  # # $   $ #
  #### ##     ##
        #######

#####
#   ## ####
# $$ ### .#
#  $     .#
## @#####.# ####
#    # # .###  #
#    # # .#    #
###  # # $   $ #
  #### ##     ##
        #######

#####
#   ## ####
# $$ ### .#
#  @$    .#
##  #####.# ####
#    # # .###  #
#    # # .#    #
###  # # $   $ #
  #### ##     ##
        #######

#####
#   ## ####
# $$ ### .#
#   @$   .#
##  #####.# ####
#    # # .###  #
#    # # .#    #
###  # # $   $ #
  #### ##     ##
        #######

#####
#   ## ####
# $$ ### .#
#    @$  .#
##  #####.# ####
#    # # .###  #
#    # # .#    #
###  # # $   $ #
  #### ##     ##
        #######

#####
#   ## ####
# $$ ### .#
#     @$ .#
##  #####.# ####
#    # # .###  #
#    # # .#    #
###  # # $   $ #
  #### ##     ##
        #######

#####
#   ## ####
# $$ ### .#
#      @$.#
##  #####.# ####
#    # # .###  #
#    # # .#    #
###  # # $   $ #
  #### ##     ##
        #######

#####
#   ## ####
# $$ ### .#
#       @*#
##  #####.# ####
#    # # .###  #
#    # # .#    #
###  # # $   $ #
  #### ##     ##
        #######

#####
#   ## ####
# $$ ### .#
#        +#
##  #####*# ####
#    # # .###  #
#    # # .#    #
###  # # $   $ #
  #### ##     ##
        #######

#####
#   ## ####
# $$ ### .#
#        .#
##  #####+# ####
#    # # *###  #
#    # # .#    #
###  # # $   $ #
  #### ##     ##
        #######

#####
#   ## ####
# $$ ### .#
#        .#
##  #####.# ####
#    # # +###  #
#    # # *#    #
###  # # $   $ #
  #### ##     ##
        #######

#####
#   ## ####
# $$ ### .#
#        .#
##  #####.# ####
#    # # .###  #
#    # # *#    #
###  # # @$  $ #
  #### ##     ##
        #######

#####
#   ## ####
# $$ ### .#
#        .#
##  #####.# ####
#    # # .###  #
#    # # *#    #
###  # #  @$ $ #
  #### ##     ##
        #######

#####
#   ## ####
# $$ ### .#
#        .#
##  #####.# ####
#    # # .###  #
#    # # *#    #
###  # #   @$$ #
  #### ##     ##
        #######

#####
#   ## ####
# $$ ### .#
#        .#
##  #####.# ####
#    # # .###  #
#    # # +#    #
###  # # $  $$ #
  #### ##     ##
        #######

#####
#   ## ####
# $$ ### .#
#        .#
##  #####.# ####
#    # # .###  #
#    # # .#    #
###  # # @$ $$ #
  #### ##     ##
        #######

#####
#   ## ####
# $$ ### .#
#        .#
##  #####.# ####
#    # # .###  #
#    # # .#    #
###  # #  @$$$ #
  #### ##     ##
        #######

#####
#   ## ####
# $@ ### .#
#  $     .#
##  #####.# ####
#    # # .###  #
#    # # .#    #
###  # #   $$$ #
  #### ##     ##
        #######

#####
#   ## ####
# $  ### .#
#  $     .#
##  #####.# ####
#    # # .###  #
#    # # .# $  #
###  # #   $@$ #
  #### ##     ##
        #######

#####
#   ## ####
# $  ### .#
#  @$    .#
##  #####.# ####
#    # # .###  #
#    # # .# $  #
###  # #   $ $ #
  #### ##     ##
        #######

#####
#   ## ####
# $  ### .#
#   @$   .#
##  #####.# ####
#    # # .###  #
#    # # .# $  #
###  # #   $ $ #
  #### ##     ##
        #######

#####
#   ## ####
# $  ### .#
#    @$  .#
##  #####.# ####
#    # # .###  #
#    # # .# $  #
###  # #   $ $ #
  #### ##     ##
        #######

#####
#   ## ####
# $  ### .#
#     @$ .#
##  #####.# ####
#    # # .###  #
#    # # .# $  #
###  # #   $ $ #
  #### ##     ##
        #######

#####
#   ## ####
# $  ### .#
#      @$.#
##  #####.# ####
#    # # .###  #
#    # # .# $  #
###  # #   $ $ #
  #### ##     ##
        #######

#####
#   ## ####
# $  ### .#
#       @*#
##  #####.# ####
#    # # .###  #
#    # # .# $  #
###  # #   $ $ #
  #### ##     ##
        #######

#####
#   ## ####
# $  ### .#
#        +#
##  #####*# ####
#    # # .###  #
#    # # .# $  #
###  # #   $ $ #
  #### ##     ##
        #######

#####
#   ## ####
# $  ### .#
#        .#
##  #####+# ####
#    # # *###  #
#    # # .# $  #
###  # #   $ $ #
  #### ##     ##
        #######

#####
#   ## ####
# @$ ### .#
#        .#
##  #####.# ####
#    # # *###  #
#    # # .# $  #
###  # #   $ $ #
  #### ##     ##
        #######

#####
#   ## ####
#  $ ### .#
#        .#
##  #####.# ####
#    # # +###  #
#    # # *# $  #
###  # #   $ $ #
  #### ##     ##
        #######

#####
#   ## ####
#  @ ### .#
#  $     .#
##  #####.# ####
#    # # .###  #
#    # # *# $  #
###  # #   $ $ #
  #### ##     ##
        #######

#####
#   ## ####
#    ### .#
#  $     .#
##  #####.# ####
#    # # .###  #
#    # # *# $  #
###  # #   @$$ #
  #### ##     ##
        #######

#####
#   ## ####
#    ### .#
#  $     .#
##  #####.# ####
#    # # .###  #
#    # # +# $  #
###  # # $  $$ #
  #### ##     ##
        #######

#####
#   ## ####
#    ### .#
#  $     .#
##  #####.# ####
#    # # .###  #
#    # # .# $  #
###  # # @$ $$ #
  #### ##     ##
        #######

#####
#   ## ####
#    ### .#
#  @$    .#
##  #####.# ####
#    # # .###  #
#    # # .# $  #
###  # #  $ $$ #
  #### ##     ##
        #######

#####
#   ## ####
#    ### .#
#   @$   .#
##  #####.# ####
#    # # .###  #
#    # # .# $  #
###  # #  $ $$ #
  #### ##     ##
        #######

#####
#   ## ####
#    ### .#
#    @$  .#
##  #####.# ####
#    # # .###  #
#    # # .# $  #
###  # #  $ $$ #
  #### ##     ##
        #######

#####
#   ## ####
#    ### .#
#     @$ .#
##  #####.# ####
#    # # .###  #
#    # # .# $  #
###  # #  $ $$ #
  #### ##     ##
        #######

#####
#   ## ####
#    ### .#
#      @$.#
##  #####.# ####
#    # # .###  #
#    # # .# $  #
###  # #  $ $$ #
  #### ##     ##
        #######

#####
#   ## ####
#    ### .#
#       @*#
##  #####.# ####
#    # # .###  #
#    # # .# $  #
###  # #  $ $$ #
  #### ##     ##
        #######

#####
#   ## ####
#    ### .#
#        +#
##  #####*# ####
#    # # .###  #
#    # # .# $  #
###  # #  $ $$ #
  #### ##     ##
        #######

#####
#   ## ####
#    ### .#
#        .#
##  #####+# ####
#    # # *###  #
#    # # .# $  #
###  # #  $ $$ #
  #### ##     ##
        #######

#####
#   ## ####
#    ### .#
#        .#
##  #####.# ####
#    # # +###  #
#    # # *# $  #
###  # #  $ $$ #
  #### ##     ##
        #######

#####
#   ## ####
#    ### .#
#        .#
##  #####.# ####
#    # # *###  #
#    # # +# $  #
###  # #  $ $$ #
  #### ##     ##
        #######

#####
#   ## ####
#    ### .#
#        .#
##  #####*# ####
#    # # +###  #
#    # # .# $  #
###  # #  $ $$ #
  #### ##     ##
        #######

#####
#   ## ####
#    ### .#
#        *#
##  #####+# ####
#    # # .###  #
#    # # .# $  #
###  # #  $ $$ #
  #### ##     ##
        #######

#####
#   ## ####
#    ### .#
#        *#
##  #####.# ####
#    # # .###  #
#    # # .# $  #
###  # # $@ $$ #
  #### ##     ##
        #######

#####
#   ## ####
#    ### .#
#        *#
##  #####.# ####
#    # # .###  #
#    # # *# $  #
###  # # @  $$ #
  #### ##     ##
        #######

#####
#   ## ####
#    ### *#
#        +#
##  #####.# ####
#    # # .###  #
#    # # *# $  #
###  # #    $$ #
  #### ##     ##
        #######

#####
#   ## ####
#    ### *#
#        .#
##  #####.# ####
#    # # *###  #
#    # # +# $  #
###  # #    $$ #
  #### ##     ##
        #######

#####
#   ## ####
#    ### *#
#        .#
##  #####.# ####
#    # # *###  #
#    # # .# $$ #
###  # #    $@ #
  #### ##     ##
        #######

#####
#   ## ####
#    ### *#
#        .#
##  #####.# ####
#    # # *###  #
#    # # .# $$ #
###  # #   $@  #
  #### ##     ##
        #######

#####
#   ## ####
#    ### *#
#        .#
##  #####.# ####
#    # # *###  #
#    # # .# $$ #
###  # #  $@   #
  #### ##     ##
        #######

#####
#   ## ####
#    ### *#
#        .#
##  #####.# ####
#    # # *###  #
#    # # .# $@ #
###  # #  $  $ #
  #### ##     ##
        #######

#####
#   ## ####
#    ### *#
#        .#
##  #####.# ####
#    # # *###  #
#    # # .# $  #
###  # #  $ $@ #
  #### ##     ##
        #######

#####
#   ## ####
#    ### *#
#        .#
##  #####.# ####
#    # # *###  #
#    # # .# @$ #
###  # #  $ $  #
  #### ##     ##
        #######

#####
#   ## ####
#    ### *#
#        .#
##  #####*# ####
#    # # +###  #
#    # # .#  $ #
###  # #  $ $  #
  #### ##     ##
        #######

#####
#   ## ####
#    ### *#
#        *#
##  #####+# ####
#    # # .###  #
#    # # .#  $ #
###  # #  $ $  #
  #### ##     ##
        #######

#####
#   ## ####
#    ### *#
#        *#
##  #####.# ####
#    # # .###  #
#    # # .#  $ #
###  # # $@ $  #
  #### ##     ##
        #######

#####
#   ## ####
#    ### *#
#        *#
##  #####.# ####
#    # # .###  #
#    # # .#  $ #
###  # # $ $@  #
  #### ##     ##
        #######

#####
#   ## ####
#    ### *#
#        *#
##  #####.# ####
#    # # .###  #
#    # # *#  $ #
###  # # @ $   #
  #### ##     ##
        #######

#####
#   ## ####
#    ### *#
#        *#
##  #####.# ####
#    # # .###  #
#    # # *#  $ #
###  # #  $@   #
  #### ##     ##
        #######

#####
#   ## ####
#    ### *#
#        *#
##  #####.# ####
#    # # *###  #
#    # # +#  $ #
###  # #  $    #
  #### ##     ##
        #######

#####
#   ## ####
#    ### *#
#        *#
##  #####*# ####
#    # # +###  #
#    # # .#  $ #
###  # #  $    #
  #### ##     ##
        #######

#####
#   ## ####
#    ### *#
#        *#
##  #####*# ####
#    # # .###  #
#    # # .#  @ #
###  # #  $  $ #
  #### ##     ##
        #######

#####
#   ## ####
#    ### *#
#        *#
##  #####*# ####
#    # # .###  #
#    # # .#    #
###  # # $@  $ #
  #### ##     ##
        #######

#####
#   ## ####
#    ### *#
#        *#
##  #####*# ####
#    # # .###  #
#    # # .#    #
###  # # $  $@ #
  #### ##     ##
        #######

#####
#   ## ####
#    ### *#
#        *#
##  #####*# ####
#    # # .###  #
#    # # *#    #
###  # # @  $  #
  #### ##     ##
        #######

#####
#   ## ####
#    ### *#
#        *#
##  #####*# ####
#    # # *###  #
#    # # +#    #
###  # #    $  #
  #### ##     ##
        #######

#####
#   ## ####
#    ### *#
#        *#
##  #####*# ####
#    # # *###  #
#    # # .#    #
###  # #   $@  #
  #### ##     ##
        #######

#####
#   ## ####
#    ### *#
#        *#
##  #####*# ####
#    # # *###  #
#    # # .#    #
###  # #  $@   #
  #### ##     ##
        #######

#####
#   ## ####
#    ### *#
#        *#
##  #####*# ####
#    # # *###  #
#    # # .#    #
###  # # $@    #
  #### ##     ##
        #######

#####
#   ## ####
#    ### *#
#        *#
##  #####*# ####
#    # # *###  #
#    # # *#    #
###  # # @     #
  #### ##     ##
        #######

