dlLrruullDDuurrurrrruuulllllllldddddlddrUUUUUddddRluuuuUdddddrRuurrddLLLruurrurrrruuulllllllulldRRRRRRRRllllllldddddlddrUrruurrurrrrrruuuullDurrddddlllllldddllllUdrruurrurrrrrruuuulldDuurrddddlllllldddlllluUUdddrruurruullDurrddddlllluuuUUdddddrrrruuuulldDDurrurrrrrruuuullddDuuurrddddlLLLullddddlLLruuuurrrrdrruuulllllllulldRRRRRRRRllllllldddddlddrUUUddrruuuurrrrdrrrruuuullDurrddddllllullddddlllluuUUUdddddrruuuurrrrdrrrruuuulldlllllllulldRRRRRRlllllddddddrruuuurrrrdrrrruuuulldDuurrddddllllLullDurrdLrrrrrruuuullddDuuurrddddlLLLullddddlllluuuuuurrrrrRRlllllllddddddrrrddlUruLuuuurrrrdrrrruuuullDDuurrddddllllullddddllLruuuurrrrdrrrruuuulldlllllllldddddlddrUUUUUUdddddrruuuurrrrdrrrruuuulldlllllllulldRRlddddddrruuuurrrrdLulDrrrrrruuuullddDuuurrddddlLLLullllddddlluuuuuurRRRRRRlllllllddddddrruuuurrrrdrrrruuuullDurrddddllllulldRulllddddlluuuuuurrrrrrrrDullllllllddddddrruuuRurrdRullldRurrdRRllulldlldddlluuuuuurrrrrrrrdDuullllllllddddddrruuurrRRlllldddrruUddlluuurRlldRurRlldlddrruUluR
Moves: 986
Pushes: 112
States created total: 3,607,275
Unique visited total: 897,700
Reached duplicates total: 2,571,383
Created but not reached total: 138,192

Depth          Created        Unique         Duplicates     Unknown (not reached)
48:            122,132        30,023         88,984         3,125
49:            118,107        28,641         85,957         3,509
50:            111,178        26,537         80,924         3,717
51:            101,578        23,807         73,959         3,812
52:            89,064         20,581         64,953         3,530
53:            76,111         17,306         55,541         3,264
54:            64,046         14,460         46,690         2,896
55:            55,159         12,391         39,973         2,795
56:            49,609         11,188         35,678         2,743
57:            47,042         10,676         33,602         2,764
58:            46,489         10,564         33,112         2,813
59:            46,778         10,664         33,317         2,797
60:            47,659         10,910         33,899         2,850
61:            48,895         11,244         34,693         2,958
62:            50,501         11,704         35,737         3,060
63:            52,641         12,252         37,104         3,285
64:            55,175         12,903         38,759         3,513
65:            58,132         13,638         40,669         3,825
66:            60,764         14,243         42,420         4,101
67:            62,402         14,490         43,603         4,309
68:            61,630         14,119         43,139         4,372
69:            57,930         13,109         40,692         4,129
70:            51,996         11,727         36,542         3,727
71:            45,177         10,201         31,726         3,250
72:            39,128         8,885          27,402         2,841
73:            34,226         7,772          23,929         2,525
74:            30,410         6,868          21,175         2,367
75:            27,003         6,072          18,766         2,165
76:            23,995         5,280          16,716         1,999
77:            21,177         4,617          14,814         1,746
78:            18,554         3,966          13,066         1,522
79:            16,280         3,477          11,504         1,299
80:            14,343         3,030          10,170         1,143
81:            12,948         2,737          9,174          1,037
82:            11,876         2,458          8,428          990
83:            10,969         2,292          7,736          941
84:            10,272         2,188          7,187          897
85:            9,784          2,116          6,797          871
86:            9,470          2,095          6,513          862
87:            9,387          2,091          6,430          866
88:            9,543          2,108          6,548          887
89:            9,537          2,080          6,568          889
90:            9,283          2,002          6,408          873
91:            8,660          1,848          5,986          826
92:            7,675          1,594          5,330          751
93:            6,334          1,278          4,433          623
94:            4,847          941            3,424          482
95:            3,330          639            2,361          330
96:            2,238          441            1,581          216
97:            1,427          293            996            138
98:            939            212            633            94
99:            706            192            443            71
100:           786            212            488            86
101:           953            229            605            119
102:           1,038          219            659            160
103:           1,018          188            627            203
104:           810            141            458            211
105:           583            111            292            180
106:           456            88             181            187
107:           327            63             109            155
108:           226            33             66             127
109:           96             14             25             57
110:           37             6              6              25
111:           6              1              0              5
112:           3              1              0              2

#####    #####
#   ######   #
#          # #
## ####### # #
 # #     # # #
 # #$$ ..... #
## #   #######
#  #$#@#
# $ $  #
#  #  ##
####  #
   ####

#####    #####
#   ######   #
#          # #
## ####### # #
 # #     # # #
 # #$$ ..... #
## #   #######
#  #$# #
# $$@  #
#  #  ##
####  #
   ####

#####    #####
#   ######   #
#          # #
## ####### # #
 # #     # # #
 # #$$ ..... #
## #   #######
#  #@# #
# $$$  #
#  #  ##
####  #
   ####

#####    #####
#   ######   #
#          # #
## ####### # #
 # #     # # #
 # #$$ ..... #
## #   #######
#  # # #
# $$@  #
#  #$ ##
####  #
   ####

#####    #####
#   ######   #
#          # #
## ####### # #
 # #     # # #
 # #$$ ..... #
## #   #######
# $# # #
# @$   #
#  #$ ##
####  #
   ####

#####    #####
#   ######   #
#          # #
## ####### # #
 # #     # # #
 # #$$ ..... #
##$#   #######
# @# # #
#  $   #
#  #$ ##
####  #
   ####

#####    #####
#   ######   #
#          # #
## ####### # #
 # #     # # #
 #$#$$ ..... #
##@#   #######
#  # # #
#  $   #
#  #$ ##
####  #
   ####

#####    #####
#   ######   #
#          # #
## ####### # #
 #$#     # # #
 #@#$$ ..... #
## #   #######
#  # # #
#  $   #
#  #$ ##
####  #
   ####

#####    #####
#   ######   #
#          # #
##$####### # #
 #@#     # # #
 # #$$ ..... #
## #   #######
#  # # #
#  $   #
#  #$ ##
####  #
   ####

#####    #####
#   ######   #
#          # #
##$####### # #
 # #     # # #
 # #$$ ..... #
## #   #######
#  # # #
#  @$  #
#  #$ ##
####  #
   ####

#####    #####
#   ######   #
# $        # #
##@####### # #
 # #     # # #
 # #$$ ..... #
## #   #######
#  # # #
#   $  #
#  #$ ##
####  #
   ####

#####    #####
#   ######   #
# $        # #
## ####### # #
 # #     # # #
 # #$$ ..... #
## #   #######
#  # # #
#   @$ #
#  #$ ##
####  #
   ####

#####    #####
#   ######   #
# $        # #
## ####### # #
 # #     # # #
 # #$$ ..... #
## #   #######
#  # # #
#   $@ #
#  #$ ##
####  #
   ####

#####    #####
#   ######   #
# $        # #
## ####### # #
 # #     # # #
 # #$$ ..... #
## #   #######
#  # # #
#  $@  #
#  #$ ##
####  #
   ####

#####    #####
#   ######   #
# $        # #
## ####### # #
 # #     # # #
 # #$$ ..... #
## #   #######
#  # # #
# $@   #
#  #$ ##
####  #
   ####

#####    #####
#   ######   #
# @$       # #
## ####### # #
 # #     # # #
 # #$$ ..... #
## #   #######
#  # # #
# $    #
#  #$ ##
####  #
   ####

#####    #####
#   ######   #
#  @$      # #
## ####### # #
 # #     # # #
 # #$$ ..... #
## #   #######
#  # # #
# $    #
#  #$ ##
####  #
   ####

#####    #####
#   ######   #
#   @$     # #
## ####### # #
 # #     # # #
 # #$$ ..... #
## #   #######
#  # # #
# $    #
#  #$ ##
####  #
   ####

#####    #####
#   ######   #
#    @$    # #
## ####### # #
 # #     # # #
 # #$$ ..... #
## #   #######
#  # # #
# $    #
#  #$ ##
####  #
   ####

#####    #####
#   ######   #
#     @$   # #
## ####### # #
 # #     # # #
 # #$$ ..... #
## #   #######
#  # # #
# $    #
#  #$ ##
####  #
   ####

#####    #####
#   ######   #
#      @$  # #
## ####### # #
 # #     # # #
 # #$$ ..... #
## #   #######
#  # # #
# $    #
#  #$ ##
####  #
   ####

#####    #####
#   ######   #
#       @$ # #
## ####### # #
 # #     # # #
 # #$$ ..... #
## #   #######
#  # # #
# $    #
#  #$ ##
####  #
   ####

#####    #####
#   ######   #
#        @$# #
## ####### # #
 # #     # # #
 # #$$ ..... #
## #   #######
#  # # #
# $    #
#  #$ ##
####  #
   ####

#####    #####
#   ######   #
#         $# #
## ####### # #
 # #     # # #
 # #$$ ..... #
## #   #######
# $# # #
# @    #
#  #$ ##
####  #
   ####

#####    #####
#   ######   #
#         @# #
## #######$# #
 # #     # # #
 # #$$ ..... #
## #   #######
# $# # #
#      #
#  #$ ##
####  #
   ####

#####    #####
#   ######   #
#          # #
## #######$# #
 # #     # # #
 # #$$ ..... #
##$#   #######
# @# # #
#      #
#  #$ ##
####  #
   ####

#####    #####
#   ######   #
#          # #
## #######@# #
 # #     #$# #
 # #$$ ..... #
##$#   #######
#  # # #
#      #
#  #$ ##
####  #
   ####

#####    #####
#   ######   #
#          # #
## ####### # #
 # #     #$# #
 #$#$$ ..... #
##@#   #######
#  # # #
#      #
#  #$ ##
####  #
   ####

#####    #####
#   ######   #
#          # #
## ####### # #
 #$#     #$# #
 #@#$$ ..... #
## #   #######
#  # # #
#      #
#  #$ ##
####  #
   ####

#####    #####
#   ######   #
#          # #
## ####### # #
 #$#     #$# #
 # #@$ ..... #
## #$  #######
#  # # #
#      #
#  #$ ##
####  #
   ####

#####    #####
#   ######   #
#          # #
##$####### # #
 #@#     #$# #
 # # $ ..... #
## #$  #######
#  # # #
#      #
#  #$ ##
####  #
   ####

#####    #####
#   ######   #
# $        # #
##@####### # #
 # #     #$# #
 # # $ ..... #
## #$  #######
#  # # #
#      #
#  #$ ##
####  #
   ####

#####    #####
#   ######   #
# $        # #
## ####### # #
 # #     #$# #
 # # $ ..... #
## #@  #######
#  #$# #
#      #
#  #$ ##
####  #
   ####

#####    #####
#   ######   #
# $        # #
## ####### # #
 # #     #$# #
 # # $ ..... #
## #   #######
#  #@# #
#   $  #
#  #$ ##
####  #
   ####

#####    #####
#   ######   #
# $        # #
## ####### # #
 # #     #@# #
 # # $ ...*. #
## #   #######
#  # # #
#   $  #
#  #$ ##
####  #
   ####

#####    #####
#   ######   #
# $        # #
## ####### # #
 # #     # # #
 # # $ ..*+. #
## #   #######
#  # # #
#   $  #
#  #$ ##
####  #
   ####

#####    #####
#   ######   #
# $        # #
## ####### # #
 # #     # # #
 # # $ .*+.. #
## #   #######
#  # # #
#   $  #
#  #$ ##
####  #
   ####

#####    #####
#   ######   #
# $        # #
## ####### # #
 # #     # # #
 # # $ *+... #
## #   #######
#  # # #
#   $  #
#  #$ ##
####  #
   ####

#####    #####
#   ######   #
# $        # #
## ####### # #
 # #     # # #
 # # $ *.... #
## #   #######
#  # # #
#  $@  #
#  #$ ##
####  #
   ####

#####    #####
#   ######   #
# $        # #
## ####### # #
 # #     # # #
 # # $ *.... #
## #   #######
#  # # #
# $@   #
#  #$ ##
####  #
   ####

#####    #####
#   ######   #
# @$       # #
## ####### # #
 # #     # # #
 # # $ *.... #
## #   #######
#  # # #
# $    #
#  #$ ##
####  #
   ####

#####    #####
#   ######   #
#  @$      # #
## ####### # #
 # #     # # #
 # # $ *.... #
## #   #######
#  # # #
# $    #
#  #$ ##
####  #
   ####

#####    #####
#   ######   #
#   @$     # #
## ####### # #
 # #     # # #
 # # $ *.... #
## #   #######
#  # # #
# $    #
#  #$ ##
####  #
   ####

#####    #####
#   ######   #
#    @$    # #
## ####### # #
 # #     # # #
 # # $ *.... #
## #   #######
#  # # #
# $    #
#  #$ ##
####  #
   ####

#####    #####
#   ######   #
#     @$   # #
## ####### # #
 # #     # # #
 # # $ *.... #
## #   #######
#  # # #
# $    #
#  #$ ##
####  #
   ####

#####    #####
#   ######   #
#      @$  # #
## ####### # #
 # #     # # #
 # # $ *.... #
## #   #######
#  # # #
# $    #
#  #$ ##
####  #
   ####

#####    #####
#   ######   #
#       @$ # #
## ####### # #
 # #     # # #
 # # $ *.... #
## #   #######
#  # # #
# $    #
#  #$ ##
####  #
   ####

#####    #####
#   ######   #
#        @$# #
## ####### # #
 # #     # # #
 # # $ *.... #
## #   #######
#  # # #
# $    #
#  #$ ##
####  #
   ####

#####    #####
#   ######   #
#         $# #
## ####### # #
 # #     # # #
 # # $ *.... #
## #   #######
# $# # #
# @    #
#  #$ ##
####  #
   ####

#####    #####
#   ######   #
#         $# #
## ####### # #
 # #     # # #
 # # $ *.... #
##$#   #######
# @# # #
#      #
#  #$ ##
####  #
   ####

#####    #####
#   ######   #
#         $# #
## ####### # #
 # #     # # #
 #$# $ *.... #
##@#   #######
#  # # #
#      #
#  #$ ##
####  #
   ####

#####    #####
#   ######   #
#         @# #
## #######$# #
 # #     # # #
 #$# $ *.... #
## #   #######
#  # # #
#      #
#  #$ ##
####  #
   ####

#####    #####
#   ######   #
#          # #
## #######$# #
 #$#     # # #
 #@# $ *.... #
## #   #######
#  # # #
#      #
#  #$ ##
####  #
   ####

#####    #####
#   ######   #
#          # #
##$#######$# #
 #@#     # # #
 # # $ *.... #
## #   #######
#  # # #
#      #
#  #$ ##
####  #
   ####

#####    #####
#   ######   #
# $        # #
##@#######$# #
 # #     # # #
 # # $ *.... #
## #   #######
#  # # #
#      #
#  #$ ##
####  #
   ####

#####    #####
#   ######   #
# @$       # #
## #######$# #
 # #     # # #
 # # $ *.... #
## #   #######
#  # # #
#      #
#  #$ ##
####  #
   ####

#####    #####
#   ######   #
#  @$      # #
## #######$# #
 # #     # # #
 # # $ *.... #
## #   #######
#  # # #
#      #
#  #$ ##
####  #
   ####

#####    #####
#   ######   #
#   @$     # #
## #######$# #
 # #     # # #
 # # $ *.... #
## #   #######
#  # # #
#      #
#  #$ ##
####  #
   ####

#####    #####
#   ######   #
#    @$    # #
## #######$# #
 # #     # # #
 # # $ *.... #
## #   #######
#  # # #
#      #
#  #$ ##
####  #
   ####

#####    #####
#   ######   #
#     @$   # #
## #######$# #
 # #     # # #
 # # $ *.... #
## #   #######
#  # # #
#      #
#  #$ ##
####  #
   ####

#####    #####
#   ######   #
#      @$  # #
## #######$# #
 # #     # # #
 # # $ *.... #
## #   #######
#  # # #
#      #
#  #$ ##
####  #
   ####

#####    #####
#   ######   #
#       $  # #
## #######@# #
 # #     #$# #
 # # $ *.... #
## #   #######
#  # # #
#      #
#  #$ ##
####  #
   ####

#####    #####
#   ######   #
#       $  # #
## ####### # #
 # #     #$# #
 # # $$+.... #
## #   #######
#  # # #
#      #
#  #$ ##
####  #
   ####

#####    #####
#   ######   #
#       $  # #
## ####### # #
 # #     #$# #
 # # @$..... #
## # $ #######
#  # # #
#      #
#  #$ ##
####  #
   ####

#####    #####
#   ######   #
#       $  # #
## ####### # #
 # #     #$# #
 # # $@..... #
## # $ #######
#  # # #
#      #
#  #$ ##
####  #
   ####

#####    #####
#   ######   #
#       $  # #
## ####### # #
 # #     #@# #
 # # $ ...*. #
## # $ #######
#  # # #
#      #
#  #$ ##
####  #
   ####

#####    #####
#   ######   #
#       $  # #
## ####### # #
 # #     # # #
 # # $ ..*+. #
## # $ #######
#  # # #
#      #
#  #$ ##
####  #
   ####

#####    #####
#   ######   #
#       $  # #
## ####### # #
 # #     # # #
 # # $ .*+.. #
## # $ #######
#  # # #
#      #
#  #$ ##
####  #
   ####

#####    #####
#   ######   #
#       $  # #
## ####### # #
 # #     # # #
 # # $ *+... #
## # $ #######
#  # # #
#      #
#  #$ ##
####  #
   ####

#####    #####
#   ######   #
#       @$ # #
## ####### # #
 # #     # # #
 # # $ *.... #
## # $ #######
#  # # #
#      #
#  #$ ##
####  #
   ####

#####    #####
#   ######   #
#        @$# #
## ####### # #
 # #     # # #
 # # $ *.... #
## # $ #######
#  # # #
#      #
#  #$ ##
####  #
   ####

#####    #####
#   ######   #
#         $# #
## ####### # #
 # #     # # #
 # # $ *.... #
## # $ #######
#  # # #
#   $  #
#  #@ ##
####  #
   ####

#####    #####
#   ######   #
#         $# #
## ####### # #
 # #     # # #
 # # $ *.... #
## # $ #######
#  # # #
#  $@  #
#  #  ##
####  #
   ####

#####    #####
#   ######   #
#         @# #
## #######$# #
 # #     # # #
 # # $ *.... #
## # $ #######
#  # # #
#  $   #
#  #  ##
####  #
   ####

#####    #####
#   ######   #
#          # #
## #######@# #
 # #     #$# #
 # # $ *.... #
## # $ #######
#  # # #
#  $   #
#  #  ##
####  #
   ####

#####    #####
#   ######   #
#          # #
## ####### # #
 # #     #$# #
 # # $ *.... #
## # $ #######
#  # # #
# $@   #
#  #  ##
####  #
   ####

#####    #####
#   ######   #
#          # #
## ####### # #
 # #     #$# #
 # # $ *.... #
## # $ #######
# $# # #
# @    #
#  #  ##
####  #
   ####

#####    #####
#   ######   #
#          # #
## ####### # #
 # #     #$# #
 # # $ *.... #
##$# $ #######
# @# # #
#      #
#  #  ##
####  #
   ####

#####    #####
#   ######   #
#          # #
## ####### # #
 # #     #$# #
 #$# $ *.... #
##@# $ #######
#  # # #
#      #
#  #  ##
####  #
   ####

#####    #####
#   ######   #
#          # #
## ####### # #
 #$#     #$# #
 #@# $ *.... #
## # $ #######
#  # # #
#      #
#  #  ##
####  #
   ####

#####    #####
#   ######   #
#          # #
##$####### # #
 #@#     #$# #
 # # $ *.... #
## # $ #######
#  # # #
#      #
#  #  ##
####  #
   ####

#####    #####
#   ######   #
# $        # #
##@####### # #
 # #     #$# #
 # # $ *.... #
## # $ #######
#  # # #
#      #
#  #  ##
####  #
   ####

#####    #####
#   ######   #
# @$       # #
## ####### # #
 # #     #$# #
 # # $ *.... #
## # $ #######
#  # # #
#      #
#  #  ##
####  #
   ####

#####    #####
#   ######   #
#  @$      # #
## ####### # #
 # #     #$# #
 # # $ *.... #
## # $ #######
#  # # #
#      #
#  #  ##
####  #
   ####

#####    #####
#   ######   #
#   $      # #
## ####### # #
 # #     #$# #
 # # $$+.... #
## # $ #######
#  # # #
#      #
#  #  ##
####  #
   ####

#####    #####
#   ######   #
#   $      # #
## ####### # #
 # #     #$# #
 # # $@..... #
## # $$#######
#  # # #
#      #
#  #  ##
####  #
   ####

#####    #####
#   ######   #
#   $      # #
## ####### # #
 # #     #@# #
 # # $ ...*. #
## # $$#######
#  # # #
#      #
#  #  ##
####  #
   ####

#####    #####
#   ######   #
#   $      # #
## ####### # #
 # #     # # #
 # # $ ..*+. #
## # $$#######
#  # # #
#      #
#  #  ##
####  #
   ####

#####    #####
#   ######   #
#   $      # #
## ####### # #
 # #     # # #
 # # $ .*+.. #
## # $$#######
#  # # #
#      #
#  #  ##
####  #
   ####

#####    #####
#   ######   #
#   $      # #
## ####### # #
 # #     # # #
 # # $ *+... #
## # $$#######
#  # # #
#      #
#  #  ##
####  #
   ####

#####    #####
#   ######   #
#   @$     # #
## ####### # #
 # #     # # #
 # # $ *.... #
## # $$#######
#  # # #
#      #
#  #  ##
####  #
   ####

#####    #####
#   ######   #
#    @$    # #
## ####### # #
 # #     # # #
 # # $ *.... #
## # $$#######
#  # # #
#      #
#  #  ##
####  #
   ####

#####    #####
#   ######   #
#     @$   # #
## ####### # #
 # #     # # #
 # # $ *.... #
## # $$#######
#  # # #
#      #
#  #  ##
####  #
   ####

#####    #####
#   ######   #
#      @$  # #
## ####### # #
 # #     # # #
 # # $ *.... #
## # $$#######
#  # # #
#      #
#  #  ##
####  #
   ####

#####    #####
#   ######   #
#       @$ # #
## ####### # #
 # #     # # #
 # # $ *.... #
## # $$#######
#  # # #
#      #
#  #  ##
####  #
   ####

#####    #####
#   ######   #
#        @$# #
## ####### # #
 # #     # # #
 # # $ *.... #
## # $$#######
#  # # #
#      #
#  #  ##
####  #
   ####

#####    #####
#   ######   #
#         @# #
## #######$# #
 # #     # # #
 # # $ *.... #
## # $$#######
#  # # #
#      #
#  #  ##
####  #
   ####

#####    #####
#   ######   #
#          # #
## #######$# #
 # #     # # #
 # # $ +*... #
## # $$#######
#  # # #
#      #
#  #  ##
####  #
   ####

#####    #####
#   ######   #
#          # #
## #######@# #
 # #     #$# #
 # # $ .*... #
## # $$#######
#  # # #
#      #
#  #  ##
####  #
   ####

#####    #####
#   ######   #
#          # #
## ####### # #
 # #     #$# #
 # # @$.*... #
## # $$#######
#  # # #
#      #
#  #  ##
####  #
   ####

#####    #####
#   ######   #
#          # #
## ####### # #
 # #     #$# #
 # #  $.+*.. #
## # $$#######
#  # # #
#      #
#  #  ##
####  #
   ####

#####    #####
#   ######   #
#          # #
## ####### # #
 # #     #$# #
 # #  @*.*.. #
## # $$#######
#  # # #
#      #
#  #  ##
####  #
   ####

#####    #####
#   ######   #
#          # #
## ####### # #
 # #     #$# #
 # #   *.+*. #
## # $$#######
#  # # #
#      #
#  #  ##
####  #
   ####

#####    #####
#   ######   #
#          # #
## ####### # #
 # #     #$# #
 # #   *..+* #
## # $$#######
#  # # #
#      #
#  #  ##
####  #
   ####

#####    #####
#   ######   #
#          # #
## ####### # #
 # #     #@# #
 # #   *..** #
## # $$#######
#  # # #
#      #
#  #  ##
####  #
   ####

#####    #####
#   ######   #
#          # #
## ####### # #
 # #     # # #
 # #   +*.** #
## # $$#######
#  # # #
#      #
#  #  ##
####  #
   ####

#####    #####
#   ######   #
#          # #
## ####### # #
 # #     # # #
 # #   .+*** #
## # $$#######
#  # # #
#      #
#  #  ##
####  #
   ####

#####    #####
#   ######   #
#          # #
## ####### # #
 # #     # # #
 # #  $..*** #
## # $@#######
#  # # #
#      #
#  #  ##
####  #
   ####

#####    #####
#   ######   #
#          # #
## ####### # #
 # #     # # #
 # #  @*.*** #
## # $ #######
#  # # #
#      #
#  #  ##
####  #
   ####

#####    #####
#   ######   #
#          # #
## ####### # #
 # #     # # #
 # #   *.*** #
## # @$#######
#  # # #
#      #
#  #  ##
####  #
   ####

#####    #####
#   ######   #
#          # #
## ####### # #
 # #     # # #
 # #   +**** #
## #  $#######
#  # # #
#      #
#  #  ##
####  #
   ####

#####    #####
#   ######   #
#          # #
## ####### # #
 # #     # # #
 # #  $.**** #
## #  @#######
#  # # #
#      #
#  #  ##
####  #
   ####

#####    #####
#   ######   #
#          # #
## ####### # #
 # #     # # #
 # #  @***** #
## #   #######
#  # # #
#      #
#  #  ##
####  #
   ####

