rrruuuuruuLLLDllluururrDulldRllddrrURRRlldlddrUluurrrurDDDrdLulDDDDuuuuruulllldlluururrDulldlddrruRRRurDDDlddddrdLLLurruuuurrdLuuuulLdlldlluururrDrrrdddlDDDDrdLuuuuuruuulllulldRdRRurrddddlddddLuruuuuruuulldlluurDrdRurDDDrdLulDDDuuuruuulllldRRurrddddlddDrdLuuuuuruuulldllddrUluurrdRurDDuulllldRurrrddDrdLuuuullldRurrdddlDDDDuuuuruuulldRurDDDlddddrddlUruLuuuurrdLulDDDDrddlUUUUddLLrruuUdddllulldRRRlllddrrURRlldlluRuRlddrUrrdrU
Moves: 425
Pushes: 94
States created total: 1,020,035
Unique visited total: 268,361
Reached duplicates total: 748,732
Created but not reached total: 2,942

Depth          Created        Unique         Duplicates     Unknown (not reached)
#  $$$  #
# #  $@ #
#   $## ##
###  #.  #
  #  #   #
 ##### ###
 #   # ##
 #  ....#
 #      #
 #   #  #
 ########

 #####
##   ####
#  $$$  #
# # $@  #
#   $## ##
###  #.  #
  #  #   #
 ##### ###
 #   # ##
 #  ....#
 #      #
 #   #  #
 ########

 #####
##   ####
#  $$$  #
# #$@   #
#   $## ##
###  #.  #
  #  #   #
 ##### ###
 #   # ##
 #  ....#
 #      #
 #   #  #
 ########

 #####
##   ####
#  $$$  #
# #$    #
#   @## ##
### $#.  #
  #  #   #
 ##### ###
 #   # ##
 #  ....#
 #      #
 #   #  #
 ########

 #####
##   ####
#  $@$  #
# #$$   #
#    ## ##
### $#.  #
  #  #   #
 ##### ###
 #   # ##
 #  ....#
 #      #
 #   #  #
 ########

 #####
##   ####
#  @$$  #
# #$$   #
#    ## ##
### $#.  #
  #  #   #
 ##### ###
 #   # ##
 #  ....#
 #      #
 #   #  #
 ########

 #####
##   ####
#  $$$  #
# #@$   #
#    ## ##
### $#.  #
  #  #   #
 ##### ###
 #   # ##
 #  ....#
 #      #
 #   #  #
 ########

 #####
##   ####
#  $$$  #
# # @$  #
#    ## ##
### $#.  #
  #  #   #
 ##### ###
 #   # ##
 #  ....#
 #      #
 #   #  #
 ########

 #####
##   ####
#  $$$  #
# #  @$ #
#    ## ##
### $#.  #
  #  #   #
 ##### ###
 #   # ##
 #  ....#
 #      #
 #   #  #
 ########

 #####
##   ####
#  $$$  #
# #   @$#
#    ## ##
### $#.  #
  #  #   #
 ##### ###
 #   # ##
 #  ....#
 #      #
 #   #  #
 ########

 #####
##   ####
#  $$$  #
# #    $#
#   $## ##
### @#.  #
  #  #   #
 ##### ###
 #   # ##
 #  ....#
 #      #
 #   #  #
 ########

 #####
##   ####
#  $$$  #
# #    @#
#   $##$##
###  #.  #
  #  #   #
 ##### ###
 #   # ##
 #  ....#
 #      #
 #   #  #
 ########

 #####
##   ####
#  $$$  #
# #     #
#   $##@##
###  #.$ #
  #  #   #
 ##### ###
 #   # ##
 #  ....#
 #      #
 #   #  #
 ########

 #####
##   ####
#  $$$  #
# #     #
#   $## ##
###  #.@ #
  #  # $ #
 ##### ###
 #   # ##
 #  ....#
 #      #
 #   #  #
 ########

 #####
##   ####
#  $$$  #
# #     #
#   $## ##
###  #.  #
  #  #$@ #
 ##### ###
 #   # ##
 #  ....#
 #      #
 #   #  #
 ########

 #####
##   ####
#  $$$  #
# #     #
#   $## ##
###  #.  #
  #  #@  #
 #####$###
 #   # ##
 #  ....#
 #      #
 #   #  #
 ########

 #####
##   ####
#  $$$  #
# #     #
#   $## ##
###  #.  #
  #  #   #
 #####@###
 #   #$##
 #  ....#
 #      #
 #   #  #
 ########

 #####
##   ####
#  $$$  #
# #     #
#   $## ##
###  #.  #
  #  #   #
 ##### ###
 #   #@##
 #  ..*.#
 #      #
 #   #  #
 ########

 #####
##   ####
#  $$$  #
# #     #
#   $## ##
###  #.  #
  #  #   #
 ##### ###
 #   # ##
 #  ..+.#
 #    $ #
 #   #  #
 ########

 #####
##   ####
#  $@$  #
# # $   #
#   $## ##
###  #.  #
  #  #   #
 ##### ###
 #   # ##
 #  ....#
 #    $ #
 #   #  #
 ########

 #####
##   ####
#  $ $  #
# # @$  #
#   $## ##
###  #.  #
  #  #   #
 ##### ###
 #   # ##
 #  ....#
 #    $ #
 #   #  #
 ########

 #####
##   ####
#  $ $  #
# #  @$ #
#   $## ##
###  #.  #
  #  #   #
 ##### ###
 #   # ##
 #  ....#
 #    $ #
 #   #  #
 ########

 #####
##   ####
#  $ $  #
# #   @$#
#   $## ##
###  #.  #
  #  #   #
 ##### ###
 #   # ##
 #  ....#
 #    $ #
 #   #  #
 ########

 #####
##   ####
#  $ $  #
# #    @#
#   $##$##
###  #.  #
  #  #   #
 ##### ###
 #   # ##
 #  ....#
 #    $ #
 #   #  #
 ########

 #####
##   ####
#  $ $  #
# #     #
#   $##@##
###  #.$ #
  #  #   #
 ##### ###
 #   # ##
 #  ....#
 #    $ #
 #   #  #
 ########

 #####
##   ####
#  $ $  #
# #     #
#   $## ##
###  #.@ #
  #  # $ #
 ##### ###
 #   # ##
 #  ....#
 #    $ #
 #   #  #
 ########

 #####
##   ####
#  $ $  #
# #     #
#   $## ##
###  #.  #
  #  # $ #
 ##### ###
 #   # ##
 #  ....#
 #   $@ #
 #   #  #
 ########

 #####
##   ####
#  $ $  #
# #     #
#   $## ##
###  #.  #
  #  # $ #
 ##### ###
 #   # ##
 #  ....#
 #  $@  #
 #   #  #
 ########

 #####
##   ####
#  $ $  #
# #     #
#   $## ##
###  #.  #
  #  # $ #
 ##### ###
 #   # ##
 #  ....#
 # $@   #
 #   #  #
 ########

 #####
##   ####
#  $ $  #
# #     #
#   $## ##
###  #.  #
  #  #$@ #
 ##### ###
 #   # ##
 #  ....#
 # $    #
 #   #  #
 ########

 #####
##   ####
#  $$@  #
# #     #
#   $## ##
###  #.  #
  #  #$  #
 ##### ###
 #   # ##
 #  ....#
 # $    #
 #   #  #
 ########

 #####
##   ####
#  $@   #
# # $   #
#   $## ##
###  #.  #
  #  #$  #
 ##### ###
 #   # ##
 #  ....#
 # $    #
 #   #  #
 ########

 #####
##   ####
#  $    #
# # $   #
#   $## ##
###  #.  #
  #  #@  #
 #####$###
 #   # ##
 #  ....#
 # $    #
 #   #  #
 ########

 #####
##   ####
#  $    #
# # $   #
#   $## ##
###  #.  #
  #  #   #
 #####@###
 #   #$##
 #  ....#
 # $    #
 #   #  #
 ########

 #####
##   ####
#  $    #
# # $   #
#   $## ##
###  #.  #
  #  #   #
 ##### ###
 #   #@##
 #  ..*.#
 # $    #
 #   #  #
 ########

 #####
##   ####
#  $    #
# # $   #
#   $## ##
###  #.  #
  #  #   #
 ##### ###
 #   # ##
 #  ..+.#
 # $  $ #
 #   #  #
 ########

 #####
##   ####
#  $    #
# # $   #
#   $## ##
###  #.  #
  #  #   #
 ##### ###
 #   # ##
 #  ....#
 # $ $@ #
 #   #  #
 ########

 #####
##   ####
#  @$   #
# # $   #
#   $## ##
###  #.  #
  #  #   #
 ##### ###
 #   # ##
 #  ....#
 # $ $  #
 #   #  #
 ########

 #####
##   ####
#   $   #
# # @$  #
#   $## ##
###  #.  #
  #  #   #
 ##### ###
 #   # ##
 #  ....#
 # $ $  #
 #   #  #
 ########

 #####
##   ####
#   $   #
# #  @$ #
#   $## ##
###  #.  #
  #  #   #
 ##### ###
 #   # ##
 #  ....#
 # $ $  #
 #   #  #
 ########

 #####
##   ####
#   $   #
# #   $ #
#   $## ##
###  #.  #
  #  #   #
 ##### ###
 #   # ##
 #  ....#
 # $$@  #
 #   #  #
 ########

 #####
##   ####
#   @   #
# # $ $ #
#   $## ##
###  #.  #
  #  #   #
 ##### ###
 #   # ##
 #  ....#
 # $$   #
 #   #  #
 ########

 #####
##   ####
#       #
# # $ @$#
#   $## ##
###  #.  #
  #  #   #
 ##### ###
 #   # ##
 #  ....#
 # $$   #
 #   #  #
 ########

 #####
##   ####
#       #
# # $  @#
#   $##$##
###  #.  #
  #  #   #
 ##### ###
 #   # ##
 #  ....#
 # $$   #
 #   #  #
 ########

 #####
##   ####
#       #
# # $   #
#   $##@##
###  #.$ #
  #  #   #
 ##### ###
 #   # ##
 #  ....#
 # $$   #
 #   #  #
 ########

 #####
##   ####
#       #
# # $   #
#   $## ##
###  #.@ #
  #  # $ #
 ##### ###
 #   # ##
 #  ....#
 # $$   #
 #   #  #
 ########

 #####
##   ####
#       #
# # $   #
#   $## ##
###  #.  #
  #  #$@ #
 ##### ###
 #   # ##
 #  ....#
 # $$   #
 #   #  #
 ########

 #####
##   ####
#       #
# # $   #
#   $## ##
###  #.  #
  #  #@  #
 #####$###
 #   # ##
 #  ....#
 # $$   #
 #   #  #
 ########

 #####
##   ####
#       #
# # $   #
#   $## ##
###  #.  #
  #  #   #
 #####@###
 #   #$##
 #  ....#
 # $$   #
 #   #  #
 ########

 #####
##   ####
#       #
# # $   #
#   $## ##
###  #.  #
  #  #   #
 ##### ###
 #   #@##
 #  ..*.#
 # $$   #
 #   #  #
 ########

 #####
##   ####
#       #
# # @$  #
#   $## ##
###  #.  #
  #  #   #
 ##### ###
 #   # ##
 #  ..*.#
 # $$   #
 #   #  #
 ########

 #####
##   ####
#       #
# #  @$ #
#   $## ##
###  #.  #
  #  #   #
 ##### ###
 #   # ##
 #  ..*.#
 # $$   #
 #   #  #
 ########

 #####
##   ####
#       #
# #   $ #
#   $## ##
###  #.  #
  #  #   #
 ##### ###
 #   # ##
 #  ..+.#
 # $$ $ #
 #   #  #
 ########

 #####
##   ####
#       #
# #   $ #
#   $## ##
###  #.  #
  #  #   #
 ##### ###
 #   # ##
 #  ....#
 # $$$@ #
 #   #  #
 ########

 #####
##   ####
#       #
# # $ $ #
#   @## ##
###  #.  #
  #  #   #
 ##### ###
 #   # ##
 #  ....#
 # $$$  #
 #   #  #
 ########

 #####
##   ####
#       #
# # $ @$#
#    ## ##
###  #.  #
  #  #   #
 ##### ###
 #   # ##
 #  ....#
 # $$$  #
 #   #  #
 ########

 #####
##   ####
#       #
# # $  @#
#    ##$##
###  #.  #
  #  #   #
 ##### ###
 #   # ##
 #  ....#
 # $$$  #
 #   #  #
 ########

 #####
##   ####
#       #
# # $   #
#    ##@##
###  #.$ #
  #  #   #
 ##### ###
 #   # ##
 #  ....#
 # $$$  #
 #   #  #
 ########

 #####
##   ####
#       #
# # @$  #
#    ## ##
###  #.$ #
  #  #   #
 ##### ###
 #   # ##
 #  ....#
 # $$$  #
 #   #  #
 ########

 #####
##   ####
#       #
# #  $  #
#    ## ##
###  #.@ #
  #  # $ #
 ##### ###
 #   # ##
 #  ....#
 # $$$  #
 #   #  #
 ########

 #####
##   ####
#       #
# #  $  #
#    ## ##
###  #.  #
  #  #$@ #
 ##### ###
 #   # ##
 #  ....#
 # $$$  #
 #   #  #
 ########

 #####
##   ####
#       #
# #  @$ #
#    ## ##
###  #.  #
  #  #$  #
 ##### ###
 #   # ##
 #  ....#
 # $$$  #
 #   #  #
 ########

 #####
##   ####
#       #
# #   $ #
#    ## ##
###  #.  #
  #  #@  #
 #####$###
 #   # ##
 #  ....#
 # $$$  #
 #   #  #
 ########

 #####
##   ####
#       #
# #   $ #
#    ## ##
###  #.  #
  #  #   #
 #####@###
 #   #$##
 #  ....#
 # $$$  #
 #   #  #
 ########

 #####
##   ####
#       #
# #   $ #
#    ## ##
###  #.  #
  #  #   #
 ##### ###
 #   #@##
 #  ..*.#
 # $$$  #
 #   #  #
 ########

 #####
##   ####
#       #
# #   $ #
#    ## ##
###  #.  #
  #  #   #
 ##### ###
 #   # ##
 #  ..+.#
 # $$$$ #
 #   #  #
 ########

 #####
##   ####
#       #
# #   @$#
#    ## ##
###  #.  #
  #  #   #
 ##### ###
 #   # ##
 #  ....#
 # $$$$ #
 #   #  #
 ########

 #####
##   ####
#       #
# #    @#
#    ##$##
###  #.  #
  #  #   #
 ##### ###
 #   # ##
 #  ....#
 # $$$$ #
 #   #  #
 ########

 #####
##   ####
#       #
# #     #
#    ##@##
###  #.$ #
  #  #   #
 ##### ###
 #   # ##
 #  ....#
 # $$$$ #
 #   #  #
 ########

 #####
##   ####
#       #
# #     #
#    ## ##
###  #.@ #
  #  # $ #
 ##### ###
 #   # ##
 #  ....#
 # $$$$ #
 #   #  #
 ########

 #####
##   ####
#       #
# #     #
#    ## ##
###  #.  #
  #  # $ #
 ##### ###
 #   # ##
 #  ..*.#
 # $$$@ #
 #   #  #
 ########

 #####
##   ####
#       #
# #     #
#    ## ##
###  #.  #
  #  # $ #
 ##### ###
 #   # ##
 #  .*+.#
 # $$$  #
 #   #  #
 ########

 #####
##   ####
#       #
# #     #
#    ## ##
###  #.  #
  #  #$@ #
 ##### ###
 #   # ##
 #  .*..#
 # $$$  #
 #   #  #
 ########

 #####
##   ####
#       #
# #     #
#    ## ##
###  #.  #
  #  #@  #
 #####$###
 #   # ##
 #  .*..#
 # $$$  #
 #   #  #
 ########

 #####
##   ####
#       #
# #     #
#    ## ##
###  #.  #
  #  #   #
 #####@###
 #   #$##
 #  .*..#
 # $$$  #
 #   #  #
 ########

 #####
##   ####
#       #
# #     #
#    ## ##
###  #.  #
  #  #   #
 ##### ###
 #   #@##
 #  .**.#
 # $$$  #
 #   #  #
 ########

 #####
##   ####
#       #
# #     #
#    ## ##
###  #.  #
  #  #   #
 ##### ###
 #   # ##
 #  .*+.#
 # $$$$ #
 #   #  #
 ########

 #####
##   ####
#       #
# #     #
#    ## ##
###  #.  #
  #  #   #
 ##### ###
 #   # ##
 #  .**.#
 # $$$@ #
 #   #  #
 ########

 #####
##   ####
#       #
# #     #
#    ## ##
###  #.  #
  #  #   #
 ##### ###
 #   #$##
 #  .*+.#
 # $$$  #
 #   #  #
 ########

 #####
##   ####
#       #
# #     #
#    ## ##
###  #.  #
  #  #   #
 #####$###
 #   #@##
 #  .*..#
 # $$$  #
 #   #  #
 ########

 #####
##   ####
#       #
# #     #
#    ## ##
###  #.  #
  #  #$  #
 #####@###
 #   # ##
 #  .*..#
 # $$$  #
 #   #  #
 ########

 #####
##   ####
#       #
# #     #
#    ## ##
###  #.  #
  #  #$  #
 ##### ###
 #   # ##
 #  *+..#
 # $$$  #
 #   #  #
 ########

 #####
##   ####
#       #
# #     #
#    ## ##
###  #.  #
  #  #$  #
 ##### ###
 #   # ##
 # $+...#
 # $$$  #
 #   #  #
 ########

 #####
##   ####
#       #
# #     #
#    ## ##
###  #*  #
  #  #@  #
 ##### ###
 #   # ##
 # $....#
 # $$$  #
 #   #  #
 ########

 #####
##   ####
#       #
# #     #
#    ## ##
###  #*  #
  #  #   #
 ##### ###
 #   # ##
 # @*...#
 # $$$  #
 #   #  #
 ########

 #####
##   ####
#       #
# #     #
#    ## ##
###  #*  #
  #  #   #
 ##### ###
 #   # ##
 #  +*..#
 # $$$  #
 #   #  #
 ########

 #####
##   ####
#       #
# #     #
#    ## ##
###  #*  #
  #  #   #
 ##### ###
 #   # ##
 #  .+*.#
 # $$$  #
 #   #  #
 ########

 #####
##   ####
#       #
# #     #
#    ## ##
###  #*  #
  #  #   #
 ##### ###
 #   # ##
 #  *.*.#
 # $@$  #
 #   #  #
 ########

 #####
##   ####
#       #
# #     #
#    ## ##
###  #*  #
  #  #   #
 ##### ###
 #   # ##
 #  *.*.#
 # $ @$ #
 #   #  #
 ########

 #####
##   ####
#       #
# #     #
#    ## ##
###  #*  #
  #  #   #
 ##### ###
 #   # ##
 #  *.*.#
 # $  @$#
 #   #  #
 ########

 #####
##   ####
#       #
# #     #
#    ## ##
###  #*  #
  #  #   #
 ##### ###
 #   # ##
 #  *.*.#
 # @$  $#
 #   #  #
 ########

 #####
##   ####
#       #
# #     #
#    ## ##
###  #*  #
  #  #   #
 ##### ###
 #   # ##
 #  +**.#
 #  $  $#
 #   #  #
 ########

 #####
##   ####
#       #
# #     #
#    ## ##
###  #*  #
  #  #   #
 ##### ###
 #   # ##
 #  ***.#
 #  @  $#
 #   #  #
 ########

 #####
##   ####
#       #
# #     #
#    ## ##
###  #*  #
  #  #   #
 ##### ###
 #   # ##
 #  ****#
 #     @#
 #   #  #
 ########

