rrdrrrrrddrrrrrrrrrruulDrdLLLLLLLLLdlUUUruulDrdLLLrrddrrrrUdlllluullLLLulllddrrUruLrdrrrrrddrrrrrruRRdrruulDrdLLLLLLLLLdlUUUlllllulLrrdrrrrrruulDrdLLLLrrrddrrrurUddlllluulllLrrrrddrrrurRluUluRRdrruruulldDrdLLulDDDrdLLLLdlUUUllllLuullllddrdrrUrrrrrrruulDrdLLLLrrrddrrrurrRRRdrruulDldlllllllluulllLrrrrddrrrurrrrrrrdLLLLLLLLLdlUUUllllLuLullDurrdLulldddrrrUrrrrrrruulDrdLLLLLLuulldRullldddrrrUdllluuurrrrDulllldddrrruRRRRllluulldRdrrrrRRlllllluurDldRRRRllluulllldRRRdrrrrRllllluurDldRRlldllUdrrurrRlluulllldRurrrddrrRllluullldRRurDldRRR
Moves: 533
Pushes: 131
States created total: 463,321
Unique visited total: 168,313
Reached duplicates total: 294,910
Created but not reached total: 98

Depth          Created        Unique         Duplicates     Unknown (not reached)
39:            10,827         3,709          7,118          0
40:            10,915         3,777          7,138          0
41:            10,931         3,815          7,116          0
42:            10,774         3,805          6,969          0
43:            10,627         3,775          6,852          0
44:            10,447         3,726          6,721          0
45:            10,346         3,680          6,666          0
46:            10,186         3,636          6,550          0
47:            10,022         3,592          6,430          0
48:            9,788          3,537          6,251          0
49:            9,563          3,460          6,103          0
50:            9,304          3,370          5,934          0
51:            9,074          3,287          5,787          0
52:            8,814          3,201          5,613          0
53:            8,581          3,114          5,467          0
54:            8,313          3,040          5,273          0
55:            8,142          2,984          5,158          0
56:            7,954          2,933          5,021          0
57:            7,761          2,891          4,870          0
58:            7,509          2,839          4,670          0
59:            7,308          2,803          4,505          0
60:            7,095          2,746          4,349          0
61:            6,869          2,672          4,197          0
62:            6,451          2,552          3,899          0
63:            5,990          2,421          3,569          0
64:            5,477          2,268          3,209          0
65:            5,025          2,100          2,925          0
66:            4,522          1,909          2,613          0
67:            4,054          1,727          2,327          0
68:            3,625          1,552          2,073          0
69:            3,308          1,425          1,883          0
70:            3,038          1,323          1,715          0
71:            2,849          1,238          1,611          0
72:            2,672          1,150          1,522          0
73:            2,505          1,076          1,429          0
74:            2,321          995            1,326          0
75:            2,150          922            1,228          0
76:            1,939          837            1,102          0
77:            1,759          778            981            0
78:            1,610          731            879            0
79:            1,519          689            830            0
80:            1,436          649            787            0
81:            1,401          639            762            0
82:            1,407          633            774            0
83:            1,457          627            830            0
84:            1,469          609            860            0
85:            1,448          596            852            0
86:            1,401          567            834            0
87:            1,325          537            788            0
88:            1,208          496            712            0
89:            1,078          457            621            0
90:            942            409            533            0
91:            814            355            459            0
92:            671            305            366            0
93:            544            263            281            0
94:            437            222            215            0
95:            363            191            172            0
96:            311            168            143            0
97:            289            149            140            0
98:            274            127            147            0
99:            246            107            139            0
100:           227            96             131            0
101:           207            86             121            0
102:           189            75             114            0
103:           165            68             97             0
104:           142            61             81             0
105:           132            58             74             0
106:           120            53             67             0
107:           118            52             66             0
108:           114            50             64             0
109:           117            50             67             0
110:           116            48             67             1
111:           122            49             71             2
112:           125            49             72             4
113:           132            49             80             3
114:           132            48             81             3
115:           137            49             84             4
116:           130            45             80             5
117:           126            44             73             9
118:           113            39             62             12
119:           99             36             52             11
120:           79             30             42             7
121:           68             27             34             7
122:           53             21             27             5
123:           43             17             18             8
124:           30             13             11             6
125:           22             10             6              6
126:           12             6              3              3
127:           8              5              1              2
128:           3              3              0              0
129:           2              2              0              0
130:           1              1              0              0
131:           1              1              0              0

               #####
               #   #
#######  ####### # #
#     #  #  #      #
#  @  ####  #     ####
#  #    ....## ####  #
#    ##### ## $$ $ $ #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
#     ####  #     ####
#  #    ....## ####  #
#    ##### ## $$ $ @ #
######   #         $ #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
#     ####  #     ####
#  #    ....## ####  #
#    ##### ## $$ $   #
######   #        $@ #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
#     ####  #     ####
#  #    ....## ####  #
#    ##### ## $$ $   #
######   #       $@  #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
#     ####  #     ####
#  #    ....## ####  #
#    ##### ## $$ $   #
######   #      $@   #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
#     ####  #     ####
#  #    ....## ####  #
#    ##### ## $$ $   #
######   #     $@    #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
#     ####  #     ####
#  #    ....## ####  #
#    ##### ## $$ $   #
######   #    $@     #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
#     ####  #     ####
#  #    ....## ####  #
#    ##### ## $$ $   #
######   #   $@      #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
#     ####  #     ####
#  #    ....## ####  #
#    ##### ## $$ $   #
######   #  $@       #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
#     ####  #     ####
#  #    ....## ####  #
#    ##### ## $$ $   #
######   # $@        #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
#     ####  #     ####
#  #    ....## ####  #
#    ##### ## $$ $   #
######   #$@         #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
#     ####  #     ####
#  #    ....## ####  #
#    #####$## $$ $   #
######   #@          #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
#     ####  #     ####
#  #    ..*.## ####  #
#    #####@## $$ $   #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
#     ####$ #     ####
#  #    ..+.## ####  #
#    ##### ## $$ $   #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
#     ####@ #     ####
#  #    ..*.## ####  #
#    ##### ## $$ $   #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
#     ####  #     ####
#  #    .*+.## ####  #
#    ##### ## $$ $   #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
#     ####  #     ####
#  #    *+..## ####  #
#    ##### ## $$ $   #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
#     ####  #     ####
#  #   $+...## ####  #
#    ##### ## $$ $   #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
#     ####  #     ####
#  #   $....##$####  #
#    ##### ## @$ $   #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
#     ####  #     ####
#  #  $@....##$####  #
#    ##### ##  $ $   #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
#     ####  #     ####
#  # $@ ....##$####  #
#    ##### ##  $ $   #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
#     ####  #     ####
#  #$@  ....##$####  #
#    ##### ##  $ $   #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
#   $ ####  #     ####
#  #@   ....##$####  #
#    ##### ##  $ $   #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
#  $@ ####  #     ####
#  #    ....##$####  #
#    ##### ##  $ $   #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
#  $  ####  #     ####
#  #    ....##$####  #
#    ##### ##  $ @$  #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
#  $  ####  #     ####
#  #    ....##$####  #
#    ##### ##  $  @$ #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
#  $  ####  #     ####
#  #    ....##$####  #
#    ##### ##  $   @ #
######   #         $ #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
#  $  ####  #     ####
#  #    ....##$####  #
#    ##### ##  $     #
######   #        $@ #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
#  $  ####  #     ####
#  #    ....##$####  #
#    ##### ##  $     #
######   #       $@  #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
#  $  ####  #     ####
#  #    ....##$####  #
#    ##### ##  $     #
######   #      $@   #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
#  $  ####  #     ####
#  #    ....##$####  #
#    ##### ##  $     #
######   #     $@    #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
#  $  ####  #     ####
#  #    ....##$####  #
#    ##### ##  $     #
######   #    $@     #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
#  $  ####  #     ####
#  #    ....##$####  #
#    ##### ##  $     #
######   #   $@      #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
#  $  ####  #     ####
#  #    ....##$####  #
#    ##### ##  $     #
######   #  $@       #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
#  $  ####  #     ####
#  #    ....##$####  #
#    ##### ##  $     #
######   # $@        #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
#  $  ####  #     ####
#  #    ....##$####  #
#    ##### ##  $     #
######   #$@         #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
#  $  ####  #     ####
#  #    ....##$####  #
#    #####$##  $     #
######   #@          #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
#  $  ####  #     ####
#  #    ..*.##$####  #
#    #####@##  $     #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
#  $  ####$ #     ####
#  #    ..+.##$####  #
#    ##### ##  $     #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $@  ####$ #     ####
#  #    ....##$####  #
#    ##### ##  $     #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $   ####@ #     ####
#  #    ..*.##$####  #
#    ##### ##  $     #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $   ####  #     ####
#  #    .*+.##$####  #
#    ##### ##  $     #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $   ####  #     ####
#  #    *+..##$####  #
#    ##### ##  $     #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $   ####  #     ####
#  #   $+...##$####  #
#    ##### ##  $     #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $   ####  #     ####
#  #  $@....##$####  #
#    ##### ##  $     #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $   ####  # $   ####
#  #  $ ....##@####  #
#    ##### ##  $     #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $   ####  # $   ####
#  # $@ ....## ####  #
#    ##### ##  $     #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $   ####  # $   ####
#  # $  ....## ####  #
#    ##### ##  @$    #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  # $    #
# $   ####  # @   ####
#  # $  ....## ####  #
#    ##### ##   $    #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  # @$   #
# $   ####  #     ####
#  # $  ....## ####  #
#    ##### ##   $    #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #  @$  #
# $   ####  #     ####
#  # $  ....## ####  #
#    ##### ##   $    #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #   @  #
# $   ####  #   $ ####
#  # $  ....## ####  #
#    ##### ##   $    #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $   ####  #  $@ ####
#  # $  ....## ####  #
#    ##### ##   $    #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $   ####  # $@  ####
#  # $  ....## ####  #
#    ##### ##   $    #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $   ####  # @   ####
#  # $  ....##$####  #
#    ##### ##   $    #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $   ####  #     ####
#  # $  ....##@####  #
#    ##### ## $ $    #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $   ####  #     ####
#  # $  ....## ####  #
#    ##### ## @ $    #
######   #    $      #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $   ####  #     ####
#  # $  ....## ####  #
#    ##### ##   $    #
######   #   $@      #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $   ####  #     ####
#  # $  ....## ####  #
#    ##### ##   $    #
######   #  $@       #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $   ####  #     ####
#  # $  ....## ####  #
#    ##### ##   $    #
######   # $@        #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $   ####  #     ####
#  # $  ....## ####  #
#    ##### ##   $    #
######   #$@         #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $   ####  #     ####
#  # $  ....## ####  #
#    #####$##   $    #
######   #@          #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $   ####  #     ####
#  # $  ..*.## ####  #
#    #####@##   $    #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $   ####$ #     ####
#  # $  ..+.## ####  #
#    ##### ##   $    #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $   ####$ #     ####
#  #$@  ....## ####  #
#    ##### ##   $    #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $ $ ####$ #     ####
#  #@   ....## ####  #
#    ##### ##   $    #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $ $ ####@ #     ####
#  #    ..*.## ####  #
#    ##### ##   $    #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $ $ ####  #     ####
#  #    .*+.## ####  #
#    ##### ##   $    #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $ $ ####  #     ####
#  #    *+..## ####  #
#    ##### ##   $    #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $ $ ####  #     ####
#  #   $+...## ####  #
#    ##### ##   $    #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $ $ ####  #     ####
#  #  $@....## ####  #
#    ##### ##   $    #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $ $ ####  #     ####
#  #  $ ....## ####  #
#    ##### ##   @$   #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $ $ ####  #     ####
#  #  $ ....## ####  #
#    ##### ##    @$  #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $ $ ####  #     ####
#  #  $ ....## ####  #
#    ##### ##     @$ #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $ $ ####  #     ####
#  #  $ ....## ####  #
#    ##### ##      @ #
######   #         $ #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $ $ ####  #     ####
#  # $@ ....## ####  #
#    ##### ##        #
######   #         $ #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $ $ ####  #     ####
#  # $  ....## ####  #
#    ##### ##        #
######   #        $@ #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $ $ ####  #     ####
#  # $  ....## ####  #
#    ##### ##        #
######   #       $@  #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $ $ ####  #     ####
#  # $  ....## ####  #
#    ##### ##        #
######   #      $@   #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $ $ ####  #     ####
#  # $  ....## ####  #
#    ##### ##        #
######   #     $@    #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $ $ ####  #     ####
#  # $  ....## ####  #
#    ##### ##        #
######   #    $@     #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $ $ ####  #     ####
#  # $  ....## ####  #
#    ##### ##        #
######   #   $@      #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $ $ ####  #     ####
#  # $  ....## ####  #
#    ##### ##        #
######   #  $@       #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $ $ ####  #     ####
#  # $  ....## ####  #
#    ##### ##        #
######   # $@        #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $ $ ####  #     ####
#  # $  ....## ####  #
#    ##### ##        #
######   #$@         #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $ $ ####  #     ####
#  # $  ....## ####  #
#    #####$##        #
######   #@          #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $ $ ####  #     ####
#  # $  ..*.## ####  #
#    #####@##        #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $ $ ####$ #     ####
#  # $  ..+.## ####  #
#    ##### ##        #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $ $ ####$ #     ####
#  #$@  ....## ####  #
#    ##### ##        #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $$@ ####$ #     ####
#  #$   ....## ####  #
#    ##### ##        #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# @$  ####$ #     ####
# $#$   ....## ####  #
#    ##### ##        #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $@  ####$ #     ####
# $#$   ....## ####  #
#    ##### ##        #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $ $ ####$ #     ####
# $#@   ....## ####  #
#    ##### ##        #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $ $ ####@ #     ####
# $#    ..*.## ####  #
#    ##### ##        #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $ $ ####  #     ####
# $#    .*+.## ####  #
#    ##### ##        #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $ $ ####  #     ####
# $#    *+..## ####  #
#    ##### ##        #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $ $ ####  #     ####
# $#   $+...## ####  #
#    ##### ##        #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $ $ ####  #     ####
# $#  $@....## ####  #
#    ##### ##        #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $ $ ####  #     ####
# $# $@ ....## ####  #
#    ##### ##        #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $ $ ####  #     ####
# $#$@  ....## ####  #
#    ##### ##        #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $ @$####  #     ####
# $#$   ....## ####  #
#    ##### ##        #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $ $$####  #     ####
# $#@   ....## ####  #
#    ##### ##        #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $ $@####  #     ####
# $# $  ....## ####  #
#    ##### ##        #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $ $ ####  #     ####
# $# @$ ....## ####  #
#    ##### ##        #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $ $ ####  #     ####
# $#  @$....## ####  #
#    ##### ##        #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $ $ ####  #     ####
# $#   @*...## ####  #
#    ##### ##        #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $ $ ####  #     ####
# $#    +*..## ####  #
#    ##### ##        #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $ @$####  #     ####
# $#    .*..## ####  #
#    ##### ##        #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $  $####  #     ####
# $#    .+*.## ####  #
#    ##### ##        #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $  $####  #     ####
# $#    ..+*## ####  #
#    ##### ##        #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $  @####  #     ####
# $# $  ...*## ####  #
#    ##### ##        #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $   ####  #     ####
# $# @$ ...*## ####  #
#    ##### ##        #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $   ####  #     ####
# $#  @$...*## ####  #
#    ##### ##        #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $   ####  #     ####
# $#   @*..*## ####  #
#    ##### ##        #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $   ####  #     ####
# $#    +*.*## ####  #
#    ##### ##        #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# @$  ####  #     ####
# $#    .*.*## ####  #
#    ##### ##        #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
#  @$ ####  #     ####
# $#    .*.*## ####  #
#    ##### ##        #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
#   @$####  #     ####
# $#    .*.*## ####  #
#    ##### ##        #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
#    $####  #     ####
# $#    .+**## ####  #
#    ##### ##        #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
#    @####  #     ####
# $# $  ..**## ####  #
#    ##### ##        #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
#     ####  #     ####
# $# @$ ..**## ####  #
#    ##### ##        #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
#     ####  #     ####
# $#  @$..**## ####  #
#    ##### ##        #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $   ####  #     ####
# @#   $..**## ####  #
#    ##### ##        #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# $   ####  #     ####
#  #   @*.**## ####  #
#    ##### ##        #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
# @$  ####  #     ####
#  #    *.**## ####  #
#    ##### ##        #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
#  $  ####  #     ####
#  #    +***## ####  #
#    ##### ##        #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
#  @$ ####  #     ####
#  #    .***## ####  #
#    ##### ##        #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
#   @$####  #     ####
#  #    .***## ####  #
#    ##### ##        #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
#    @####  #     ####
#  # $  .***## ####  #
#    ##### ##        #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
#     ####  #     ####
#  # @$ .***## ####  #
#    ##### ##        #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
#     ####  #     ####
#  #  @$.***## ####  #
#    ##### ##        #
######   #           #
         #  ##########
         ####

               #####
               #   #
#######  ####### # #
#     #  #  #      #
#     ####  #     ####
#  #   @****## ####  #
#    ##### ##        #
######   #           #
         #  ##########
         ####

